ダウンロードした時刻：2019/10/10 15:58:12

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,8.0,13.9,2.2
1986/12/2,10.1,14.8,5.0
1986/12/3,10.3,13.7,7.7
1986/12/4,11.6,17.7,8.2
1986/12/5,9.0,14.6,3.3
1986/12/6,9.3,14.8,4.3
1986/12/7,12.8,19.3,6.5
1986/12/8,8.8,14.5,3.3
1986/12/9,8.7,15.0,3.0
1986/12/10,10.8,17.9,2.6
1986/12/11,11.1,17.9,4.2
1986/12/12,11.4,16.6,6.3
1986/12/13,11.4,17.3,5.0
1986/12/14,12.2,13.3,10.5
1986/12/15,10.8,13.9,6.6
1986/12/16,8.5,14.4,4.2
1986/12/17,9.2,14.3,3.3
1986/12/18,9.3,10.6,7.7
1986/12/19,14.5,18.6,9.7
1986/12/20,8.5,14.0,3.7
1986/12/21,9.4,15.0,4.6
1986/12/22,9.5,14.2,3.9
1986/12/23,7.1,12.8,3.5
1986/12/24,9.0,14.9,2.4
1986/12/25,9.1,13.6,4.1
1986/12/26,8.8,14.2,4.7
1986/12/27,7.7,11.4,3.1
1986/12/28,6.7,11.4,2.2
1986/12/29,5.2,9.2,0.1
1986/12/30,5.7,11.5,-0.6
1986/12/31,9.7,14.8,2.7
1987/1/1,11.3,14.4,6.6
1987/1/2,7.0,8.2,4.7
1987/1/3,9.8,14.4,6.6
1987/1/4,8.8,14.1,3.9
1987/1/5,5.8,8.0,3.4
1987/1/6,6.2,10.2,3.3
1987/1/7,6.7,11.5,1.9
1987/1/8,10.7,17.6,4.6
1987/1/9,8.6,14.8,0.9
1987/1/10,7.7,11.5,4.0
1987/1/11,3.7,6.2,-1.3
1987/1/12,4.7,8.1,2.0
1987/1/13,4.2,7.9,0.4
1987/1/14,3.4,9.4,-2.1
1987/1/15,5.1,11.8,-2.2
1987/1/16,7.4,12.6,1.3
1987/1/17,11.7,16.2,7.0
1987/1/18,7.9,11.4,5.6
1987/1/19,6.5,12.7,1.3
1987/1/20,4.1,8.2,-1.2
1987/1/21,4.5,7.3,1.3
1987/1/22,5.5,11.1,-0.5
1987/1/23,10.1,14.7,5.4
1987/1/24,13.0,16.7,8.5
1987/1/25,5.7,9.6,0.5
1987/1/26,2.4,7.7,-3.3
1987/1/27,3.9,10.1,-1.8
1987/1/28,5.7,12.4,-0.7
1987/1/29,8.3,16.9,0.1
1987/1/30,9.8,17.6,1.3
1987/1/31,6.9,13.5,0.8
1987/2/1,5.7,9.1,1.0
1987/2/2,5.7,9.0,1.9
1987/2/3,4.4,8.0,0.3
1987/2/4,4.5,10.6,-1.7
1987/2/5,5.5,11.3,-0.9
1987/2/6,7.5,12.6,0.3
1987/2/7,8.4,13.9,1.8
1987/2/8,8.7,14.9,1.0
1987/2/9,10.5,17.8,3.9
1987/2/10,10.1,17.3,2.5
1987/2/11,14.7,21.1,4.3
1987/2/12,16.4,18.2,10.3
1987/2/13,9.3,11.3,8.1
1987/2/14,11.6,16.6,5.3
1987/2/15,7.8,11.0,2.6
1987/2/16,7.7,15.1,-0.1
1987/2/17,6.8,10.2,5.2
1987/2/18,6.0,7.4,5.0
1987/2/19,7.1,9.9,3.9
1987/2/20,7.1,11.2,4.2
1987/2/21,5.8,9.9,2.0
1987/2/22,6.6,9.9,2.9
1987/2/23,7.7,12.6,2.7
1987/2/24,9.2,15.1,2.6
1987/2/25,6.2,11.8,0.6
1987/2/26,3.1,6.8,0.0
1987/2/27,3.8,8.3,0.1
1987/2/28,4.9,11.3,-2.1
1987/3/1,5.4,10.3,1.8
1987/3/2,4.3,10.7,-1.3
1987/3/3,4.8,11.0,-2.8
1987/3/4,8.4,16.1,0.0
1987/3/5,13.6,19.9,3.7
1987/3/6,14.7,17.6,12.3
1987/3/7,5.5,12.6,1.8
1987/3/8,6.7,11.1,1.7
1987/3/9,8.9,13.3,5.5
1987/3/10,7.7,11.6,2.6
1987/3/11,7.7,10.7,5.2
1987/3/12,9.6,12.7,6.4
1987/3/13,10.0,11.2,8.6
1987/3/14,13.5,17.5,10.3
1987/3/15,11.6,14.8,9.6
1987/3/16,11.7,17.0,4.0
1987/3/17,8.8,11.3,6.9
1987/3/18,12.4,18.2,5.9
1987/3/19,12.3,16.9,9.3
1987/3/20,15.1,20.5,10.1
1987/3/21,13.3,15.6,10.8
1987/3/22,14.0,17.7,9.2
1987/3/23,13.6,15.7,12.4
1987/3/24,17.1,22.7,13.8
1987/3/25,12.1,18.5,6.3
1987/3/26,8.3,13.2,5.0
1987/3/27,8.6,14.8,1.5
1987/3/28,10.6,13.8,7.7
1987/3/29,10.7,13.1,8.1
1987/3/30,12.7,18.0,5.1
1987/3/31,14.0,19.7,8.9
