ダウンロードした時刻：2017/07/24 15:41:44

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,5.7,8.0,3.3
1986/1/2,2.7,6.2,0.5
1986/1/3,2.7,6.3,-1.8
1986/1/4,5.6,8.8,2.4
1986/1/5,1.5,4.1,-1.0
1986/1/6,0.9,3.4,-1.4
1986/1/7,3.2,8.6,-0.2
1986/1/8,5.0,10.1,0.2
1986/1/9,1.9,4.8,-0.4
1986/1/10,1.7,6.0,-1.9
1986/1/11,1.6,5.4,-1.7
1986/1/12,2.2,7.2,-1.1
1986/1/13,2.8,7.7,-1.9
1986/1/14,3.4,7.0,0.8
1986/1/15,4.8,9.9,1.6
1986/1/16,6.0,9.5,1.6
1986/1/17,7.3,11.9,2.9
1986/1/18,6.9,11.2,4.3
1986/1/19,7.6,12.0,3.0
1986/1/20,8.1,13.3,5.4
1986/1/21,6.5,10.5,4.0
1986/1/22,2.9,6.2,0.3
1986/1/23,3.0,6.4,0.0
1986/1/24,3.7,7.5,0.8
1986/1/25,2.0,4.7,0.4
1986/1/26,1.7,5.5,-1.0
1986/1/27,1.1,4.1,-1.2
1986/1/28,2.4,6.4,-1.6
1986/1/29,4.6,9.4,0.5
1986/1/30,5.7,11.9,-0.2
1986/1/31,6.6,11.3,3.6
1986/2/1,5.1,10.1,1.6
1986/2/2,4.9,9.8,1.3
1986/2/3,4.5,9.6,-0.2
1986/2/4,2.6,7.0,-0.4
1986/2/5,2.2,6.5,-0.4
1986/2/6,2.4,6.5,-0.7
1986/2/7,2.7,7.5,-1.4
1986/2/8,3.0,7.8,-1.1
1986/2/9,2.3,6.7,-0.5
1986/2/10,2.5,7.9,-0.4
1986/2/11,2.6,5.0,-1.1
1986/2/12,4.6,10.5,0.6
1986/2/13,6.6,11.0,0.9
1986/2/14,7.7,12.3,5.0
1986/2/15,7.2,13.3,2.2
1986/2/16,1.3,6.0,-1.8
1986/2/17,2.9,8.7,-1.7
1986/2/18,3.9,5.2,0.5
1986/2/19,6.5,11.6,3.4
1986/2/20,5.5,10.3,1.9
1986/2/21,4.6,9.7,1.2
1986/2/22,4.4,9.3,0.1
1986/2/23,5.5,10.5,0.7
1986/2/24,2.9,6.8,-0.1
1986/2/25,1.8,6.8,-1.4
1986/2/26,4.0,9.3,-0.4
1986/2/27,6.1,11.0,2.5
1986/2/28,1.6,4.8,-0.7
1986/3/1,4.0,8.9,0.0
1986/3/2,4.1,9.0,-0.3
1986/3/3,4.6,9.5,1.2
1986/3/4,3.7,8.8,0.2
1986/3/5,5.0,12.2,-0.8
1986/3/6,7.6,13.4,1.6
1986/3/7,9.0,14.2,3.4
1986/3/8,9.3,14.9,2.9
1986/3/9,11.9,16.5,5.3
1986/3/10,13.2,15.6,11.0
1986/3/11,9.8,11.8,7.1
1986/3/12,8.5,13.4,5.2
1986/3/13,10.1,14.8,4.4
1986/3/14,8.4,11.2,7.0
1986/3/15,12.4,17.1,9.0
1986/3/16,11.3,18.0,5.1
1986/3/17,6.7,12.4,3.6
1986/3/18,7.7,11.0,2.3
1986/3/19,10.7,14.1,8.1
1986/3/20,7.9,12.2,4.6
1986/3/21,8.1,14.1,4.1
1986/3/22,9.6,14.4,4.8
1986/3/23,7.1,9.8,5.5
1986/3/24,7.7,12.4,4.7
1986/3/25,7.8,13.7,3.6
1986/3/26,8.3,14.6,1.6
1986/3/27,11.5,16.8,4.9
1986/3/28,10.1,11.5,8.8
1986/3/29,10.4,12.9,8.6
1986/3/30,11.0,12.9,8.5
1986/3/31,11.3,16.2,7.7
1986/4/1,9.8,14.2,5.6
1986/4/2,11.5,19.4,4.2
1986/4/3,12.5,17.3,6.5
1986/4/4,12.4,14.1,10.3
1986/4/5,13.7,18.9,8.2
1986/4/6,11.9,17.7,6.1
1986/4/7,7.1,10.5,4.2
1986/4/8,9.7,15.0,3.2
1986/4/9,13.8,18.5,7.4
1986/4/10,14.8,17.3,11.8
1986/4/11,12.9,16.3,8.4
1986/4/12,10.3,15.1,5.9
1986/4/13,11.9,17.2,5.8
1986/4/14,14.4,22.2,5.9
1986/4/15,12.4,14.6,10.9
1986/4/16,13.6,18.9,10.3
1986/4/17,13.8,18.4,9.1
1986/4/18,14.7,19.6,11.5
1986/4/19,14.9,18.1,12.5
1986/4/20,17.4,21.3,14.0
1986/4/21,17.7,21.9,14.3
1986/4/22,16.3,18.0,14.9
1986/4/23,19.0,25.3,14.7
1986/4/24,16.6,20.4,12.4
1986/4/25,17.6,20.8,13.3
1986/4/26,18.5,22.3,14.5
1986/4/27,18.5,22.1,16.7
1986/4/28,15.5,18.8,12.8
1986/4/29,15.1,18.6,12.0
1986/4/30,15.6,19.5,12.7
1986/5/1,16.6,20.3,12.6
