ダウンロードした時刻：2019/10/10 16:16:22

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.6,15.2,12.3
2003/12/2,12.9,15.9,9.5
2003/12/3,11.2,15.9,6.9
2003/12/4,10.4,15.8,6.2
2003/12/5,11.1,15.2,5.7
2003/12/6,14.2,18.8,10.5
2003/12/7,9.6,13.6,5.5
2003/12/8,7.5,10.4,2.8
2003/12/9,9.9,12.8,7.1
2003/12/10,8.0,12.7,5.0
2003/12/11,7.9,10.3,5.2
2003/12/12,9.5,12.6,7.1
2003/12/13,8.0,12.1,4.9
2003/12/14,7.3,13.2,2.6
2003/12/15,7.4,12.7,3.5
2003/12/16,7.7,11.4,4.9
2003/12/17,8.8,13.6,4.2
2003/12/18,8.7,11.1,6.4
2003/12/19,5.4,9.0,2.2
2003/12/20,3.7,6.1,2.1
2003/12/21,5.6,10.0,1.0
2003/12/22,9.4,14.3,4.7
2003/12/23,10.3,14.6,6.5
2003/12/24,12.3,15.8,8.4
2003/12/25,10.9,16.9,3.5
2003/12/26,9.3,12.8,4.4
2003/12/27,5.3,8.3,2.6
2003/12/28,5.6,11.1,1.7
2003/12/29,8.7,14.4,0.5
2003/12/30,11.1,15.3,6.8
2003/12/31,8.5,11.7,6.0
2004/1/1,9.2,13.0,5.8
2004/1/2,7.6,14.6,3.4
2004/1/3,8.2,11.9,4.8
2004/1/4,7.1,12.6,2.3
2004/1/5,6.1,11.5,1.6
2004/1/6,6.0,11.8,1.6
2004/1/7,8.2,13.6,2.6
2004/1/8,5.6,9.5,0.7
2004/1/9,3.6,8.5,-1.2
2004/1/10,7.6,12.6,1.9
2004/1/11,5.6,8.1,3.3
2004/1/12,5.5,9.6,0.7
2004/1/13,6.3,8.7,3.9
2004/1/14,4.8,7.4,2.7
2004/1/15,5.9,10.3,1.8
2004/1/16,4.7,6.7,2.0
2004/1/17,3.1,6.4,0.4
2004/1/18,5.1,10.4,-0.7
2004/1/19,7.0,9.5,5.1
2004/1/20,5.9,10.1,1.6
2004/1/21,3.8,8.5,0.1
2004/1/22,-0.4,2.5,-2.4
2004/1/23,3.5,6.8,0.0
2004/1/24,3.5,7.3,0.6
2004/1/25,3.3,6.7,1.1
2004/1/26,3.1,7.7,-1.8
2004/1/27,4.4,9.0,1.9
2004/1/28,4.6,10.2,0.0
2004/1/29,7.3,12.3,2.3
2004/1/30,7.1,12.9,0.5
2004/1/31,7.4,12.4,2.6
2004/2/1,6.7,11.4,0.5
2004/2/2,9.0,11.7,7.1
2004/2/3,6.2,9.5,2.4
2004/2/4,3.9,7.5,1.6
2004/2/5,3.0,8.8,-0.7
2004/2/6,3.3,7.0,0.9
2004/2/7,3.1,7.4,-0.1
2004/2/8,3.8,9.2,-1.9
2004/2/9,6.4,10.6,2.9
2004/2/10,4.8,9.4,0.2
2004/2/11,7.5,13.7,-0.1
2004/2/12,9.3,14.2,4.9
2004/2/13,6.7,11.3,1.7
2004/2/14,8.5,19.3,1.3
2004/2/15,8.0,11.7,5.2
2004/2/16,7.0,11.7,2.6
2004/2/17,7.7,14.7,0.2
2004/2/18,8.8,16.3,1.8
2004/2/19,8.7,16.9,2.7
2004/2/20,9.1,17.1,1.6
2004/2/21,10.2,16.9,3.3
2004/2/22,13.1,19.7,7.4
2004/2/23,8.5,12.4,4.3
2004/2/24,6.2,11.1,0.3
2004/2/25,10.3,17.2,5.9
2004/2/26,10.3,14.7,5.4
2004/2/27,7.4,11.6,3.9
2004/2/28,7.7,12.8,1.6
2004/2/29,11.4,16.9,7.7
2004/3/1,8.5,11.7,6.4
2004/3/2,7.2,12.6,3.5
2004/3/3,4.3,7.3,1.0
2004/3/4,4.4,8.5,0.7
2004/3/5,5.6,11.5,-1.3
2004/3/6,5.2,8.6,1.8
2004/3/7,3.9,8.3,1.5
2004/3/8,5.4,10.4,-0.1
2004/3/9,9.7,15.6,4.3
2004/3/10,10.8,18.3,2.6
2004/3/11,12.7,16.6,10.2
2004/3/12,8.6,11.1,3.5
2004/3/13,9.2,17.1,1.1
2004/3/14,10.5,18.8,2.7
2004/3/15,11.5,18.0,5.9
2004/3/16,11.7,18.5,4.6
2004/3/17,16.8,25.5,8.5
2004/3/18,10.6,17.6,6.8
2004/3/19,8.4,13.3,2.4
2004/3/20,9.0,12.1,5.6
2004/3/21,9.1,13.3,4.0
2004/3/22,6.4,8.5,4.4
2004/3/23,9.5,14.4,4.0
2004/3/24,10.3,14.8,8.1
2004/3/25,10.5,12.8,9.3
2004/3/26,11.1,15.6,6.6
2004/3/27,9.5,15.7,3.0
2004/3/28,11.9,19.4,5.1
2004/3/29,14.3,20.3,6.3
2004/3/30,14.1,16.7,12.0
2004/3/31,13.5,17.6,7.7
