ダウンロードした時刻：2017/07/24 15:39:06

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,1.1,5.8,-2.2
2006/1/2,2.5,4.7,0.2
2006/1/3,1.1,3.0,0.1
2006/1/4,0.3,1.4,-0.5
2006/1/5,-0.9,1.7,-4.5
2006/1/6,-1.8,1.2,-4.9
2006/1/7,-0.2,2.6,-1.9
2006/1/8,-0.6,0.9,-2.0
2006/1/9,-1.2,3.7,-5.5
2006/1/10,1.0,4.9,-2.5
2006/1/11,1.4,3.4,0.4
2006/1/12,1.4,4.2,-0.7
2006/1/13,4.7,9.9,-1.7
2006/1/14,7.8,10.9,4.4
2006/1/15,4.9,7.5,1.1
2006/1/16,3.7,9.0,-0.3
2006/1/17,2.3,4.5,0.1
2006/1/18,1.2,5.4,-1.4
2006/1/19,0.1,2.7,-1.8
2006/1/20,0.0,4.0,-3.5
2006/1/21,1.4,4.9,-2.2
2006/1/22,0.0,6.1,-3.6
2006/1/23,-1.3,0.2,-4.1
2006/1/24,0.6,3.4,-0.4
2006/1/25,1.0,5.5,-1.9
2006/1/26,1.8,4.9,-0.3
2006/1/27,2.0,5.1,-0.2
2006/1/28,1.3,4.1,-0.7
2006/1/29,1.5,6.4,-3.0
2006/1/30,7.4,11.4,4.7
2006/1/31,3.2,5.9,1.3
2006/2/1,2.6,4.8,1.1
2006/2/2,2.2,4.2,0.7
2006/2/3,0.8,5.0,-4.1
2006/2/4,-2.4,0.9,-4.8
2006/2/5,-2.2,-0.1,-4.6
2006/2/6,-0.4,3.2,-4.8
2006/2/7,3.4,9.4,0.5
2006/2/8,1.8,3.6,0.5
2006/2/9,-0.1,2.8,-1.9
2006/2/10,2.4,6.8,-2.2
2006/2/11,3.9,7.7,1.0
2006/2/12,-0.8,2.0,-2.9
2006/2/13,3.0,10.6,-3.5
2006/2/14,8.2,14.3,3.1
2006/2/15,8.9,11.9,6.5
2006/2/16,5.8,7.2,4.3
2006/2/17,0.8,4.7,-3.0
2006/2/18,0.8,6.3,-4.4
2006/2/19,3.4,9.3,-1.7
2006/2/20,2.7,5.7,-0.4
2006/2/21,5.8,10.9,2.8
2006/2/22,9.1,18.1,1.1
2006/2/23,5.4,7.5,2.3
2006/2/24,4.1,8.6,0.6
2006/2/25,5.2,11.1,-0.7
2006/2/26,7.5,10.9,4.2
2006/2/27,2.6,5.2,1.7
2006/2/28,3.7,6.9,1.1
2006/3/1,2.8,4.9,0.3
2006/3/2,2.6,8.4,0.5
2006/3/3,1.8,5.1,-0.3
2006/3/4,4.2,10.4,-0.8
2006/3/5,9.4,16.5,2.1
2006/3/6,7.2,11.5,3.0
2006/3/7,6.8,13.9,0.6
2006/3/8,8.3,12.1,5.7
2006/3/9,6.0,9.5,2.3
2006/3/10,8.4,14.1,4.7
2006/3/11,11.7,19.9,4.5
2006/3/12,4.5,10.4,1.0
2006/3/13,0.0,3.4,-1.5
2006/3/14,0.2,2.3,-1.2
2006/3/15,5.7,13.0,-0.2
2006/3/16,7.9,15.7,2.0
2006/3/17,7.6,10.9,3.3
2006/3/18,6.7,10.9,2.4
2006/3/19,4.1,7.5,0.5
2006/3/20,4.5,9.4,0.1
2006/3/21,7.9,13.6,2.8
2006/3/22,6.4,10.0,1.6
2006/3/23,9.2,15.2,6.0
2006/3/24,6.2,10.5,2.5
2006/3/25,7.5,15.5,-0.2
2006/3/26,12.1,17.7,6.9
2006/3/27,8.4,12.2,5.1
2006/3/28,11.3,20.9,3.5
2006/3/29,3.4,8.0,1.1
2006/3/30,1.7,6.1,-0.3
2006/3/31,2.4,6.2,-0.3
2006/4/1,7.4,15.1,0.3
2006/4/2,12.1,15.9,7.8
2006/4/3,7.1,9.2,4.0
2006/4/4,10.2,15.3,2.2
2006/4/5,9.6,13.5,7.0
2006/4/6,7.4,12.1,3.0
2006/4/7,7.5,11.5,4.0
2006/4/8,8.2,11.9,6.0
2006/4/9,7.6,12.0,4.7
2006/4/10,9.3,13.2,4.2
2006/4/11,14.5,19.5,10.2
2006/4/12,16.4,21.2,12.4
2006/4/13,11.5,13.9,7.8
2006/4/14,7.7,9.0,5.7
2006/4/15,8.9,13.4,4.3
2006/4/16,10.1,16.3,6.2
2006/4/17,9.6,14.2,4.5
2006/4/18,17.0,23.3,9.9
2006/4/19,17.5,23.6,10.0
2006/4/20,10.2,18.5,5.8
2006/4/21,7.0,11.7,5.7
2006/4/22,10.0,15.1,6.1
2006/4/23,11.4,15.8,8.6
2006/4/24,12.5,16.4,7.5
2006/4/25,9.6,15.4,5.9
2006/4/26,10.2,14.9,3.7
2006/4/27,11.2,15.8,8.6
2006/4/28,12.8,20.5,6.5
2006/4/29,17.3,25.7,7.2
2006/4/30,18.9,24.6,14.5
2006/5/1,18.3,21.1,12.4
