ダウンロードした時刻：2019/10/10 16:08:06

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,8.8,11.8,6.1
2017/12/2,7.4,12.8,3.6
2017/12/3,8.8,14.9,4.8
2017/12/4,7.4,11.2,3.7
2017/12/5,6.0,10.0,2.7
2017/12/6,4.9,10.5,0.2
2017/12/7,5.8,11.9,0.7
2017/12/8,5.5,9.0,2.4
2017/12/9,4.4,9.3,1.3
2017/12/10,7.0,12.7,1.6
2017/12/11,7.4,12.0,2.5
2017/12/12,3.1,6.2,0.4
2017/12/13,3.3,7.0,0.8
2017/12/14,3.9,6.7,1.5
2017/12/15,5.4,9.8,2.8
2017/12/16,6.9,11.5,3.8
2017/12/17,3.5,6.9,1.1
2017/12/18,4.2,9.3,-0.8
2017/12/19,5.0,11.3,1.1
2017/12/20,4.5,10.0,0.5
2017/12/21,4.6,10.8,0.3
2017/12/22,5.0,11.5,0.1
2017/12/23,5.6,11.8,0.8
2017/12/24,8.1,13.6,2.9
2017/12/25,7.9,10.7,5.6
2017/12/26,5.0,7.8,2.6
2017/12/27,3.2,4.3,2.0
2017/12/28,4.0,7.3,1.7
2017/12/29,4.9,6.8,2.6
2017/12/30,5.9,9.6,2.5
2017/12/31,5.6,9.6,2.4
2018/1/1,5.7,10.1,2.6
2018/1/2,6.3,10.1,3.8
2018/1/3,3.4,6.4,1.3
2018/1/4,2.7,7.5,-0.3
2018/1/5,3.3,5.0,1.9
2018/1/6,3.8,7.7,1.5
2018/1/7,4.4,8.3,1.2
2018/1/8,7.0,9.4,3.7
2018/1/9,6.9,10.4,2.4
2018/1/10,3.1,7.1,-0.3
2018/1/11,1.4,4.3,-0.9
2018/1/12,1.5,6.5,-1.8
2018/1/13,1.7,6.8,-2.9
2018/1/14,1.5,3.9,-0.5
2018/1/15,3.4,10.3,-1.8
2018/1/16,7.1,14.1,1.3
2018/1/17,10.3,12.7,8.2
2018/1/18,10.2,14.8,6.7
2018/1/19,7.1,11.4,3.9
2018/1/20,6.2,11.7,2.5
2018/1/21,5.4,11.5,1.4
2018/1/22,3.0,5.2,1.6
2018/1/23,4.6,10.1,0.6
2018/1/24,0.2,4.5,-2.5
2018/1/25,-0.6,3.5,-3.6
2018/1/26,0.3,4.5,-1.7
2018/1/27,0.9,4.6,-1.9
2018/1/28,1.6,3.7,-1.2
2018/1/29,3.4,8.4,0.2
2018/1/30,2.4,6.8,-1.1
2018/1/31,3.1,7.9,-1.4
2018/2/1,2.6,3.7,1.1
2018/2/2,3.7,7.6,0.4
2018/2/3,3.9,8.6,1.3
2018/2/4,2.5,6.2,-0.3
2018/2/5,1.3,5.4,-1.3
2018/2/6,0.4,5.2,-3.3
2018/2/7,1.2,6.9,-3.0
2018/2/8,1.7,7.3,-1.6
2018/2/9,3.2,9.6,-2.4
2018/2/10,4.7,7.0,2.3
2018/2/11,4.2,7.4,-0.4
2018/2/12,1.6,6.0,-1.1
2018/2/13,2.4,5.8,-1.2
2018/2/14,4.3,9.7,-1.9
2018/2/15,6.7,13.4,3.1
2018/2/16,6.1,12.0,0.8
2018/2/17,3.8,8.5,1.0
2018/2/18,2.6,7.4,-0.4
2018/2/19,4.5,9.7,-0.3
2018/2/20,7.0,12.8,1.4
2018/2/21,5.3,8.7,2.1
2018/2/22,5.2,10.3,1.2
2018/2/23,6.1,12.2,1.2
2018/2/24,6.5,13.9,0.8
2018/2/25,6.7,9.9,2.9
2018/2/26,8.3,14.7,4.0
2018/2/27,8.1,15.2,1.7
2018/2/28,9.9,16.3,3.4
2018/3/1,12.3,16.7,8.3
2018/3/2,7.5,12.6,3.7
2018/3/3,9.2,16.5,1.9
2018/3/4,14.3,21.2,8.1
2018/3/5,12.7,15.8,7.5
2018/3/6,7.3,11.2,4.6
2018/3/7,7.2,12.2,1.9
2018/3/8,11.1,13.2,8.6
2018/3/9,7.3,13.0,3.8
2018/3/10,5.1,9.9,1.5
2018/3/11,6.5,15.3,0.3
2018/3/12,8.6,16.5,1.8
2018/3/13,11.9,20.7,3.9
2018/3/14,15.0,23.3,8.2
2018/3/15,16.4,22.5,10.2
2018/3/16,9.8,16.7,5.0
2018/3/17,8.0,14.3,3.7
2018/3/18,11.5,18.7,3.5
2018/3/19,13.2,15.8,11.0
2018/3/20,8.6,11.2,5.7
2018/3/21,7.9,10.9,5.2
2018/3/22,9.6,13.1,6.2
2018/3/23,8.6,15.2,4.0
2018/3/24,9.7,17.4,2.1
2018/3/25,12.2,19.7,5.5
2018/3/26,14.1,22.2,7.1
2018/3/27,15.3,23.4,8.0
2018/3/28,17.0,25.5,10.2
2018/3/29,16.5,25.0,10.3
2018/3/30,12.1,17.6,7.4
2018/3/31,12.8,21.1,4.5
