ダウンロードした時刻：2019/10/10 15:41:01

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,6.2,11.5,1.2
2008/12/2,3.0,7.8,-1.1
2008/12/3,6.2,13.9,1.2
2008/12/4,6.2,13.1,0.8
2008/12/5,9.7,15.9,4.8
2008/12/6,5.5,9.8,1.8
2008/12/7,3.2,8.0,0.3
2008/12/8,5.2,11.3,-1.7
2008/12/9,8.5,14.9,3.6
2008/12/10,10.4,14.9,5.6
2008/12/11,9.5,14.9,2.9
2008/12/12,8.8,11.9,6.7
2008/12/13,5.2,9.2,2.0
2008/12/14,3.8,6.3,1.3
2008/12/15,3.5,8.4,-1.3
2008/12/16,5.3,11.3,2.0
2008/12/17,5.3,9.8,0.0
2008/12/18,7.8,13.6,4.3
2008/12/19,6.1,10.7,1.0
2008/12/20,4.5,13.5,-1.5
2008/12/21,6.1,13.9,-0.3
2008/12/22,4.8,8.1,1.2
2008/12/23,2.8,7.8,-0.3
2008/12/24,3.9,9.3,-0.7
2008/12/25,5.9,12.3,0.5
2008/12/26,-1.8,3.1,-3.2
2008/12/27,0.0,1.6,-2.3
2008/12/28,1.7,4.4,-0.4
2008/12/29,4.8,9.2,0.1
2008/12/30,2.8,7.3,-0.7
2008/12/31,1.7,4.8,-0.9
2009/1/1,2.5,4.9,-0.3
2009/1/2,3.4,6.7,1.0
2009/1/3,3.9,7.8,0.3
2009/1/4,5.0,6.9,1.9
2009/1/5,4.3,8.4,0.1
2009/1/6,2.6,6.3,-1.1
2009/1/7,2.1,7.9,-2.0
2009/1/8,1.7,7.8,-1.7
2009/1/9,0.8,2.6,-0.7
2009/1/10,1.9,5.6,-1.7
2009/1/11,0.0,3.3,-2.3
2009/1/12,0.0,5.4,-3.5
2009/1/13,1.0,4.7,-2.3
2009/1/14,2.3,7.2,-2.6
2009/1/15,0.4,2.1,-1.1
2009/1/16,2.2,6.7,-1.4
2009/1/17,2.2,5.3,-2.0
2009/1/18,2.6,8.4,-4.7
2009/1/19,4.5,8.0,1.1
2009/1/20,3.1,5.7,-0.6
2009/1/21,2.3,7.3,-2.9
2009/1/22,3.4,4.6,1.8
2009/1/23,7.4,12.8,3.9
2009/1/24,1.7,6.0,-0.8
2009/1/25,2.1,8.2,-3.8
2009/1/26,2.8,9.1,-3.0
2009/1/27,3.0,7.6,0.0
2009/1/28,1.8,6.9,-1.1
2009/1/29,4.5,12.7,-3.0
2009/1/30,5.7,7.9,4.2
2009/1/31,2.0,4.4,0.4
2009/2/1,3.2,6.1,1.4
2009/2/2,2.1,5.7,-1.3
2009/2/3,4.8,10.2,-1.4
2009/2/4,2.5,8.4,-2.3
2009/2/5,2.1,9.6,-3.6
2009/2/6,3.4,5.7,0.0
2009/2/7,4.1,9.1,-1.6
2009/2/8,3.5,5.5,1.5
2009/2/9,5.6,9.4,1.6
2009/2/10,5.4,11.9,0.0
2009/2/11,3.3,8.3,-0.7
2009/2/12,5.7,10.5,0.8
2009/2/13,4.8,10.1,-0.7
2009/2/14,11.1,14.4,7.8
2009/2/15,9.7,15.3,3.1
2009/2/16,1.8,8.7,-3.4
2009/2/17,0.1,4.4,-3.7
2009/2/18,0.0,4.7,-4.1
2009/2/19,0.7,4.1,-2.3
2009/2/20,2.3,8.2,-0.3
2009/2/21,0.2,3.1,-2.4
2009/2/22,3.5,11.6,-4.9
2009/2/23,2.8,5.2,0.7
2009/2/24,2.2,7.2,-1.9
2009/2/25,5.9,10.5,2.8
2009/2/26,4.4,8.5,0.2
2009/2/27,1.2,4.0,-1.3
2009/2/28,4.2,10.4,-1.3
2009/3/1,3.0,8.4,-1.0
2009/3/2,2.2,5.1,0.2
2009/3/3,2.2,7.1,-0.5
2009/3/4,3.2,6.2,-0.3
2009/3/5,6.7,12.1,1.5
2009/3/6,5.1,8.2,3.3
2009/3/7,5.0,8.9,2.4
2009/3/8,6.0,11.7,0.0
2009/3/9,7.1,14.6,0.1
2009/3/10,7.0,13.6,2.0
2009/3/11,1.7,6.2,-0.9
2009/3/12,2.7,7.1,-1.1
2009/3/13,5.3,12.9,-1.9
2009/3/14,7.4,12.8,1.3
2009/3/15,6.1,11.0,1.5
2009/3/16,7.9,15.1,0.3
2009/3/17,8.5,15.0,4.6
2009/3/18,11.6,21.7,1.4
2009/3/19,15.5,25.1,6.3
2009/3/20,9.4,15.3,3.4
2009/3/21,7.2,13.3,3.0
2009/3/22,9.7,16.1,2.4
2009/3/23,7.1,15.2,2.6
2009/3/24,6.2,14.4,1.3
2009/3/25,2.4,5.3,0.7
2009/3/26,3.3,7.9,1.1
2009/3/27,3.2,8.5,-1.3
2009/3/28,3.2,8.1,0.3
2009/3/29,3.6,7.6,0.1
2009/3/30,4.3,10.9,-2.8
2009/3/31,6.2,13.4,-0.7
