ダウンロードした時刻：2019/10/10 16:18:57

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,13.0,16.1,10.0
1984/12/2,10.0,12.3,7.1
1984/12/3,10.1,13.9,6.0
1984/12/4,11.1,14.6,8.3
1984/12/5,11.7,14.1,9.8
1984/12/6,11.4,14.8,10.1
1984/12/7,10.0,13.2,7.9
1984/12/8,10.3,13.4,7.4
1984/12/9,12.5,15.0,9.2
1984/12/10,15.6,19.2,12.6
1984/12/11,15.1,16.1,14.5
1984/12/12,14.2,16.0,12.1
1984/12/13,12.6,13.6,10.4
1984/12/14,11.9,13.8,10.6
1984/12/15,9.3,11.5,6.6
1984/12/16,7.4,8.9,5.7
1984/12/17,11.2,13.7,8.8
1984/12/18,8.2,10.1,5.9
1984/12/19,7.0,9.4,5.5
1984/12/20,7.8,10.6,4.8
1984/12/21,8.1,9.8,6.5
1984/12/22,4.0,8.7,1.1
1984/12/23,4.2,5.4,1.0
1984/12/24,2.1,3.9,0.9
1984/12/25,2.4,4.1,0.7
1984/12/26,5.2,6.5,3.5
1984/12/27,6.0,7.6,4.4
1984/12/28,3.8,6.3,2.4
1984/12/29,2.4,3.9,1.3
1984/12/30,3.5,6.1,1.9
1984/12/31,6.0,7.3,5.4
1985/1/1,7.5,10.6,3.0
1985/1/2,6.6,9.7,2.8
1985/1/3,7.0,9.9,4.4
1985/1/4,6.9,8.7,4.2
1985/1/5,5.8,7.5,4.0
1985/1/6,5.2,6.3,4.0
1985/1/7,4.3,6.3,1.9
1985/1/8,4.9,7.5,1.6
1985/1/9,5.4,7.6,2.5
1985/1/10,5.9,7.8,4.5
1985/1/11,5.5,7.2,4.2
1985/1/12,6.5,9.7,4.2
1985/1/13,2.8,6.1,0.1
1985/1/14,0.4,1.8,-1.5
1985/1/15,3.8,7.3,0.0
1985/1/16,6.1,8.9,3.8
1985/1/17,4.3,6.3,2.8
1985/1/18,4.5,6.1,2.7
1985/1/19,6.2,8.8,2.5
1985/1/20,7.9,10.3,6.6
1985/1/21,6.4,10.2,3.1
1985/1/22,6.9,8.9,3.1
1985/1/23,8.7,12.3,5.3
1985/1/24,5.7,7.1,4.3
1985/1/25,4.9,7.3,2.2
1985/1/26,4.6,7.7,1.7
1985/1/27,6.3,9.2,2.4
1985/1/28,4.9,9.9,3.1
1985/1/29,1.6,4.6,-0.6
1985/1/30,0.1,1.9,-1.7
1985/1/31,3.3,6.0,-0.2
1985/2/1,8.0,10.5,5.0
1985/2/2,8.2,9.9,6.7
1985/2/3,10.1,12.9,7.1
1985/2/4,8.6,11.0,5.7
1985/2/5,8.8,10.3,7.4
1985/2/6,9.1,10.4,7.2
1985/2/7,9.5,14.7,5.7
1985/2/8,8.8,9.7,8.1
1985/2/9,10.1,13.1,8.4
1985/2/10,7.3,8.7,4.7
1985/2/11,8.4,10.3,6.6
1985/2/12,8.7,11.8,6.2
1985/2/13,8.1,9.8,6.4
1985/2/14,4.9,7.2,3.3
1985/2/15,6.5,9.5,2.1
1985/2/16,8.2,11.9,5.9
1985/2/17,5.8,8.2,4.7
1985/2/18,5.6,6.4,4.6
1985/2/19,7.6,10.8,6.1
1985/2/20,6.4,8.4,5.1
1985/2/21,2.4,5.1,0.0
1985/2/22,2.7,4.3,1.3
1985/2/23,3.2,4.9,1.1
1985/2/24,2.2,4.5,0.9
1985/2/25,4.4,7.2,0.6
1985/2/26,5.7,7.2,3.8
1985/2/27,5.9,7.1,5.1
1985/2/28,7.3,9.2,5.6
1985/3/1,9.4,11.4,7.9
1985/3/2,8.0,9.1,6.8
1985/3/3,8.8,12.1,6.3
1985/3/4,8.2,11.8,5.2
1985/3/5,7.9,9.5,5.9
1985/3/6,7.9,10.3,5.4
1985/3/7,8.7,11.8,5.5
1985/3/8,11.2,15.6,8.2
1985/3/9,8.3,10.4,5.4
1985/3/10,7.6,10.6,3.2
1985/3/11,6.2,7.7,5.0
1985/3/12,7.9,10.6,6.3
1985/3/13,7.2,8.9,5.3
1985/3/14,7.9,10.0,5.5
1985/3/15,7.8,10.6,6.1
1985/3/16,8.7,12.1,4.7
1985/3/17,11.1,12.2,10.1
1985/3/18,11.6,16.3,7.1
1985/3/19,9.8,11.8,8.1
1985/3/20,7.6,9.7,6.3
1985/3/21,10.3,14.3,5.8
1985/3/22,10.8,15.1,6.4
1985/3/23,11.0,14.8,8.7
1985/3/24,11.7,17.0,7.0
1985/3/25,13.6,17.1,10.9
1985/3/26,14.4,18.7,12.7
1985/3/27,12.3,13.7,11.3
1985/3/28,12.3,15.2,9.6
1985/3/29,11.5,13.7,9.8
1985/3/30,8.1,10.2,7.3
1985/3/31,7.9,10.6,5.0
