ダウンロードした時刻：2019/10/10 15:45:58

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,3.9,10.6,-2.6
1985/12/2,4.6,10.6,0.8
1985/12/3,4.5,9.2,0.6
1985/12/4,4.9,10.6,-1.3
1985/12/5,5.9,11.3,1.1
1985/12/6,3.9,10.4,-1.0
1985/12/7,6.0,9.9,2.7
1985/12/8,4.6,8.4,1.5
1985/12/9,0.9,4.4,-2.6
1985/12/10,-2.5,0.1,-4.3
1985/12/11,-1.9,1.8,-5.8
1985/12/12,-1.5,1.9,-4.2
1985/12/13,0.4,4.8,-4.3
1985/12/14,2.6,7.1,0.0
1985/12/15,-2.0,0.4,-4.1
1985/12/16,-2.6,0.8,-6.0
1985/12/17,-3.5,-1.8,-4.8
1985/12/18,-2.6,2.3,-5.6
1985/12/19,-1.5,3.9,-6.7
1985/12/20,-1.4,0.9,-2.8
1985/12/21,-1.7,0.8,-4.2
1985/12/22,-0.6,2.5,-4.9
1985/12/23,1.5,5.8,-1.3
1985/12/24,-1.8,2.8,-3.7
1985/12/25,-1.5,2.5,-6.9
1985/12/26,0.9,4.1,-0.8
1985/12/27,-0.2,4.5,-2.7
1985/12/28,0.2,4.3,-2.6
1985/12/29,0.4,6.2,-5.6
1985/12/30,5.9,13.1,0.2
1985/12/31,3.4,10.6,-1.3
1986/1/1,0.5,5.8,-3.3
1986/1/2,-1.0,4.5,-3.9
1986/1/3,-1.3,3.1,-6.6
1986/1/4,2.6,5.7,0.9
1986/1/5,-1.6,1.0,-3.6
1986/1/6,-3.5,-1.7,-6.2
1986/1/7,-3.2,3.4,-8.7
1986/1/8,-0.7,6.4,-6.7
1986/1/9,-1.0,0.5,-2.5
1986/1/10,-2.9,0.9,-5.9
1986/1/11,-3.7,0.8,-6.4
1986/1/12,-4.0,1.6,-9.2
1986/1/13,-3.4,2.1,-8.9
1986/1/14,-2.8,1.3,-6.6
1986/1/15,-1.4,3.6,-6.0
1986/1/16,-0.2,6.2,-6.1
1986/1/17,1.1,6.8,-3.7
1986/1/18,-0.4,2.4,-2.9
1986/1/19,-1.6,4.4,-5.7
1986/1/20,-1.2,5.2,-7.3
1986/1/21,-1.0,2.3,-2.6
1986/1/22,-3.9,-1.2,-5.9
1986/1/23,-3.2,1.0,-5.8
1986/1/24,-4.0,-1.4,-6.4
1986/1/25,-4.2,-0.7,-7.7
1986/1/26,-4.3,-2.4,-5.9
1986/1/27,-4.3,-0.9,-6.7
1986/1/28,-3.6,2.2,-9.0
1986/1/29,-1.8,2.8,-5.7
1986/1/30,-0.9,3.3,-5.6
1986/1/31,0.0,3.6,-2.7
1986/2/1,-3.0,0.5,-6.5
1986/2/2,-3.0,3.9,-8.3
1986/2/3,-2.2,1.5,-5.6
1986/2/4,-3.3,1.1,-6.4
1986/2/5,-4.4,1.7,-8.5
1986/2/6,-3.5,1.2,-6.0
1986/2/7,-3.6,1.3,-7.4
1986/2/8,-3.8,2.0,-8.3
1986/2/9,-4.1,1.5,-7.5
1986/2/10,-3.7,0.8,-6.5
1986/2/11,-3.6,1.2,-8.5
1986/2/12,-1.6,2.8,-4.7
1986/2/13,0.0,6.3,-6.9
1986/2/14,3.5,8.5,-0.7
1986/2/15,0.5,6.0,-3.0
1986/2/16,-5.2,-1.2,-7.2
1986/2/17,-3.9,1.6,-10.0
1986/2/18,-2.6,0.3,-6.4
1986/2/19,0.6,5.5,-2.1
1986/2/20,-0.3,3.9,-4.9
1986/2/21,-2.7,1.4,-6.4
1986/2/22,-2.5,4.3,-8.3
1986/2/23,0.0,8.0,-6.5
1986/2/24,-2.7,2.2,-6.1
1986/2/25,-4.2,-1.4,-6.8
1986/2/26,-2.6,3.1,-8.1
1986/2/27,-0.2,7.7,-6.0
1986/2/28,-1.7,3.8,-4.1
1986/3/1,-1.5,3.3,-4.6
1986/3/2,-1.3,4.7,-6.3
1986/3/3,-2.1,3.1,-4.8
1986/3/4,-1.5,4.9,-4.9
1986/3/5,-1.4,2.9,-5.6
1986/3/6,0.8,6.5,-2.7
1986/3/7,2.2,9.6,-4.1
1986/3/8,4.7,12.6,-0.6
1986/3/9,6.1,17.0,-2.0
1986/3/10,6.8,13.3,1.7
1986/3/11,2.3,4.9,0.2
1986/3/12,2.3,6.4,-0.9
1986/3/13,4.0,11.6,-3.2
1986/3/14,3.4,6.9,1.7
1986/3/15,5.9,10.1,2.4
1986/3/16,3.1,10.6,-0.8
1986/3/17,1.6,6.6,-1.4
1986/3/18,2.0,6.2,-2.9
1986/3/19,8.0,12.6,4.1
1986/3/20,2.3,6.0,-0.7
1986/3/21,2.0,5.6,-1.6
1986/3/22,4.0,9.5,0.9
1986/3/23,1.1,3.0,-0.3
1986/3/24,1.4,3.9,-0.3
1986/3/25,0.6,4.7,-2.1
1986/3/26,2.7,11.0,-4.8
1986/3/27,6.2,15.2,-2.8
1986/3/28,5.3,10.5,3.5
1986/3/29,5.6,11.2,2.6
1986/3/30,8.2,18.4,0.0
1986/3/31,4.8,8.5,0.7
