ダウンロードした時刻：2017/07/24 15:38:33

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,2.8,4.3,0.8
1990/1/2,3.4,5.9,0.4
1990/1/3,3.7,5.8,1.6
1990/1/4,4.0,5.5,1.9
1990/1/5,6.0,8.2,2.9
1990/1/6,4.9,8.4,0.9
1990/1/7,2.6,4.1,0.5
1990/1/8,3.7,7.6,0.5
1990/1/9,7.7,11.2,0.6
1990/1/10,10.3,14.3,7.5
1990/1/11,5.5,8.3,2.4
1990/1/12,7.2,11.4,2.7
1990/1/13,1.0,4.7,-2.0
1990/1/14,1.4,4.4,-1.8
1990/1/15,1.2,3.6,-0.9
1990/1/16,1.0,5.6,-1.3
1990/1/17,2.7,4.1,0.8
1990/1/18,7.3,11.0,2.5
1990/1/19,2.9,6.2,0.5
1990/1/20,-1.0,0.5,-3.1
1990/1/21,2.0,5.0,-3.4
1990/1/22,2.4,5.7,-0.2
1990/1/23,-2.0,0.5,-3.9
1990/1/24,-1.6,1.1,-3.3
1990/1/25,-2.8,-1.8,-4.0
1990/1/26,-2.6,-1.3,-4.3
1990/1/27,-1.3,-0.4,-2.7
1990/1/28,-0.5,1.6,-2.0
1990/1/29,2.6,7.5,-2.3
1990/1/30,1.0,7.4,0.2
1990/1/31,0.0,0.9,-0.6
1990/2/1,1.1,2.7,-0.4
1990/2/2,1.7,4.4,-0.8
1990/2/3,4.6,9.1,0.2
1990/2/4,3.2,4.6,2.0
1990/2/5,3.2,5.8,1.6
1990/2/6,4.5,7.6,1.3
1990/2/7,5.5,8.6,1.4
1990/2/8,2.3,5.1,-1.4
1990/2/9,1.7,5.7,-2.4
1990/2/10,6.1,9.0,0.0
1990/2/11,9.3,11.5,7.5
1990/2/12,4.3,8.2,2.2
1990/2/13,3.3,5.5,1.0
1990/2/14,3.5,5.5,1.2
1990/2/15,5.0,6.9,3.0
1990/2/16,5.7,6.8,4.1
1990/2/17,5.7,8.5,2.3
1990/2/18,5.8,8.8,1.4
1990/2/19,11.1,13.6,5.1
1990/2/20,10.4,13.8,8.2
1990/2/21,7.0,8.9,6.0
1990/2/22,7.3,11.5,4.5
1990/2/23,9.3,11.9,5.3
1990/2/24,8.1,10.0,6.7
1990/2/25,6.4,8.2,5.0
1990/2/26,5.9,7.8,3.3
1990/2/27,3.8,5.5,2.7
1990/2/28,3.2,7.6,0.0
1990/3/1,4.7,9.1,-0.3
1990/3/2,6.7,8.9,3.8
1990/3/3,7.5,9.2,6.1
1990/3/4,6.2,7.7,5.0
1990/3/5,5.2,7.3,3.0
1990/3/6,5.8,8.7,3.3
1990/3/7,4.7,8.5,1.5
1990/3/8,3.9,6.2,0.0
1990/3/9,7.5,10.8,3.8
1990/3/10,8.8,12.1,3.0
1990/3/11,9.7,13.1,3.5
1990/3/12,7.3,12.3,1.2
1990/3/13,3.6,5.3,0.5
1990/3/14,5.5,7.6,0.4
1990/3/15,7.6,10.7,5.6
1990/3/16,6.5,8.6,4.2
1990/3/17,6.3,9.6,2.7
1990/3/18,5.5,8.6,1.8
1990/3/19,8.0,9.9,5.4
1990/3/20,8.8,10.6,6.5
1990/3/21,7.1,9.8,4.7
1990/3/22,5.6,10.5,0.6
1990/3/23,9.1,13.5,2.1
1990/3/24,8.3,12.8,6.2
1990/3/25,4.1,6.5,1.7
1990/3/26,4.3,7.6,2.2
1990/3/27,6.4,10.8,1.9
1990/3/28,9.1,13.7,4.0
1990/3/29,9.8,15.1,4.3
1990/3/30,8.9,13.8,3.4
1990/3/31,12.1,17.1,8.4
1990/4/1,10.2,13.4,6.7
1990/4/2,9.8,14.3,5.7
1990/4/3,14.9,21.2,6.1
1990/4/4,10.0,17.4,5.5
1990/4/5,6.3,8.2,3.1
1990/4/6,8.7,11.9,3.6
1990/4/7,12.6,17.8,6.3
1990/4/8,10.3,13.3,7.1
1990/4/9,11.7,14.4,9.8
1990/4/10,12.2,16.2,8.2
1990/4/11,15.3,20.8,7.3
1990/4/12,16.5,19.6,13.1
1990/4/13,14.4,16.4,12.7
1990/4/14,11.7,15.8,8.7
1990/4/15,10.6,13.2,7.6
1990/4/16,8.8,11.1,6.0
1990/4/17,8.1,11.0,5.6
1990/4/18,6.9,10.2,4.3
1990/4/19,8.1,12.1,4.2
1990/4/20,11.5,18.0,5.6
1990/4/21,12.0,15.4,10.1
1990/4/22,14.2,17.2,8.7
1990/4/23,12.1,16.1,10.1
1990/4/24,9.5,11.9,6.8
1990/4/25,11.8,14.6,8.2
1990/4/26,13.9,19.8,8.4
1990/4/27,13.3,16.5,7.8
1990/4/28,15.9,20.6,12.2
1990/4/29,11.4,13.6,9.9
1990/4/30,11.3,13.9,9.2
1990/5/1,9.1,12.2,7.8
