ダウンロードした時刻：2019/10/10 16:13:55

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,9.6,13.0,7.6
1995/12/2,10.3,13.5,7.4
1995/12/3,11.8,14.5,9.1
1995/12/4,10.8,13.6,7.6
1995/12/5,8.8,11.5,7.0
1995/12/6,7.0,10.1,5.6
1995/12/7,8.4,12.6,5.9
1995/12/8,7.7,10.0,5.2
1995/12/9,7.2,10.6,4.2
1995/12/10,9.1,13.4,4.8
1995/12/11,12.4,16.4,7.4
1995/12/12,12.3,15.0,8.9
1995/12/13,10.9,15.1,6.5
1995/12/14,13.8,16.7,9.5
1995/12/15,13.4,15.7,8.8
1995/12/16,9.2,12.3,5.7
1995/12/17,9.4,12.6,6.0
1995/12/18,8.4,11.7,4.8
1995/12/19,9.0,12.5,6.4
1995/12/20,9.7,14.4,6.1
1995/12/21,9.1,11.5,6.4
1995/12/22,8.0,11.3,3.7
1995/12/23,10.6,14.4,6.7
1995/12/24,9.3,15.4,2.8
1995/12/25,2.7,4.8,1.0
1995/12/26,2.9,5.5,0.8
1995/12/27,4.9,8.8,2.3
1995/12/28,6.5,10.8,2.5
1995/12/29,8.1,11.3,5.8
1995/12/30,6.6,10.3,2.5
1995/12/31,7.0,10.4,2.2
1996/1/1,9.3,12.1,6.3
1996/1/2,8.2,12.7,3.9
1996/1/3,11.4,16.6,7.4
1996/1/4,5.7,8.9,3.6
1996/1/5,8.6,12.5,3.6
1996/1/6,11.0,14.7,6.6
1996/1/7,12.2,16.2,8.5
1996/1/8,11.0,16.9,2.8
1996/1/9,2.3,3.9,0.8
1996/1/10,5.6,7.5,2.9
1996/1/11,6.8,10.6,4.1
1996/1/12,7.5,12.9,3.6
1996/1/13,8.7,13.1,4.0
1996/1/14,12.7,15.9,9.0
1996/1/15,17.9,20.0,15.2
1996/1/16,13.4,18.7,7.8
1996/1/17,8.9,12.7,5.6
1996/1/18,7.5,9.3,5.0
1996/1/19,6.5,7.9,4.9
1996/1/20,8.6,13.2,6.3
1996/1/21,9.2,13.4,5.2
1996/1/22,7.5,9.3,6.2
1996/1/23,7.3,9.3,5.1
1996/1/24,5.8,7.8,3.4
1996/1/25,5.2,8.2,2.0
1996/1/26,4.1,7.2,1.7
1996/1/27,4.8,9.5,0.2
1996/1/28,7.0,10.9,3.1
1996/1/29,8.2,11.3,4.9
1996/1/30,5.7,8.8,2.5
1996/1/31,3.9,6.5,1.3
1996/2/1,3.9,5.9,1.7
1996/2/2,1.3,2.8,-1.1
1996/2/3,3.5,7.1,0.3
1996/2/4,6.2,10.5,1.8
1996/2/5,8.5,13.9,3.3
1996/2/6,3.2,5.5,1.8
1996/2/7,4.7,8.6,1.0
1996/2/8,9.3,12.7,5.2
1996/2/9,8.1,12.0,2.2
1996/2/10,3.0,5.9,0.9
1996/2/11,6.1,10.8,0.8
1996/2/12,12.9,15.2,9.6
1996/2/13,14.1,16.6,11.3
1996/2/14,16.6,20.3,12.8
1996/2/15,15.6,20.3,10.3
1996/2/16,10.4,15.1,7.4
1996/2/17,5.6,7.7,4.3
1996/2/18,6.0,8.9,4.2
1996/2/19,5.0,8.4,2.3
1996/2/20,4.1,5.4,2.9
1996/2/21,5.9,10.8,2.2
1996/2/22,5.0,9.8,0.4
1996/2/23,6.4,11.7,2.1
1996/2/24,6.7,10.3,3.5
1996/2/25,7.8,9.8,6.1
1996/2/26,9.7,13.9,6.1
1996/2/27,7.9,11.1,5.1
1996/2/28,7.6,12.1,4.3
1996/2/29,11.2,15.0,5.7
1996/3/1,11.8,16.1,5.7
1996/3/2,6.8,10.2,4.6
1996/3/3,6.7,10.8,3.2
1996/3/4,8.6,12.5,4.7
1996/3/5,5.1,8.8,2.2
1996/3/6,5.6,8.9,1.1
1996/3/7,7.2,9.8,4.8
1996/3/8,11.5,17.4,7.4
1996/3/9,8.2,13.2,5.5
1996/3/10,7.7,11.5,2.9
1996/3/11,8.4,12.4,4.6
1996/3/12,6.1,10.2,2.5
1996/3/13,7.9,10.5,5.0
1996/3/14,11.3,16.2,5.5
1996/3/15,12.6,19.9,9.2
1996/3/16,12.3,15.8,6.8
1996/3/17,17.3,20.3,13.2
1996/3/18,11.7,15.4,6.2
1996/3/19,8.9,13.3,3.7
1996/3/20,9.3,10.9,7.4
1996/3/21,11.5,13.7,9.4
1996/3/22,15.4,21.8,9.8
1996/3/23,10.9,14.8,7.4
1996/3/24,10.2,13.5,7.1
1996/3/25,12.9,16.4,10.4
1996/3/26,12.0,16.0,8.7
1996/3/27,12.6,16.2,10.5
1996/3/28,14.5,18.1,11.8
1996/3/29,12.5,14.2,11.2
1996/3/30,18.4,19.7,12.6
1996/3/31,16.5,19.3,13.3
