ダウンロードした時刻：2019/10/10 16:06:05

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,10.9,16.6,6.6
1982/12/2,10.0,15.8,5.4
1982/12/3,9.1,14.9,4.7
1982/12/4,7.5,15.2,2.5
1982/12/5,10.6,14.3,6.4
1982/12/6,4.4,8.6,2.3
1982/12/7,4.6,9.8,-0.4
1982/12/8,5.7,10.0,2.6
1982/12/9,6.4,13.0,2.0
1982/12/10,8.4,14.7,4.6
1982/12/11,13.0,18.6,6.2
1982/12/12,7.4,11.0,3.0
1982/12/13,5.0,7.3,3.0
1982/12/14,4.7,10.9,0.9
1982/12/15,4.4,11.9,-0.2
1982/12/16,5.2,10.9,-0.1
1982/12/17,6.7,10.8,2.1
1982/12/18,2.8,7.2,-0.7
1982/12/19,3.7,9.4,-1.4
1982/12/20,4.7,12.3,-0.5
1982/12/21,5.0,11.5,-0.4
1982/12/22,8.9,12.5,3.7
1982/12/23,8.2,12.1,4.4
1982/12/24,8.0,13.6,3.5
1982/12/25,6.4,9.6,3.2
1982/12/26,4.9,6.9,3.0
1982/12/27,5.4,9.6,2.5
1982/12/28,4.1,10.7,0.4
1982/12/29,6.3,12.3,-0.4
1982/12/30,6.5,8.8,2.8
1982/12/31,4.5,6.6,2.5
1983/1/1,3.8,6.7,2.8
1983/1/2,3.8,7.9,0.6
1983/1/3,5.4,7.9,2.4
1983/1/4,5.8,10.6,1.7
1983/1/5,8.0,12.4,4.1
1983/1/6,8.6,10.8,5.7
1983/1/7,8.4,12.6,2.5
1983/1/8,8.4,12.5,3.5
1983/1/9,2.1,4.3,0.5
1983/1/10,0.5,1.6,-0.5
1983/1/11,0.5,2.4,-0.6
1983/1/12,2.0,7.4,-0.8
1983/1/13,3.1,8.3,-0.6
1983/1/14,3.0,5.7,0.6
1983/1/15,3.2,6.6,0.6
1983/1/16,4.0,10.1,-0.2
1983/1/17,4.8,9.9,-0.2
1983/1/18,5.9,7.9,4.0
1983/1/19,4.4,7.7,1.3
1983/1/20,0.6,2.8,-1.1
1983/1/21,1.0,6.3,-2.6
1983/1/22,-1.2,-0.2,-2.2
1983/1/23,0.1,3.6,-3.5
1983/1/24,1.8,4.5,-0.2
1983/1/25,2.2,9.2,-0.9
1983/1/26,4.8,10.5,1.0
1983/1/27,3.7,10.6,-0.5
1983/1/28,4.9,13.5,-0.3
1983/1/29,5.2,14.3,-1.2
1983/1/30,6.2,15.5,3.3
1983/1/31,2.9,6.6,-2.1
1983/2/1,5.4,12.7,-2.5
1983/2/2,7.4,8.4,6.0
1983/2/3,5.2,7.6,3.4
1983/2/4,4.2,7.4,-0.3
1983/2/5,3.0,11.4,-2.2
1983/2/6,6.1,13.4,-0.3
1983/2/7,3.6,5.9,0.4
1983/2/8,2.0,6.5,-2.2
1983/2/9,1.9,5.5,-1.9
1983/2/10,1.3,4.5,-0.7
1983/2/11,1.8,7.5,-2.5
1983/2/12,1.0,6.2,-2.0
1983/2/13,-1.5,0.2,-3.1
1983/2/14,0.0,3.6,-2.6
1983/2/15,4.0,10.6,-1.3
1983/2/16,3.1,8.9,-1.2
1983/2/17,2.9,5.2,-0.5
1983/2/18,3.5,8.3,-0.2
1983/2/19,2.2,6.9,-1.7
1983/2/20,1.7,7.6,-2.2
1983/2/21,0.2,3.8,-2.4
1983/2/22,2.2,7.9,-1.2
1983/2/23,4.0,8.8,-1.3
1983/2/24,4.7,9.0,1.6
1983/2/25,3.9,7.2,0.2
1983/2/26,4.1,6.5,1.8
1983/2/27,4.4,8.7,0.1
1983/2/28,3.9,11.8,-2.3
1983/3/1,5.8,13.5,-1.7
1983/3/2,14.1,19.1,7.4
1983/3/3,8.4,13.8,5.7
1983/3/4,5.0,8.3,0.6
1983/3/5,2.5,5.4,0.2
1983/3/6,3.4,9.1,0.0
1983/3/7,1.9,3.9,-0.1
1983/3/8,2.3,6.3,-0.8
1983/3/9,4.5,10.8,-0.6
1983/3/10,5.5,7.0,3.6
1983/3/11,7.4,11.9,2.0
1983/3/12,7.3,12.9,0.4
1983/3/13,7.4,9.9,4.3
1983/3/14,3.0,5.0,0.7
1983/3/15,5.1,11.6,-0.2
1983/3/16,6.0,11.9,1.3
1983/3/17,7.0,12.5,3.1
1983/3/18,1.9,4.7,0.6
1983/3/19,3.8,10.8,-1.7
1983/3/20,9.9,18.0,-0.5
1983/3/21,11.7,15.0,10.3
1983/3/22,11.3,16.1,7.0
1983/3/23,11.8,13.1,6.9
1983/3/24,9.5,12.1,8.3
1983/3/25,7.8,9.9,6.7
1983/3/26,7.1,10.1,2.6
1983/3/27,9.0,13.1,5.6
1983/3/28,8.2,13.1,4.4
1983/3/29,8.1,11.0,3.9
1983/3/30,8.9,11.4,6.3
1983/3/31,9.5,13.8,5.1
