ダウンロードした時刻：2017/07/24 15:43:54

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,2.5,6.4,-0.6
2008/1/2,4.3,8.5,1.2
2008/1/3,5.3,10.9,0.3
2008/1/4,6.1,11.5,2.8
2008/1/5,5.3,10.9,0.8
2008/1/6,5.7,12.4,0.5
2008/1/7,5.6,7.8,3.1
2008/1/8,8.1,13.7,4.0
2008/1/9,8.7,13.9,4.2
2008/1/10,7.1,12.9,2.3
2008/1/11,7.9,12.4,2.6
2008/1/12,8.6,11.2,4.8
2008/1/13,3.8,6.8,2.6
2008/1/14,3.1,5.6,1.4
2008/1/15,4.2,9.9,-0.5
2008/1/16,5.2,10.7,3.0
2008/1/17,2.7,5.8,1.3
2008/1/18,3.3,8.7,0.0
2008/1/19,3.4,8.6,-0.1
2008/1/20,2.5,5.1,1.1
2008/1/21,4.3,7.4,1.7
2008/1/22,4.5,7.5,1.1
2008/1/23,5.4,7.1,3.6
2008/1/24,3.2,6.6,0.4
2008/1/25,1.9,5.7,-0.3
2008/1/26,2.1,6.2,0.5
2008/1/27,2.2,5.8,0.1
2008/1/28,2.4,5.8,-0.4
2008/1/29,4.1,6.0,2.2
2008/1/30,6.2,8.8,4.1
2008/1/31,4.3,8.1,1.7
2008/2/1,3.4,7.1,1.1
2008/2/2,3.1,6.9,1.0
2008/2/3,2.8,5.4,0.6
2008/2/4,4.1,9.8,0.9
2008/2/5,4.1,7.9,1.2
2008/2/6,4.3,8.1,0.5
2008/2/7,3.3,8.0,0.7
2008/2/8,2.8,8.2,0.1
2008/2/9,0.8,2.3,-0.1
2008/2/10,3.9,10.6,0.4
2008/2/11,5.7,12.3,0.1
2008/2/12,4.2,7.2,0.5
2008/2/13,0.2,3.9,-1.9
2008/2/14,2.8,7.0,-1.2
2008/2/15,3.6,8.6,0.4
2008/2/16,2.6,6.6,0.5
2008/2/17,1.5,6.0,-0.1
2008/2/18,2.4,6.6,-0.7
2008/2/19,4.6,10.0,1.3
2008/2/20,5.6,11.7,0.0
2008/2/21,6.4,13.2,1.3
2008/2/22,7.2,14.3,1.3
2008/2/23,4.9,12.1,-1.3
2008/2/24,0.3,4.3,-2.2
2008/2/25,2.0,6.8,-1.4
2008/2/26,4.2,6.5,1.9
2008/2/27,2.8,6.7,0.5
2008/2/28,4.1,9.4,0.8
2008/2/29,5.6,12.2,-0.8
2008/3/1,6.0,10.4,3.5
2008/3/2,6.6,11.9,1.1
2008/3/3,6.4,11.2,4.0
2008/3/4,5.0,9.0,2.0
2008/3/5,3.6,8.4,1.0
2008/3/6,4.7,10.3,-0.6
2008/3/7,5.6,11.7,1.7
2008/3/8,5.4,12.3,0.4
2008/3/9,8.8,16.5,0.2
2008/3/10,10.3,15.3,6.2
2008/3/11,10.6,19.9,3.6
2008/3/12,12.0,19.9,5.3
2008/3/13,13.0,17.0,8.4
2008/3/14,12.4,14.6,9.3
2008/3/15,9.9,16.6,5.6
2008/3/16,10.8,19.2,3.6
2008/3/17,11.4,19.0,5.0
2008/3/18,12.5,20.6,4.0
2008/3/19,12.5,13.9,10.5
2008/3/20,10.6,11.6,9.5
2008/3/21,11.8,16.9,9.0
2008/3/22,12.3,21.6,5.0
2008/3/23,13.4,19.2,8.0
2008/3/24,13.6,19.1,8.1
2008/3/25,12.6,19.2,5.8
2008/3/26,10.8,16.4,6.1
2008/3/27,9.5,15.7,3.5
2008/3/28,9.8,14.8,6.2
2008/3/29,9.0,14.2,5.6
2008/3/30,7.9,11.4,6.0
2008/3/31,8.0,11.8,4.9
2008/4/1,7.5,12.8,4.2
2008/4/2,9.9,16.1,2.9
2008/4/3,11.8,18.3,6.0
2008/4/4,11.0,18.4,4.6
2008/4/5,12.5,20.6,4.7
2008/4/6,13.9,21.7,6.0
2008/4/7,12.7,15.4,10.9
2008/4/8,13.3,16.6,10.8
2008/4/9,14.5,20.7,7.7
2008/4/10,13.4,14.6,12.2
2008/4/11,13.0,14.9,11.7
2008/4/12,13.1,18.2,9.5
2008/4/13,13.6,20.2,7.4
2008/4/14,13.8,18.7,9.4
2008/4/15,14.9,23.2,6.5
2008/4/16,16.3,20.7,11.0
2008/4/17,15.0,17.3,13.9
2008/4/18,14.5,16.2,12.9
2008/4/19,14.5,18.6,12.5
2008/4/20,15.6,21.0,11.8
2008/4/21,16.5,25.4,9.6
2008/4/22,18.1,26.0,10.2
2008/4/23,19.4,26.0,13.3
2008/4/24,14.6,18.5,10.0
2008/4/25,12.9,18.7,8.5
2008/4/26,15.3,22.9,6.6
2008/4/27,16.1,21.3,12.9
2008/4/28,15.5,21.4,11.3
2008/4/29,17.8,25.5,9.5
2008/4/30,20.4,28.4,13.2
2008/5/1,19.8,24.1,15.1
