ダウンロードした時刻：2019/10/10 16:09:48

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,12.8,17.0,9.5
2016/12/2,11.0,15.2,7.6
2016/12/3,10.2,16.0,5.6
2016/12/4,10.2,11.7,8.3
2016/12/5,12.5,17.0,9.3
2016/12/6,10.6,13.8,6.4
2016/12/7,8.8,14.1,4.1
2016/12/8,8.8,13.5,5.0
2016/12/9,10.4,17.0,6.7
2016/12/10,8.7,13.4,4.8
2016/12/11,7.9,13.5,4.4
2016/12/12,7.6,11.0,3.8
2016/12/13,9.7,12.0,8.2
2016/12/14,9.0,12.2,4.8
2016/12/15,5.2,6.8,4.0
2016/12/16,4.6,8.4,1.3
2016/12/17,4.9,10.1,0.4
2016/12/18,6.5,12.4,1.8
2016/12/19,9.5,15.5,4.4
2016/12/20,11.8,15.7,9.6
2016/12/21,12.2,15.0,9.7
2016/12/22,14.0,19.9,10.4
2016/12/23,10.2,12.7,8.0
2016/12/24,9.2,12.7,6.5
2016/12/25,9.5,13.8,6.8
2016/12/26,8.4,9.3,7.0
2016/12/27,10.0,14.5,5.7
2016/12/28,4.9,7.1,3.3
2016/12/29,4.4,8.4,1.4
2016/12/30,6.2,11.1,3.3
2016/12/31,5.5,11.9,0.9
2017/1/1,6.5,12.5,1.8
2017/1/2,6.7,12.9,2.8
2017/1/3,7.9,14.8,3.3
2017/1/4,7.5,14.7,2.1
2017/1/5,7.6,10.7,5.4
2017/1/6,7.5,12.7,4.6
2017/1/7,6.4,9.9,2.4
2017/1/8,8.3,10.5,6.7
2017/1/9,8.4,11.7,6.4
2017/1/10,7.5,14.0,3.7
2017/1/11,5.7,9.8,3.0
2017/1/12,6.3,9.6,2.9
2017/1/13,5.5,7.7,1.5
2017/1/14,1.7,5.2,-1.7
2017/1/15,0.7,3.5,-1.6
2017/1/16,2.2,6.2,-0.6
2017/1/17,3.6,8.4,-0.4
2017/1/18,5.1,11.0,0.9
2017/1/19,6.6,11.9,3.0
2017/1/20,4.0,9.6,1.4
2017/1/21,4.2,8.1,1.3
2017/1/22,4.7,8.6,1.9
2017/1/23,2.3,5.7,0.0
2017/1/24,2.1,6.9,-0.8
2017/1/25,4.1,8.6,1.4
2017/1/26,4.2,9.9,-0.4
2017/1/27,6.4,12.1,1.0
2017/1/28,6.4,12.9,1.5
2017/1/29,5.6,7.3,3.1
2017/1/30,8.1,13.6,5.2
2017/1/31,5.7,10.0,2.8
2017/2/1,5.1,11.2,1.3
2017/2/2,5.9,12.2,1.1
2017/2/3,6.4,13.3,0.8
2017/2/4,7.2,12.5,2.2
2017/2/5,7.7,9.9,6.2
2017/2/6,6.3,10.4,3.8
2017/2/7,5.3,9.5,3.0
2017/2/8,4.7,8.6,0.8
2017/2/9,5.4,10.3,2.4
2017/2/10,2.1,5.3,-0.2
2017/2/11,1.7,6.5,-1.2
2017/2/12,2.9,8.4,-0.5
2017/2/13,4.8,11.7,0.0
2017/2/14,4.1,9.3,1.4
2017/2/15,5.2,10.8,0.2
2017/2/16,7.6,15.0,1.1
2017/2/17,10.3,15.0,6.9
2017/2/18,8.9,14.5,5.8
2017/2/19,7.3,11.3,3.4
2017/2/20,8.7,12.8,5.2
2017/2/21,6.1,10.8,3.3
2017/2/22,4.9,9.8,0.8
2017/2/23,8.9,13.4,5.9
2017/2/24,6.4,10.6,4.0
2017/2/25,5.9,11.3,0.9
2017/2/26,6.5,11.7,1.6
2017/2/27,7.6,14.3,2.9
2017/2/28,6.8,14.7,1.8
2017/3/1,6.8,12.4,2.6
2017/3/2,6.5,10.4,4.1
2017/3/3,7.7,13.1,4.3
2017/3/4,9.2,15.3,4.2
2017/3/5,8.5,12.6,4.6
2017/3/6,8.3,14.3,5.2
2017/3/7,6.0,9.6,2.0
2017/3/8,4.7,8.8,1.6
2017/3/9,6.2,11.7,1.5
2017/3/10,9.2,16.3,3.6
2017/3/11,8.5,16.2,2.1
2017/3/12,9.3,15.9,2.7
2017/3/13,10.4,14.0,7.6
2017/3/14,9.5,14.3,5.7
2017/3/15,7.1,11.7,4.2
2017/3/16,8.4,14.2,3.5
2017/3/17,9.1,15.0,3.0
2017/3/18,9.2,14.1,3.8
2017/3/19,11.1,18.3,4.2
2017/3/20,10.9,17.2,6.2
2017/3/21,9.7,14.0,7.5
2017/3/22,9.3,13.8,4.2
2017/3/23,10.1,14.6,6.7
2017/3/24,9.8,15.2,5.9
2017/3/25,8.6,12.2,5.9
2017/3/26,10.0,15.8,5.9
2017/3/27,9.0,12.3,6.4
2017/3/28,9.0,14.6,4.2
2017/3/29,10.5,13.9,7.1
2017/3/30,13.6,19.5,8.5
2017/3/31,7.9,13.2,4.2
