ダウンロードした時刻：2019/10/10 15:40:07

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,5.3,9.2,1.4
2005/12/2,5.7,10.2,1.4
2005/12/3,2.0,5.3,-0.4
2005/12/4,3.2,7.5,-1.5
2005/12/5,2.5,5.0,0.4
2005/12/6,4.3,6.3,2.0
2005/12/7,3.8,8.4,0.1
2005/12/8,3.3,8.4,-1.0
2005/12/9,4.7,9.9,1.1
2005/12/10,0.9,2.6,-1.0
2005/12/11,0.0,2.9,-1.4
2005/12/12,1.1,5.7,-2.8
2005/12/13,0.2,2.6,-2.0
2005/12/14,0.7,4.3,-1.6
2005/12/15,0.9,4.6,-2.2
2005/12/16,1.9,7.7,-2.2
2005/12/17,3.7,10.3,-1.4
2005/12/18,-1.4,2.0,-3.3
2005/12/19,-0.9,2.2,-3.9
2005/12/20,3.2,6.8,-0.5
2005/12/21,1.5,4.3,-1.0
2005/12/22,1.7,5.7,0.0
2005/12/23,1.4,4.4,-0.8
2005/12/24,1.7,4.6,0.1
2005/12/25,3.2,7.7,-1.7
2005/12/26,-0.2,2.5,-1.7
2005/12/27,-0.1,2.1,-1.7
2005/12/28,-0.5,1.9,-2.7
2005/12/29,-0.1,2.5,-3.5
2005/12/30,0.4,4.2,-3.1
2005/12/31,0.2,3.0,-2.8
2006/1/1,0.3,3.9,-2.8
2006/1/2,1.6,5.1,-0.3
2006/1/3,-0.2,2.2,-2.4
2006/1/4,-0.4,1.5,-2.4
2006/1/5,-0.9,2.2,-4.0
2006/1/6,-1.4,1.2,-5.3
2006/1/7,-1.7,3.4,-5.1
2006/1/8,-2.7,-0.4,-5.2
2006/1/9,-1.1,3.8,-4.8
2006/1/10,-1.2,3.2,-6.0
2006/1/11,0.9,4.4,-2.6
2006/1/12,-0.1,2.6,-3.0
2006/1/13,-0.2,1.7,-3.2
2006/1/14,4.2,7.6,0.8
2006/1/15,4.2,7.0,-0.6
2006/1/16,4.1,9.4,-1.5
2006/1/17,1.4,4.0,-1.6
2006/1/18,0.5,4.3,-3.1
2006/1/19,-1.3,0.9,-3.1
2006/1/20,-0.1,3.2,-3.4
2006/1/21,1.1,6.4,-3.1
2006/1/22,-0.5,3.6,-3.0
2006/1/23,-2.5,0.9,-6.3
2006/1/24,0.7,2.4,-1.3
2006/1/25,2.8,5.8,0.7
2006/1/26,1.6,3.9,-0.2
2006/1/27,2.7,5.7,-0.6
2006/1/28,1.0,4.2,-1.7
2006/1/29,2.1,7.3,-2.3
2006/1/30,4.9,9.7,-0.4
2006/1/31,2.0,5.3,0.5
2006/2/1,-0.2,1.3,-1.3
2006/2/2,0.8,3.7,-3.6
2006/2/3,-3.5,0.1,-6.0
2006/2/4,-3.7,0.6,-7.5
2006/2/5,-2.5,0.8,-5.8
2006/2/6,-0.1,4.0,-4.8
2006/2/7,0.0,1.9,-2.1
2006/2/8,0.7,1.6,-0.3
2006/2/9,-0.4,1.5,-3.2
2006/2/10,3.0,8.2,-3.5
2006/2/11,1.9,4.7,-0.5
2006/2/12,-1.1,0.3,-2.5
2006/2/13,4.4,9.7,-1.9
2006/2/14,8.3,14.0,3.8
2006/2/15,9.2,15.1,4.4
2006/2/16,1.5,5.2,0.6
2006/2/17,0.2,3.3,-2.8
2006/2/18,1.5,6.7,-3.9
2006/2/19,3.7,8.7,-2.1
2006/2/20,4.0,8.0,-0.5
2006/2/21,5.9,9.8,2.5
2006/2/22,6.6,10.9,2.9
2006/2/23,5.6,9.3,0.6
2006/2/24,1.5,3.4,-0.5
2006/2/25,2.9,7.2,-1.9
2006/2/26,5.7,9.9,3.0
2006/2/27,3.1,10.0,-0.2
2006/2/28,2.2,6.4,-1.9
2006/3/1,1.6,3.5,0.1
2006/3/2,4.5,8.1,0.9
2006/3/3,2.6,6.9,-1.0
2006/3/4,2.9,6.2,-2.3
2006/3/5,6.0,11.5,-0.8
2006/3/6,7.7,14.5,2.5
2006/3/7,3.4,6.5,-0.9
2006/3/8,6.0,11.1,1.3
2006/3/9,4.4,8.7,0.8
2006/3/10,5.1,8.8,2.8
2006/3/11,7.5,12.6,1.8
2006/3/12,4.7,10.1,0.6
2006/3/13,-0.3,2.9,-2.6
2006/3/14,0.8,4.7,-2.9
2006/3/15,5.0,11.0,-0.8
2006/3/16,6.2,11.5,1.5
2006/3/17,7.8,11.1,4.3
2006/3/18,6.5,11.0,1.9
2006/3/19,5.4,12.3,0.4
2006/3/20,4.3,8.2,0.3
2006/3/21,6.7,10.8,3.7
2006/3/22,6.7,12.3,2.5
2006/3/23,4.8,8.6,2.1
2006/3/24,6.2,9.9,3.7
2006/3/25,5.7,11.2,0.0
2006/3/26,8.5,16.8,1.6
2006/3/27,7.4,12.3,2.2
2006/3/28,8.0,12.9,2.4
2006/3/29,4.2,7.4,0.2
2006/3/30,2.4,6.2,-0.3
2006/3/31,2.7,5.5,0.3
