ダウンロードした時刻：2019/10/10 15:54:29

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,10.7,16.8,7.0
2015/12/2,11.1,17.8,5.0
2015/12/3,11.5,15.7,8.1
2015/12/4,8.6,11.1,7.1
2015/12/5,9.2,13.5,5.1
2015/12/6,9.1,12.2,6.0
2015/12/7,9.5,14.9,5.6
2015/12/8,9.5,15.8,4.4
2015/12/9,8.5,14.6,3.1
2015/12/10,11.1,15.1,6.5
2015/12/11,17.4,22.6,12.4
2015/12/12,12.6,16.7,9.9
2015/12/13,13.1,17.3,10.7
2015/12/14,11.9,14.0,8.7
2015/12/15,13.7,18.3,11.0
2015/12/16,11.7,15.3,7.9
2015/12/17,7.2,11.2,4.4
2015/12/18,6.1,11.1,2.7
2015/12/19,6.5,11.7,3.0
2015/12/20,7.0,12.8,2.2
2015/12/21,7.9,9.0,7.0
2015/12/22,8.8,14.5,4.6
2015/12/23,7.8,9.5,6.1
2015/12/24,12.1,17.6,8.8
2015/12/25,10.1,14.4,6.2
2015/12/26,8.1,12.3,3.6
2015/12/27,7.3,11.6,3.1
2015/12/28,5.3,10.1,1.4
2015/12/29,5.6,10.6,3.1
2015/12/30,5.1,11.1,0.6
2015/12/31,5.7,11.8,1.3
2016/1/1,6.1,11.8,1.9
2016/1/2,6.3,12.1,0.9
2016/1/3,8.2,14.5,3.0
2016/1/4,9.8,15.7,4.3
2016/1/5,9.1,13.6,4.6
2016/1/6,9.1,12.7,5.7
2016/1/7,8.5,13.0,6.5
2016/1/8,7.0,11.3,2.9
2016/1/9,6.9,11.3,3.3
2016/1/10,6.3,11.8,1.6
2016/1/11,7.3,11.8,3.2
2016/1/12,6.5,10.3,3.1
2016/1/13,5.2,9.8,1.3
2016/1/14,5.8,10.8,2.5
2016/1/15,5.5,10.5,3.0
2016/1/16,5.2,10.7,1.0
2016/1/17,5.1,9.2,0.0
2016/1/18,7.0,11.4,4.5
2016/1/19,3.0,7.3,0.3
2016/1/20,2.3,6.6,-1.1
2016/1/21,3.6,8.1,-0.6
2016/1/22,4.1,9.6,0.6
2016/1/23,1.8,3.9,-0.2
2016/1/24,0.5,3.2,-2.9
2016/1/25,0.1,4.6,-4.8
2016/1/26,3.4,8.5,-1.6
2016/1/27,5.3,10.9,1.0
2016/1/28,6.9,13.2,0.2
2016/1/29,7.0,8.8,5.4
2016/1/30,8.0,11.3,6.2
2016/1/31,7.5,12.4,3.0
2016/2/1,6.8,8.3,4.9
2016/2/2,6.0,12.0,3.1
2016/2/3,4.7,10.5,-0.1
2016/2/4,5.1,10.4,-0.6
2016/2/5,6.7,11.9,1.9
2016/2/6,5.5,10.0,2.3
2016/2/7,4.4,9.5,1.1
2016/2/8,4.1,10.3,-2.1
2016/2/9,4.1,10.4,1.9
2016/2/10,4.0,9.0,0.5
2016/2/11,5.7,12.3,-0.8
2016/2/12,7.3,10.3,3.4
2016/2/13,10.2,15.6,7.5
2016/2/14,15.4,23.5,10.8
2016/2/15,7.4,12.1,2.2
2016/2/16,3.7,8.0,0.8
2016/2/17,4.3,9.9,1.0
2016/2/18,5.1,11.4,-0.5
2016/2/19,8.4,14.9,1.5
2016/2/20,7.2,9.0,5.7
2016/2/21,7.8,11.3,4.3
2016/2/22,7.1,11.1,3.2
2016/2/23,9.2,15.0,5.2
2016/2/24,5.8,10.2,2.2
2016/2/25,4.7,10.7,-0.2
2016/2/26,4.5,10.2,0.4
2016/2/27,6.3,12.3,0.6
2016/2/28,9.4,16.0,3.5
2016/2/29,7.3,12.2,1.2
2016/3/1,2.9,7.4,-0.6
2016/3/2,5.1,10.6,0.7
2016/3/3,7.8,15.5,0.6
2016/3/4,10.7,18.8,3.5
2016/3/5,12.8,18.7,8.9
2016/3/6,15.4,20.8,11.3
2016/3/7,15.5,19.0,13.5
2016/3/8,15.6,22.2,12.0
2016/3/9,10.5,13.0,7.1
2016/3/10,7.8,11.4,4.5
2016/3/11,7.8,14.2,4.4
2016/3/12,6.8,13.5,1.4
2016/3/13,7.9,13.6,2.5
2016/3/14,6.4,7.5,5.4
2016/3/15,7.9,13.6,3.5
2016/3/16,8.0,14.2,1.8
2016/3/17,12.8,22.3,5.0
2016/3/18,13.8,19.8,7.6
2016/3/19,15.3,22.7,11.0
2016/3/20,11.1,16.0,8.2
2016/3/21,9.5,16.0,5.7
2016/3/22,10.3,17.5,3.4
2016/3/23,12.1,18.9,7.1
2016/3/24,9.6,14.5,5.5
2016/3/25,7.3,13.3,3.5
2016/3/26,8.4,15.4,2.3
2016/3/27,10.4,17.5,3.4
2016/3/28,12.2,18.9,8.5
2016/3/29,12.6,19.2,5.7
2016/3/30,14.9,19.8,9.1
2016/3/31,15.5,22.0,9.4
