ダウンロードした時刻：2019/10/10 15:50:45

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,8.2,11.4,5.4
2017/12/2,6.6,11.8,3.6
2017/12/3,6.6,12.8,1.9
2017/12/4,8.1,13.0,3.4
2017/12/5,8.6,14.2,4.7
2017/12/6,5.9,11.5,1.6
2017/12/7,5.5,11.2,1.5
2017/12/8,6.1,12.3,2.6
2017/12/9,5.1,10.2,0.9
2017/12/10,5.4,11.3,1.1
2017/12/11,8.3,17.0,2.2
2017/12/12,4.7,9.3,0.1
2017/12/13,2.7,8.6,-0.8
2017/12/14,3.4,8.5,-1.3
2017/12/15,4.5,10.4,0.7
2017/12/16,6.4,11.8,2.0
2017/12/17,3.5,7.6,-0.7
2017/12/18,2.6,8.3,-1.4
2017/12/19,4.9,14.0,0.1
2017/12/20,3.6,9.4,-0.8
2017/12/21,4.8,11.0,-0.1
2017/12/22,4.9,11.6,0.0
2017/12/23,7.3,14.2,1.8
2017/12/24,6.2,11.0,2.6
2017/12/25,7.5,12.6,3.9
2017/12/26,5.5,12.7,0.8
2017/12/27,1.8,6.2,-1.3
2017/12/28,2.2,7.0,-2.7
2017/12/29,4.7,10.5,0.1
2017/12/30,4.6,10.5,-0.6
2017/12/31,3.1,7.8,0.3
2018/1/1,5.6,11.8,1.1
2018/1/2,4.8,8.2,1.5
2018/1/3,2.3,5.8,-0.6
2018/1/4,2.1,6.7,-2.8
2018/1/5,2.4,6.7,-0.1
2018/1/6,4.0,10.7,-1.9
2018/1/7,4.9,8.5,2.2
2018/1/8,4.4,8.3,0.7
2018/1/9,8.7,16.1,4.4
2018/1/10,5.4,11.0,0.0
2018/1/11,3.4,8.0,-0.4
2018/1/12,1.2,6.3,-3.0
2018/1/13,1.5,7.2,-3.7
2018/1/14,2.5,7.6,-1.9
2018/1/15,2.6,8.3,-2.5
2018/1/16,6.9,12.5,2.7
2018/1/17,6.7,10.2,3.6
2018/1/18,10.2,14.7,6.0
2018/1/19,7.5,12.0,5.0
2018/1/20,6.7,10.3,4.1
2018/1/21,6.0,13.0,1.5
2018/1/22,1.0,3.5,-1.0
2018/1/23,1.7,7.8,-3.8
2018/1/24,-0.8,4.1,-4.1
2018/1/25,-1.6,1.7,-4.7
2018/1/26,-1.5,3.0,-5.4
2018/1/27,0.7,4.9,-4.3
2018/1/28,0.5,4.9,-3.4
2018/1/29,4.0,9.3,-0.7
2018/1/30,1.9,5.9,-0.9
2018/1/31,2.8,9.6,-3.0
2018/2/1,1.4,3.8,0.0
2018/2/2,1.6,3.9,0.1
2018/2/3,3.5,7.9,-0.5
2018/2/4,3.8,10.3,-0.1
2018/2/5,2.2,7.5,-1.7
2018/2/6,0.9,6.4,-4.0
2018/2/7,0.7,8.5,-4.5
2018/2/8,1.6,9.3,-3.5
2018/2/9,2.9,10.1,-3.1
2018/2/10,5.0,10.5,0.3
2018/2/11,6.5,12.0,0.7
2018/2/12,1.7,6.5,-2.9
2018/2/13,2.0,7.8,-2.7
2018/2/14,4.2,11.3,-2.2
2018/2/15,7.0,14.4,3.2
2018/2/16,5.3,9.3,1.3
2018/2/17,3.3,10.7,-1.4
2018/2/18,1.3,6.6,-3.3
2018/2/19,4.3,10.4,-2.2
2018/2/20,6.4,12.8,0.0
2018/2/21,4.6,9.0,1.8
2018/2/22,2.6,7.9,-0.5
2018/2/23,4.8,10.5,0.5
2018/2/24,5.5,14.1,0.0
2018/2/25,4.1,8.3,1.4
2018/2/26,4.8,10.9,-0.2
2018/2/27,5.8,11.3,0.2
2018/2/28,8.7,15.5,2.4
2018/3/1,10.6,18.9,5.1
2018/3/2,6.8,10.2,4.1
2018/3/3,7.4,13.8,0.8
2018/3/4,11.9,20.5,4.1
2018/3/5,11.5,17.6,8.0
2018/3/6,7.0,11.6,2.5
2018/3/7,4.2,8.5,0.4
2018/3/8,5.6,7.6,3.9
2018/3/9,9.4,13.1,6.4
2018/3/10,7.0,11.7,3.1
2018/3/11,6.8,11.9,2.8
2018/3/12,8.2,14.4,3.9
2018/3/13,9.8,17.6,2.2
2018/3/14,15.6,24.5,7.4
2018/3/15,15.3,21.5,9.6
2018/3/16,10.7,15.0,4.4
2018/3/17,6.8,12.6,2.1
2018/3/18,8.7,14.4,1.9
2018/3/19,10.9,14.3,6.5
2018/3/20,7.9,10.2,5.6
2018/3/21,2.8,5.6,0.4
2018/3/22,8.4,15.0,2.1
2018/3/23,10.9,15.4,7.8
2018/3/24,10.3,16.7,4.1
2018/3/25,12.2,19.1,5.0
2018/3/26,14.9,24.0,6.1
2018/3/27,15.9,22.5,9.9
2018/3/28,17.2,24.9,9.5
2018/3/29,17.8,25.3,12.0
2018/3/30,11.5,16.6,7.0
2018/3/31,11.3,18.0,4.4
