ダウンロードした時刻：2019/10/10 16:02:41

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,14.8,17.6,13.0
1981/12/2,9.8,16.4,8.2
1981/12/3,9.1,12.2,6.6
1981/12/4,10.8,16.1,6.5
1981/12/5,13.5,16.6,8.8
1981/12/6,14.4,17.4,11.5
1981/12/7,12.7,17.0,10.2
1981/12/8,12.1,14.9,10.0
1981/12/9,12.1,13.4,9.8
1981/12/10,12.3,14.7,10.8
1981/12/11,12.6,16.3,9.1
1981/12/12,14.0,15.5,12.5
1981/12/13,11.8,14.2,10.4
1981/12/14,8.7,10.8,7.0
1981/12/15,7.8,10.2,5.3
1981/12/16,9.8,12.9,6.2
1981/12/17,11.0,15.0,7.2
1981/12/18,11.0,16.2,7.1
1981/12/19,15.7,19.0,7.9
1981/12/20,12.2,18.8,9.9
1981/12/21,11.9,13.3,10.9
1981/12/22,14.6,16.7,11.9
1981/12/23,16.3,18.9,14.7
1981/12/24,12.5,15.9,8.9
1981/12/25,12.3,15.9,6.9
1981/12/26,14.3,16.8,11.1
1981/12/27,16.3,19.5,13.5
1981/12/28,14.5,18.3,9.6
1981/12/29,15.7,18.6,9.5
1981/12/30,14.7,18.6,10.6
1981/12/31,13.7,16.0,11.7
1982/1/1,12.7,15.0,11.3
1982/1/2,11.2,13.2,10.1
1982/1/3,12.7,15.0,7.5
1982/1/4,16.3,17.6,14.4
1982/1/5,16.2,19.5,12.7
1982/1/6,11.7,13.5,10.2
1982/1/7,9.6,11.3,7.5
1982/1/8,8.7,11.5,6.1
1982/1/9,11.9,14.0,8.8
1982/1/10,10.7,13.7,8.2
1982/1/11,11.4,15.4,7.8
1982/1/12,15.0,18.1,8.7
1982/1/13,12.9,17.1,10.5
1982/1/14,9.5,10.6,8.9
1982/1/15,10.1,12.0,8.7
1982/1/16,10.5,12.9,7.5
1982/1/17,6.6,9.8,3.7
1982/1/18,10.0,14.3,4.5
1982/1/19,7.9,12.5,6.4
1982/1/20,7.8,9.1,5.7
1982/1/21,9.8,12.3,7.1
1982/1/22,12.2,14.6,10.2
1982/1/23,11.5,13.9,8.6
1982/1/24,10.5,13.2,6.4
1982/1/25,10.2,13.5,8.1
1982/1/26,9.5,11.6,7.2
1982/1/27,10.1,12.0,7.7
1982/1/28,9.0,11.3,7.2
1982/1/29,4.6,7.5,3.2
1982/1/30,5.1,6.4,3.5
1982/1/31,8.2,10.6,6.0
1982/2/1,8.9,11.1,7.2
1982/2/2,6.8,8.1,4.8
1982/2/3,9.5,11.4,5.0
1982/2/4,12.4,16.0,10.6
1982/2/5,9.4,12.2,7.4
1982/2/6,8.8,10.1,7.5
1982/2/7,6.0,8.2,5.3
1982/2/8,7.2,10.4,5.4
1982/2/9,7.8,10.5,5.8
1982/2/10,8.9,11.2,7.0
1982/2/11,8.4,10.6,6.7
1982/2/12,9.5,12.1,8.0
1982/2/13,10.1,13.2,6.6
1982/2/14,8.2,10.5,7.0
1982/2/15,8.3,10.6,7.2
1982/2/16,9.6,13.5,7.1
1982/2/17,9.7,11.2,7.4
1982/2/18,9.8,12.9,6.6
1982/2/19,13.4,15.9,8.8
1982/2/20,15.7,17.7,13.7
1982/2/21,14.0,16.3,12.2
1982/2/22,11.0,14.1,9.4
1982/2/23,10.8,14.0,8.6
1982/2/24,9.6,12.7,8.1
1982/2/25,7.7,10.2,6.2
1982/2/26,7.0,8.7,5.6
1982/2/27,9.6,12.0,7.0
1982/2/28,11.7,15.2,8.4
1982/3/1,14.8,18.1,10.9
1982/3/2,10.1,13.4,7.0
1982/3/3,6.2,11.0,2.6
1982/3/4,10.5,13.8,2.4
1982/3/5,15.8,16.6,13.2
1982/3/6,13.1,16.4,11.0
1982/3/7,9.5,12.6,8.5
1982/3/8,10.1,14.3,7.6
1982/3/9,10.6,13.9,8.9
1982/3/10,11.3,14.9,9.0
1982/3/11,12.9,18.0,8.3
1982/3/12,13.8,17.2,8.1
1982/3/13,14.1,15.4,12.4
1982/3/14,13.4,15.4,12.3
1982/3/15,15.7,18.0,12.1
1982/3/16,16.7,18.7,14.5
1982/3/17,15.8,19.1,13.0
1982/3/18,15.4,18.3,12.9
1982/3/19,12.9,15.2,12.0
1982/3/20,12.9,14.8,10.7
1982/3/21,16.5,18.8,13.8
1982/3/22,15.3,18.6,12.5
1982/3/23,17.7,20.9,14.9
1982/3/24,16.3,19.7,11.7
1982/3/25,10.5,12.2,9.2
1982/3/26,10.5,14.8,7.7
1982/3/27,11.6,15.3,8.2
1982/3/28,11.8,14.3,10.0
1982/3/29,11.1,15.0,6.7
1982/3/30,14.6,17.9,6.7
1982/3/31,15.1,18.8,13.2
