É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 16:17:04

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1997/12/1,12.0,15.5,8.2
1997/12/2,7.8,12.0,5.2
1997/12/3,6.3,9.2,4.2
1997/12/4,8.1,13.1,3.9
1997/12/5,8.9,16.8,2.8
1997/12/6,14.0,19.1,6.8
1997/12/7,17.4,21.2,14.6
1997/12/8,15.4,19.4,11.4
1997/12/9,9.8,11.6,8.8
1997/12/10,6.0,9.4,2.6
1997/12/11,7.1,11.7,1.5
1997/12/12,6.8,8.9,5.2
1997/12/13,8.2,12.5,5.2
1997/12/14,7.3,14.2,2.3
1997/12/15,9.1,16.4,3.0
1997/12/16,10.2,14.7,6.2
1997/12/17,11.9,14.3,9.6
1997/12/18,11.8,15.6,6.7
1997/12/19,11.2,17.8,4.8
1997/12/20,13.0,14.7,11.5
1997/12/21,13.4,18.9,9.4
1997/12/22,7.8,9.5,5.4
1997/12/23,9.4,13.2,5.6
1997/12/24,8.3,14.6,4.6
1997/12/25,9.9,15.5,4.9
1997/12/26,12.2,17.7,8.6
1997/12/27,10.5,17.1,5.7
1997/12/28,8.7,15.3,4.3
1997/12/29,8.5,14.4,2.9
1997/12/30,10.5,13.0,8.0
1997/12/31,10.0,13.2,5.2
1998/1/1,7.7,10.5,5.6
1998/1/2,8.0,14.7,4.0
1998/1/3,9.1,16.3,2.3
1998/1/4,10.9,16.7,7.1
1998/1/5,5.9,9.0,3.2
1998/1/6,8.2,11.1,3.2
1998/1/7,8.2,12.6,3.8
1998/1/8,12.0,14.7,8.7
1998/1/9,10.0,14.0,4.1
1998/1/10,6.4,9.1,2.9
1998/1/11,8.2,9.3,6.9
1998/1/12,8.0,12.2,4.7
1998/1/13,7.7,13.8,2.3
1998/1/14,10.1,13.6,7.3
1998/1/15,9.8,13.2,7.5
1998/1/16,9.1,13.2,4.4
1998/1/17,7.4,10.8,2.7
1998/1/18,10.6,14.2,7.3
1998/1/19,3.5,7.9,1.5
1998/1/20,3.8,8.0,0.9
1998/1/21,6.9,10.5,2.7
1998/1/22,6.2,9.4,2.6
1998/1/23,3.9,5.4,2.1
1998/1/24,2.0,5.9,-1.7
1998/1/25,1.2,3.8,-0.8
1998/1/26,5.1,8.6,1.1
1998/1/27,6.4,10.2,2.4
1998/1/28,5.8,10.4,2.9
1998/1/29,5.3,9.5,1.6
1998/1/30,5.4,11.1,0.3
1998/1/31,8.2,11.9,2.8
1998/2/1,4.9,9.3,1.2
1998/2/2,5.8,13.3,-0.5
1998/2/3,7.1,11.9,1.3
1998/2/4,8.8,12.8,5.7
1998/2/5,5.6,11.5,0.1
1998/2/6,5.9,12.4,0.9
1998/2/7,5.6,11.9,0.9
1998/2/8,6.7,9.4,3.8
1998/2/9,6.3,10.1,3.2
1998/2/10,8.4,12.8,3.2
1998/2/11,8.7,16.1,0.1
1998/2/12,16.2,21.8,11.8
1998/2/13,14.0,20.1,9.1
1998/2/14,14.5,21.1,11.4
1998/2/15,10.4,14.0,8.0
1998/2/16,10.2,14.7,4.9
1998/2/17,9.1,13.2,4.6
1998/2/18,5.9,10.1,0.3
1998/2/19,14.7,18.3,5.9
1998/2/20,15.9,17.9,13.9
1998/2/21,13.6,17.3,9.7
1998/2/22,9.9,15.3,6.4
1998/2/23,11.7,15.2,9.1
1998/2/24,13.9,17.7,11.8
1998/2/25,11.7,13.3,10.3
1998/2/26,10.6,15.4,6.5
1998/2/27,9.8,16.1,3.6
1998/2/28,9.2,14.3,5.9
1998/3/1,9.3,12.7,5.9
1998/3/2,7.9,14.1,1.7
1998/3/3,8.6,15.9,2.1
1998/3/4,10.0,15.5,3.7
1998/3/5,8.7,12.2,5.6
1998/3/6,8.8,15.4,2.5
1998/3/7,9.7,14.5,5.7
1998/3/8,7.7,13.4,0.8
1998/3/9,12.2,17.2,8.5
1998/3/10,9.6,12.0,7.8
1998/3/11,14.7,19.0,9.4
1998/3/12,11.8,14.1,8.4
1998/3/13,10.8,16.2,4.8
1998/3/14,11.5,18.3,6.0
1998/3/15,8.4,11.4,4.3
1998/3/16,8.2,14.9,2.6
1998/3/17,9.3,16.9,2.4
1998/3/18,9.8,15.7,4.0
1998/3/19,14.5,18.9,6.6
1998/3/20,12.9,19.9,6.7
1998/3/21,8.9,13.3,5.8
1998/3/22,8.8,12.8,4.3
1998/3/23,8.4,14.8,1.8
1998/3/24,10.2,13.6,7.7
1998/3/25,11.0,15.6,8.1
1998/3/26,11.4,17.5,5.6
1998/3/27,16.4,20.0,11.7
1998/3/28,14.1,18.2,10.5
1998/3/29,13.5,19.8,7.6
1998/3/30,14.7,22.6,8.2
1998/3/31,15.4,22.3,8.7
