ダウンロードした時刻：2017/07/24 15:45:16

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,3.5,8.2,-0.3
1986/1/2,0.9,4.6,-2.1
1986/1/3,0.9,6.1,-4.9
1986/1/4,3.9,6.2,1.9
1986/1/5,-0.4,2.2,-1.9
1986/1/6,-0.5,2.8,-3.6
1986/1/7,1.6,7.8,-2.6
1986/1/8,2.1,7.5,-2.9
1986/1/9,1.2,4.6,-1.2
1986/1/10,0.9,4.9,-1.4
1986/1/11,0.4,5.0,-2.3
1986/1/12,-0.6,5.8,-4.7
1986/1/13,1.6,8.2,-4.1
1986/1/14,3.0,7.0,0.4
1986/1/15,3.6,9.3,-0.8
1986/1/16,6.1,12.0,0.7
1986/1/17,6.0,11.8,1.4
1986/1/18,4.5,9.0,0.7
1986/1/19,4.0,11.9,-2.3
1986/1/20,4.9,11.0,-0.4
1986/1/21,4.6,9.2,1.0
1986/1/22,1.8,6.5,0.2
1986/1/23,3.6,7.5,0.1
1986/1/24,3.1,8.9,-1.0
1986/1/25,1.8,6.2,-0.8
1986/1/26,1.6,5.1,-3.2
1986/1/27,0.6,4.9,-2.2
1986/1/28,2.1,6.6,-2.3
1986/1/29,3.4,8.9,-0.9
1986/1/30,2.8,9.3,-3.0
1986/1/31,4.6,9.4,0.6
1986/2/1,3.5,8.0,0.3
1986/2/2,2.3,8.2,-1.7
1986/2/3,2.6,10.0,-3.3
1986/2/4,1.7,6.9,-1.7
1986/2/5,1.4,6.7,-2.9
1986/2/6,2.1,7.1,-2.0
1986/2/7,1.2,4.3,-1.5
1986/2/8,0.5,5.4,-2.9
1986/2/9,1.2,6.0,-3.2
1986/2/10,0.7,5.8,-2.7
1986/2/11,0.5,3.9,-3.7
1986/2/12,2.9,8.6,-1.1
1986/2/13,4.8,11.9,-3.5
1986/2/14,6.1,7.4,4.1
1986/2/15,4.6,9.9,-0.2
1986/2/16,-0.3,3.5,-2.5
1986/2/17,1.5,7.1,-1.7
1986/2/18,2.3,6.4,-2.3
1986/2/19,4.8,10.1,0.0
1986/2/20,3.2,8.0,-1.8
1986/2/21,2.7,6.9,-0.5
1986/2/22,2.8,9.3,-2.5
1986/2/23,3.7,10.0,-1.1
1986/2/24,0.6,6.1,-2.1
1986/2/25,1.0,5.8,-2.0
1986/2/26,2.8,8.5,-3.1
1986/2/27,3.3,8.7,-0.9
1986/2/28,1.6,6.3,-1.7
1986/3/1,2.5,7.3,-0.8
1986/3/2,1.6,7.6,0.0
1986/3/3,3.2,9.6,-1.7
1986/3/4,3.3,10.0,-0.9
1986/3/5,3.9,11.7,-2.9
1986/3/6,6.2,12.8,0.9
1986/3/7,6.6,16.5,-1.4
1986/3/8,7.3,17.3,-1.1
1986/3/9,10.7,19.3,1.0
1986/3/10,11.7,17.7,8.6
1986/3/11,6.9,8.8,5.3
1986/3/12,6.9,12.9,3.0
1986/3/13,9.0,16.3,0.5
1986/3/14,8.4,10.8,6.5
1986/3/15,13.8,20.1,10.3
1986/3/16,8.8,13.3,3.8
1986/3/17,5.1,10.2,0.0
1986/3/18,4.3,8.3,-1.4
1986/3/19,8.9,11.2,5.4
1986/3/20,5.8,10.5,1.3
1986/3/21,5.3,11.3,1.6
1986/3/22,6.4,12.8,-0.7
1986/3/23,4.0,6.3,0.7
1986/3/24,5.3,10.1,1.5
1986/3/25,5.8,12.9,0.7
1986/3/26,7.2,15.7,-1.7
1986/3/27,10.3,18.2,0.8
1986/3/28,9.6,11.5,8.1
1986/3/29,9.9,15.0,4.5
1986/3/30,9.7,18.9,2.1
1986/3/31,8.7,14.3,2.3
1986/4/1,7.3,15.8,-0.5
1986/4/2,9.6,19.1,0.9
1986/4/3,12.0,20.4,2.5
1986/4/4,12.0,13.9,10.1
1986/4/5,11.3,17.7,4.2
1986/4/6,10.7,18.2,1.6
1986/4/7,6.1,11.6,1.4
1986/4/8,8.8,18.1,-1.3
1986/4/9,13.6,20.5,8.4
1986/4/10,15.3,20.3,11.5
1986/4/11,11.2,15.3,4.1
1986/4/12,8.8,15.2,1.8
1986/4/13,11.0,20.2,1.9
1986/4/14,14.0,23.9,3.6
1986/4/15,13.1,15.3,11.4
1986/4/16,9.4,13.9,2.8
1986/4/17,12.1,21.5,1.0
1986/4/18,14.7,19.9,11.0
1986/4/19,14.7,16.9,11.2
1986/4/20,17.4,22.5,13.5
1986/4/21,17.9,23.4,12.9
1986/4/22,16.4,21.0,12.2
1986/4/23,15.9,23.3,11.0
1986/4/24,16.7,25.5,7.6
1986/4/25,18.0,26.1,10.7
1986/4/26,19.8,28.5,12.7
1986/4/27,19.2,24.7,14.2
1986/4/28,12.8,19.2,9.5
1986/4/29,13.9,22.4,6.9
1986/4/30,15.5,22.9,6.8
1986/5/1,17.6,24.3,12.0
