ダウンロードした時刻：2019/10/10 15:51:59

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,11.5,18.6,6.0
1998/12/2,6.9,10.4,2.6
1998/12/3,3.8,5.8,1.8
1998/12/4,5.2,8.8,0.4
1998/12/5,6.6,9.2,2.8
1998/12/6,8.4,12.8,3.6
1998/12/7,7.0,8.9,5.8
1998/12/8,9.5,11.8,7.9
1998/12/9,7.0,11.7,2.5
1998/12/10,4.3,9.5,0.1
1998/12/11,4.8,10.7,0.0
1998/12/12,4.1,10.2,-1.6
1998/12/13,4.7,12.5,-1.2
1998/12/14,6.3,16.3,-0.7
1998/12/15,8.2,14.5,3.7
1998/12/16,8.1,13.5,2.8
1998/12/17,7.0,16.5,-0.5
1998/12/18,5.0,11.2,-0.9
1998/12/19,6.7,14.2,1.2
1998/12/20,6.3,12.7,1.3
1998/12/21,4.4,10.7,-1.3
1998/12/22,4.1,12.7,-2.3
1998/12/23,6.0,12.3,-0.7
1998/12/24,6.0,10.4,1.5
1998/12/25,3.6,9.9,-2.6
1998/12/26,5.3,13.8,-0.4
1998/12/27,3.5,10.7,-1.8
1998/12/28,4.3,12.4,-1.9
1998/12/29,5.4,14.0,-0.5
1998/12/30,5.5,14.4,0.0
1998/12/31,2.7,8.7,-1.9
1999/1/1,1.1,8.1,-5.1
1999/1/2,1.3,9.3,-5.3
1999/1/3,2.2,8.3,-3.2
1999/1/4,1.6,9.4,-4.8
1999/1/5,1.9,9.0,-3.5
1999/1/6,3.9,11.7,-3.8
1999/1/7,5.4,12.4,1.3
1999/1/8,0.5,6.0,-2.5
1999/1/9,0.3,5.7,-4.1
1999/1/10,1.7,9.3,-3.6
1999/1/11,0.9,7.8,-5.4
1999/1/12,1.6,9.5,-5.6
1999/1/13,1.9,10.4,-5.0
1999/1/14,2.3,11.2,-4.3
1999/1/15,1.9,7.3,-2.7
1999/1/16,4.3,12.4,-3.2
1999/1/17,3.1,9.0,-2.4
1999/1/18,3.7,12.2,-2.6
1999/1/19,4.0,9.5,-2.0
1999/1/20,7.1,15.7,-0.8
1999/1/21,3.6,8.5,-2.0
1999/1/22,2.5,11.4,-5.4
1999/1/23,5.2,13.7,-2.5
1999/1/24,4.9,6.2,3.2
1999/1/25,6.4,9.7,3.8
1999/1/26,7.9,16.1,2.6
1999/1/27,4.7,8.2,0.8
1999/1/28,7.0,16.3,-0.4
1999/1/29,1.9,8.6,-2.3
1999/1/30,0.3,5.7,-3.3
1999/1/31,2.2,11.5,-4.6
1999/2/1,4.5,12.0,-2.6
1999/2/2,3.2,10.1,-2.2
1999/2/3,0.0,5.0,-4.1
1999/2/4,0.2,6.1,-4.2
1999/2/5,1.1,8.1,-5.4
1999/2/6,2.3,9.2,-4.3
1999/2/7,3.0,11.5,-4.7
1999/2/8,5.1,14.3,-3.4
1999/2/9,2.9,9.3,-3.6
1999/2/10,3.8,11.6,-1.9
1999/2/11,2.1,6.5,0.0
1999/2/12,3.4,8.8,-0.2
1999/2/13,1.0,4.8,-1.9
1999/2/14,0.2,8.0,-6.8
1999/2/15,1.5,7.9,-5.6
1999/2/16,5.0,12.7,-2.2
1999/2/17,6.1,15.0,-1.6
1999/2/18,7.1,16.7,0.0
1999/2/19,3.2,7.0,-2.3
1999/2/20,1.4,8.8,-5.5
1999/2/21,2.0,8.8,-2.2
1999/2/22,2.5,10.7,-5.5
1999/2/23,3.9,12.8,-3.7
1999/2/24,3.3,8.0,-1.7
1999/2/25,7.6,13.3,2.6
1999/2/26,5.5,10.7,-1.1
1999/2/27,8.0,15.0,2.3
1999/2/28,4.3,10.9,-0.8
1999/3/1,5.1,12.3,-2.0
1999/3/2,8.0,17.2,-0.9
1999/3/3,6.0,10.0,2.9
1999/3/4,8.4,17.2,-0.2
1999/3/5,10.7,17.5,1.8
1999/3/6,9.8,14.2,5.4
1999/3/7,4.7,6.4,2.6
1999/3/8,7.0,11.5,2.4
1999/3/9,2.8,6.2,0.4
1999/3/10,4.1,8.1,1.2
1999/3/11,3.6,7.6,0.4
1999/3/12,3.7,9.2,-0.1
1999/3/13,4.7,11.0,-2.1
1999/3/14,10.9,19.3,1.9
1999/3/15,11.8,15.5,8.7
1999/3/16,9.5,13.0,7.0
1999/3/17,10.6,16.9,2.4
1999/3/18,15.2,20.9,9.4
1999/3/19,14.0,19.1,7.6
1999/3/20,5.0,7.7,2.2
1999/3/21,3.3,6.4,0.6
1999/3/22,5.7,10.4,0.9
1999/3/23,5.2,11.5,-0.5
1999/3/24,10.3,17.8,2.0
1999/3/25,10.2,13.3,7.1
1999/3/26,13.2,18.4,8.8
1999/3/27,9.9,14.3,5.3
1999/3/28,7.1,10.5,3.6
1999/3/29,4.7,10.1,0.6
1999/3/30,4.4,8.4,-0.6
1999/3/31,7.2,12.7,4.0
