ダウンロードした時刻：2019/10/10 16:13:51

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,16.5,17.2,15.8
1992/12/2,14.4,18.6,8.7
1992/12/3,11.5,15.8,8.0
1992/12/4,11.5,16.0,8.5
1992/12/5,11.5,16.2,7.4
1992/12/6,14.0,17.8,10.9
1992/12/7,18.3,19.5,16.0
1992/12/8,18.4,21.3,13.6
1992/12/9,14.1,17.9,11.6
1992/12/10,14.4,17.2,11.5
1992/12/11,9.9,17.4,5.9
1992/12/12,7.7,10.2,5.2
1992/12/13,12.7,18.6,6.3
1992/12/14,8.4,12.3,5.1
1992/12/15,6.3,9.8,4.1
1992/12/16,8.0,11.4,5.3
1992/12/17,9.3,12.2,7.0
1992/12/18,8.7,11.5,5.6
1992/12/19,8.7,13.4,4.3
1992/12/20,9.9,10.8,8.3
1992/12/21,13.6,17.8,9.9
1992/12/22,12.5,16.4,8.7
1992/12/23,9.0,11.5,4.3
1992/12/24,5.7,7.7,3.8
1992/12/25,5.8,9.8,3.0
1992/12/26,8.5,12.0,5.2
1992/12/27,12.2,14.8,6.8
1992/12/28,16.4,19.9,13.6
1992/12/29,13.5,16.6,8.5
1992/12/30,10.6,14.0,7.8
1992/12/31,9.1,12.2,6.4
1993/1/1,9.3,13.4,5.3
1993/1/2,10.6,13.9,8.2
1993/1/3,12.2,15.7,7.3
1993/1/4,12.0,14.2,10.1
1993/1/5,8.3,11.9,5.4
1993/1/6,9.3,13.3,4.8
1993/1/7,15.4,19.5,9.3
1993/1/8,11.7,16.4,7.9
1993/1/9,10.3,13.4,7.5
1993/1/10,12.4,13.9,10.5
1993/1/11,12.2,13.9,9.5
1993/1/12,10.8,14.1,7.6
1993/1/13,9.9,11.2,8.9
1993/1/14,10.8,12.9,9.5
1993/1/15,12.7,13.2,12.1
1993/1/16,11.7,14.6,9.0
1993/1/17,9.1,13.2,6.2
1993/1/18,8.0,11.9,5.6
1993/1/19,5.4,8.9,3.3
1993/1/20,5.8,8.7,3.5
1993/1/21,5.7,10.1,3.5
1993/1/22,5.9,10.0,1.8
1993/1/23,8.4,11.6,5.5
1993/1/24,8.8,10.2,7.9
1993/1/25,10.2,12.6,8.5
1993/1/26,10.7,15.7,7.2
1993/1/27,8.4,12.3,4.3
1993/1/28,3.7,5.5,2.0
1993/1/29,5.3,9.3,2.6
1993/1/30,7.4,10.6,3.2
1993/1/31,8.6,12.1,5.2
1993/2/1,6.3,12.2,2.0
1993/2/2,3.6,5.7,1.4
1993/2/3,6.1,9.6,1.1
1993/2/4,11.1,14.5,8.8
1993/2/5,11.0,13.9,6.6
1993/2/6,17.4,19.5,13.1
1993/2/7,16.7,21.1,8.1
1993/2/8,6.7,8.7,3.4
1993/2/9,6.2,9.2,3.1
1993/2/10,7.6,11.5,5.1
1993/2/11,8.9,12.5,5.2
1993/2/12,9.5,12.2,7.7
1993/2/13,10.1,13.9,6.1
1993/2/14,8.9,11.7,3.7
1993/2/15,9.6,14.4,2.9
1993/2/16,11.9,16.0,7.1
1993/2/17,15.3,18.5,10.5
1993/2/18,11.4,15.8,8.6
1993/2/19,9.0,13.8,4.4
1993/2/20,7.9,11.8,2.8
1993/2/21,15.1,17.9,11.1
1993/2/22,14.6,17.1,10.8
1993/2/23,5.7,10.9,2.8
1993/2/24,4.4,8.4,2.3
1993/2/25,5.2,9.7,1.5
1993/2/26,7.0,11.2,1.8
1993/2/27,9.6,13.7,5.3
1993/2/28,11.3,14.6,8.4
1993/3/1,7.2,10.2,3.7
1993/3/2,4.7,9.1,1.9
1993/3/3,7.2,11.2,2.1
1993/3/4,9.3,14.0,6.0
1993/3/5,10.7,15.0,5.6
1993/3/6,13.5,17.5,9.4
1993/3/7,14.1,17.7,8.6
1993/3/8,7.5,11.1,5.4
1993/3/9,8.1,11.4,4.3
1993/3/10,10.1,14.6,6.8
1993/3/11,9.7,13.6,5.0
1993/3/12,8.5,13.1,5.1
1993/3/13,8.1,13.6,4.5
1993/3/14,8.9,12.8,3.1
1993/3/15,8.4,10.4,6.8
1993/3/16,7.8,12.5,3.8
1993/3/17,6.3,10.8,2.4
1993/3/18,8.2,12.8,4.2
1993/3/19,8.6,13.4,4.3
1993/3/20,8.2,13.4,4.2
1993/3/21,9.1,13.7,3.9
1993/3/22,10.9,13.2,7.1
1993/3/23,13.5,17.1,8.2
1993/3/24,15.5,19.7,12.9
1993/3/25,16.0,18.3,12.3
1993/3/26,13.1,15.1,11.5
1993/3/27,14.4,18.2,10.8
1993/3/28,11.7,14.7,10.1
1993/3/29,7.8,11.3,4.1
1993/3/30,7.8,12.4,2.2
1993/3/31,12.2,15.0,8.7
