ダウンロードした時刻：2019/10/10 16:22:57

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,9.7,14.7,4.5
1988/12/2,9.7,14.5,5.8
1988/12/3,10.8,14.0,5.5
1988/12/4,9.9,14.1,6.8
1988/12/5,7.7,8.9,5.8
1988/12/6,8.3,14.1,2.0
1988/12/7,14.7,19.0,5.8
1988/12/8,15.9,18.7,13.2
1988/12/9,8.5,13.3,6.5
1988/12/10,8.1,9.5,6.0
1988/12/11,8.5,10.9,5.4
1988/12/12,8.6,15.2,4.0
1988/12/13,9.3,17.0,3.7
1988/12/14,9.7,14.1,6.5
1988/12/15,4.9,7.5,3.2
1988/12/16,3.8,5.6,1.5
1988/12/17,6.5,8.5,3.1
1988/12/18,9.0,12.2,6.4
1988/12/19,11.7,17.4,5.6
1988/12/20,9.8,13.9,4.4
1988/12/21,10.6,12.6,6.4
1988/12/22,8.6,13.9,4.0
1988/12/23,7.9,14.3,2.5
1988/12/24,11.6,16.6,4.5
1988/12/25,8.4,11.9,7.1
1988/12/26,8.0,11.4,2.3
1988/12/27,9.2,10.8,4.2
1988/12/28,7.7,10.2,3.1
1988/12/29,8.7,11.5,1.9
1988/12/30,9.2,12.3,6.8
1988/12/31,10.3,14.0,7.7
1989/1/1,8.0,10.1,4.9
1989/1/2,8.4,12.8,0.6
1989/1/3,10.0,11.5,9.2
1989/1/4,9.8,12.2,5.3
1989/1/5,8.9,13.1,4.9
1989/1/6,12.3,15.6,4.5
1989/1/7,16.8,18.4,14.3
1989/1/8,15.0,17.0,12.4
1989/1/9,14.5,17.9,11.7
1989/1/10,13.4,16.7,10.5
1989/1/11,13.7,17.6,10.8
1989/1/12,11.0,13.4,9.4
1989/1/13,8.0,10.1,7.0
1989/1/14,6.5,7.7,5.0
1989/1/15,7.4,9.2,5.4
1989/1/16,8.4,11.8,5.4
1989/1/17,8.6,14.3,3.0
1989/1/18,15.0,18.6,7.9
1989/1/19,16.0,17.9,13.8
1989/1/20,11.4,14.2,10.1
1989/1/21,10.9,14.0,7.2
1989/1/22,11.2,13.6,9.5
1989/1/23,9.7,11.3,8.4
1989/1/24,7.6,9.4,3.8
1989/1/25,8.1,12.9,4.0
1989/1/26,10.3,13.8,7.9
1989/1/27,3.5,9.2,1.6
1989/1/28,3.9,5.8,1.6
1989/1/29,6.7,9.9,2.5
1989/1/30,6.7,11.5,-0.5
1989/1/31,9.4,13.3,7.5
1989/2/1,6.5,8.2,4.7
1989/2/2,4.1,5.6,2.2
1989/2/3,4.6,8.1,3.2
1989/2/4,6.5,11.9,0.8
1989/2/5,8.2,13.8,2.0
1989/2/6,10.6,14.6,8.0
1989/2/7,10.6,13.8,8.1
1989/2/8,10.8,13.5,8.2
1989/2/9,8.1,9.1,7.5
1989/2/10,6.0,7.5,4.0
1989/2/11,6.4,8.5,5.0
1989/2/12,6.8,10.2,3.6
1989/2/13,7.6,11.4,2.2
1989/2/14,8.6,12.2,3.7
1989/2/15,12.5,16.0,4.6
1989/2/16,16.4,18.9,14.3
1989/2/17,13.0,14.4,11.2
1989/2/18,10.9,12.6,9.5
1989/2/19,9.5,14.0,4.2
1989/2/20,8.9,13.9,3.0
1989/2/21,8.5,10.8,7.4
1989/2/22,9.6,12.8,6.3
1989/2/23,12.1,14.0,7.7
1989/2/24,11.2,13.2,10.0
1989/2/25,10.3,13.5,7.8
1989/2/26,9.5,13.5,5.4
1989/2/27,11.7,15.4,3.5
1989/2/28,15.7,18.7,13.0
1989/3/1,11.9,15.5,9.0
1989/3/2,11.8,14.6,8.9
1989/3/3,17.5,20.8,10.4
1989/3/4,11.6,17.8,9.9
1989/3/5,7.4,11.0,6.3
1989/3/6,5.9,7.8,4.6
1989/3/7,4.1,5.8,2.0
1989/3/8,4.8,8.2,2.5
1989/3/9,6.0,10.0,1.7
1989/3/10,7.1,13.2,0.9
1989/3/11,8.6,14.9,1.5
1989/3/12,13.4,17.7,5.9
1989/3/13,14.3,16.6,11.6
1989/3/14,13.0,15.7,8.3
1989/3/15,10.2,13.6,5.4
1989/3/16,11.4,17.6,4.1
1989/3/17,10.0,13.3,8.0
1989/3/18,10.2,13.0,6.7
1989/3/19,12.0,14.7,8.9
1989/3/20,12.2,15.2,10.0
1989/3/21,11.9,15.6,8.6
1989/3/22,10.3,15.4,4.1
1989/3/23,11.7,13.9,9.4
1989/3/24,13.0,15.0,11.1
1989/3/25,11.6,14.7,9.6
1989/3/26,11.0,14.4,8.2
1989/3/27,11.4,15.3,8.0
1989/3/28,10.8,13.2,7.9
1989/3/29,11.1,15.2,5.0
1989/3/30,12.8,17.1,3.8
1989/3/31,15.4,19.8,10.9
