ダウンロードした時刻：2019/10/10 16:25:55

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,12.7,15.7,9.9
1997/12/2,9.4,13.3,4.6
1997/12/3,5.2,8.7,1.7
1997/12/4,7.1,13.6,0.2
1997/12/5,10.9,17.6,4.7
1997/12/6,13.5,18.8,8.3
1997/12/7,15.8,18.8,13.1
1997/12/8,15.4,19.1,10.6
1997/12/9,9.1,13.0,6.2
1997/12/10,6.6,11.6,1.8
1997/12/11,6.0,12.4,-0.7
1997/12/12,7.2,10.5,3.8
1997/12/13,7.3,11.6,3.5
1997/12/14,7.1,14.0,1.2
1997/12/15,10.4,18.8,4.1
1997/12/16,11.1,15.7,6.8
1997/12/17,13.2,16.2,10.9
1997/12/18,13.1,17.1,7.7
1997/12/19,11.6,17.8,5.0
1997/12/20,13.3,15.0,11.4
1997/12/21,14.6,18.7,11.5
1997/12/22,10.6,12.6,9.5
1997/12/23,10.5,12.3,6.8
1997/12/24,9.7,14.3,6.4
1997/12/25,9.1,15.2,2.5
1997/12/26,11.2,17.4,5.9
1997/12/27,11.7,19.2,6.6
1997/12/28,11.2,16.7,6.5
1997/12/29,9.9,14.2,6.0
1997/12/30,11.3,15.3,7.2
1997/12/31,10.0,16.0,6.4
1998/1/1,8.6,12.4,6.1
1998/1/2,8.6,15.1,3.6
1998/1/3,10.2,17.5,2.7
1998/1/4,12.6,16.9,8.0
1998/1/5,8.2,12.7,5.2
1998/1/6,9.3,14.1,5.6
1998/1/7,8.0,13.7,1.6
1998/1/8,12.9,20.6,8.9
1998/1/9,11.3,15.0,6.6
1998/1/10,9.1,12.0,6.4
1998/1/11,10.2,11.1,9.1
1998/1/12,10.3,15.5,6.1
1998/1/13,8.2,13.0,2.3
1998/1/14,11.5,15.1,7.8
1998/1/15,11.8,14.4,8.9
1998/1/16,9.4,14.8,4.1
1998/1/17,8.3,11.3,4.2
1998/1/18,11.9,17.7,6.4
1998/1/19,4.4,7.8,0.3
1998/1/20,4.6,10.6,-1.1
1998/1/21,8.0,13.1,4.4
1998/1/22,5.8,10.4,3.0
1998/1/23,3.6,4.6,2.0
1998/1/24,2.5,7.2,-0.9
1998/1/25,1.8,7.5,-3.7
1998/1/26,5.2,11.7,0.0
1998/1/27,6.7,13.2,1.0
1998/1/28,6.6,11.6,3.9
1998/1/29,5.7,11.2,0.7
1998/1/30,6.8,13.9,0.2
1998/1/31,9.1,15.4,3.9
1998/2/1,6.0,7.4,3.9
1998/2/2,8.0,14.1,1.6
1998/2/3,9.0,14.0,4.2
1998/2/4,10.0,14.1,7.5
1998/2/5,7.0,12.8,2.1
1998/2/6,7.3,13.8,1.0
1998/2/7,8.5,14.2,3.5
1998/2/8,8.2,11.6,5.0
1998/2/9,8.6,15.1,2.9
1998/2/10,11.4,16.7,4.8
1998/2/11,9.0,16.3,0.8
1998/2/12,16.2,25.1,8.6
1998/2/13,17.4,23.0,13.1
1998/2/14,18.5,25.0,14.4
1998/2/15,13.1,16.4,8.9
1998/2/16,10.7,14.9,6.2
1998/2/17,11.3,14.8,8.7
1998/2/18,10.0,12.3,6.8
1998/2/19,15.4,17.6,11.7
1998/2/20,18.1,22.3,16.3
1998/2/21,14.0,16.7,10.8
1998/2/22,11.6,14.0,9.7
1998/2/23,13.2,16.0,10.7
1998/2/24,14.6,17.5,12.9
1998/2/25,12.7,16.8,9.9
1998/2/26,11.6,16.7,6.4
1998/2/27,11.8,17.1,5.9
1998/2/28,11.1,15.2,7.6
1998/3/1,10.6,17.1,5.6
1998/3/2,8.7,15.5,1.6
1998/3/3,10.8,16.7,4.5
1998/3/4,10.5,14.7,7.0
1998/3/5,10.0,14.9,7.0
1998/3/6,11.2,19.1,3.1
1998/3/7,12.4,16.4,8.6
1998/3/8,9.4,12.1,4.9
1998/3/9,11.7,13.9,9.5
1998/3/10,9.9,12.1,8.6
1998/3/11,14.9,20.0,10.6
1998/3/12,13.0,16.1,9.1
1998/3/13,12.0,17.7,7.4
1998/3/14,12.8,19.9,6.9
1998/3/15,11.0,15.1,7.4
1998/3/16,11.1,17.1,6.8
1998/3/17,10.7,16.2,4.3
1998/3/18,10.7,17.6,3.3
1998/3/19,13.8,19.0,5.8
1998/3/20,13.3,19.0,8.1
1998/3/21,9.5,13.2,7.9
1998/3/22,10.6,16.3,6.6
1998/3/23,9.2,13.3,3.8
1998/3/24,10.9,12.3,9.6
1998/3/25,11.0,13.9,8.6
1998/3/26,11.8,16.3,7.9
1998/3/27,17.3,24.1,11.5
1998/3/28,15.6,17.8,12.0
1998/3/29,15.2,21.2,9.5
1998/3/30,16.2,22.9,9.6
1998/3/31,19.0,24.2,13.7
