ダウンロードした時刻：2019/10/10 15:40:16

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,2.4,5.0,-0.3
2012/12/2,2.5,5.2,-1.5
2012/12/3,4.3,8.7,-2.1
2012/12/4,7.6,10.3,5.0
2012/12/5,5.5,9.9,2.2
2012/12/6,5.1,10.7,1.6
2012/12/7,4.0,7.9,-0.1
2012/12/8,2.7,9.4,-0.6
2012/12/9,-0.5,0.7,-1.3
2012/12/10,2.2,5.2,-2.0
2012/12/11,3.6,7.6,0.7
2012/12/12,3.0,6.5,-0.8
2012/12/13,3.4,7.5,0.5
2012/12/14,6.3,11.8,0.4
2012/12/15,5.6,6.4,4.0
2012/12/16,9.5,13.8,3.8
2012/12/17,5.9,8.1,1.6
2012/12/18,5.3,9.8,1.6
2012/12/19,1.4,3.4,-0.1
2012/12/20,2.1,5.4,-1.7
2012/12/21,3.2,5.5,0.2
2012/12/22,2.0,5.3,0.3
2012/12/23,2.3,6.9,-1.2
2012/12/24,-0.5,2.7,-3.0
2012/12/25,0.9,5.8,-3.4
2012/12/26,-1.9,0.6,-2.9
2012/12/27,0.4,3.4,-3.0
2012/12/28,3.0,6.5,-1.0
2012/12/29,2.9,5.2,-0.2
2012/12/30,4.9,7.4,3.7
2012/12/31,3.6,7.6,-0.9
2013/1/1,0.6,5.3,-2.8
2013/1/2,3.2,8.2,-2.4
2013/1/3,-1.2,1.5,-2.7
2013/1/4,-1.4,0.9,-3.9
2013/1/5,0.1,4.5,-3.5
2013/1/6,1.0,4.8,-2.9
2013/1/7,0.9,3.8,-2.6
2013/1/8,0.9,5.7,-1.4
2013/1/9,-1.5,0.3,-3.9
2013/1/10,-1.2,2.0,-3.8
2013/1/11,-0.2,3.0,-4.2
2013/1/12,1.6,7.0,-3.9
2013/1/13,3.3,7.9,-0.5
2013/1/14,0.2,2.2,-1.3
2013/1/15,-0.2,1.7,-2.7
2013/1/16,-0.8,3.0,-5.8
2013/1/17,-0.9,2.3,-3.6
2013/1/18,-2.8,0.2,-5.8
2013/1/19,0.4,5.1,-5.5
2013/1/20,1.7,5.5,-1.9
2013/1/21,2.2,5.5,-1.6
2013/1/22,1.6,3.0,-0.4
2013/1/23,1.5,4.8,-1.8
2013/1/24,2.8,6.0,-0.6
2013/1/25,0.7,6.5,-3.8
2013/1/26,-2.5,0.3,-3.9
2013/1/27,1.5,4.5,-1.3
2013/1/28,1.3,6.5,-2.4
2013/1/29,2.9,5.8,-0.2
2013/1/30,2.4,4.6,0.1
2013/1/31,2.5,8.0,-2.1
2013/2/1,2.8,7.9,-2.5
2013/2/2,7.0,12.9,2.2
2013/2/3,2.0,4.5,-0.3
2013/2/4,2.2,6.6,-0.1
2013/2/5,2.7,5.1,0.7
2013/2/6,0.1,1.1,-1.2
2013/2/7,3.8,9.8,0.3
2013/2/8,-0.7,3.3,-2.2
2013/2/9,0.6,4.1,-2.1
2013/2/10,0.6,5.3,-3.6
2013/2/11,-0.2,2.3,-1.7
2013/2/12,1.0,3.6,-2.6
2013/2/13,2.8,7.1,-0.9
2013/2/14,3.3,6.7,1.1
2013/2/15,2.0,4.0,0.2
2013/2/16,-2.4,1.8,-4.6
2013/2/17,-0.6,3.4,-5.8
2013/2/18,1.7,5.8,-2.0
2013/2/19,1.6,4.8,-2.2
2013/2/20,-1.0,4.6,-3.7
2013/2/21,-1.5,2.0,-4.1
2013/2/22,1.0,5.7,-3.6
2013/2/23,-0.5,3.0,-3.9
2013/2/24,-3.2,-0.6,-5.0
2013/2/25,-2.4,0.5,-5.0
2013/2/26,-0.7,4.6,-5.7
2013/2/27,1.9,7.3,-3.2
2013/2/28,6.0,12.1,0.1
2013/3/1,5.4,10.6,2.0
2013/3/2,2.9,7.4,0.3
2013/3/3,2.3,4.6,0.0
2013/3/4,3.3,8.2,-1.1
2013/3/5,3.8,9.3,-1.3
2013/3/6,6.9,14.1,-0.6
2013/3/7,7.9,14.1,0.3
2013/3/8,12.2,16.2,6.9
2013/3/9,7.7,12.8,4.0
2013/3/10,5.1,15.5,-1.5
2013/3/11,0.7,5.1,-3.1
2013/3/12,4.9,11.5,-3.2
2013/3/13,8.6,14.1,2.9
2013/3/14,3.0,7.3,0.5
2013/3/15,4.1,9.1,-1.8
2013/3/16,6.3,15.9,0.1
2013/3/17,6.9,12.9,-0.2
2013/3/18,8.7,11.9,5.8
2013/3/19,12.0,18.5,6.7
2013/3/20,8.9,12.5,5.4
2013/3/21,3.4,10.9,0.5
2013/3/22,5.9,11.8,-0.7
2013/3/23,6.2,10.6,2.1
2013/3/24,2.6,4.9,-0.4
2013/3/25,4.4,9.3,0.8
2013/3/26,3.9,8.8,-0.5
2013/3/27,4.9,10.5,-0.5
2013/3/28,10.1,16.0,5.4
2013/3/29,8.7,11.5,4.7
2013/3/30,6.0,11.7,2.9
2013/3/31,2.3,4.4,0.8
