ダウンロードした時刻：2019/10/10 16:20:21

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,14.1,17.0,10.3
1982/12/2,14.6,18.4,8.8
1982/12/3,12.9,17.0,8.6
1982/12/4,12.0,17.4,7.3
1982/12/5,10.9,14.9,6.8
1982/12/6,6.6,8.8,4.0
1982/12/7,7.2,8.9,4.3
1982/12/8,7.3,11.4,2.4
1982/12/9,10.5,14.6,7.0
1982/12/10,13.2,18.1,7.8
1982/12/11,14.4,19.1,9.5
1982/12/12,6.4,9.5,5.1
1982/12/13,6.1,7.6,4.5
1982/12/14,7.3,9.5,5.9
1982/12/15,7.4,9.7,5.6
1982/12/16,7.4,10.1,4.0
1982/12/17,7.2,9.0,4.7
1982/12/18,4.7,6.8,2.6
1982/12/19,5.7,9.1,3.6
1982/12/20,7.2,12.3,3.0
1982/12/21,9.4,11.5,5.1
1982/12/22,12.0,15.6,9.2
1982/12/23,11.1,12.7,8.9
1982/12/24,9.6,14.3,4.6
1982/12/25,10.1,12.5,8.0
1982/12/26,7.3,8.7,5.9
1982/12/27,6.9,9.7,3.8
1982/12/28,5.8,10.2,1.6
1982/12/29,10.6,15.2,4.6
1982/12/30,10.1,13.5,5.4
1982/12/31,6.4,11.4,2.7
1983/1/1,6.6,11.8,3.2
1983/1/2,7.8,10.9,4.1
1983/1/3,8.1,11.9,3.9
1983/1/4,8.9,11.7,3.5
1983/1/5,13.0,17.3,8.8
1983/1/6,12.4,14.8,10.4
1983/1/7,12.9,16.9,9.6
1983/1/8,7.0,12.2,3.6
1983/1/9,3.4,6.1,1.5
1983/1/10,3.0,5.1,0.2
1983/1/11,4.0,8.2,-0.9
1983/1/12,5.9,8.0,3.4
1983/1/13,6.3,7.7,4.4
1983/1/14,5.0,9.3,0.8
1983/1/15,6.7,11.3,2.6
1983/1/16,7.2,12.8,3.2
1983/1/17,8.1,10.1,4.9
1983/1/18,8.7,15.7,4.9
1983/1/19,5.4,7.3,3.9
1983/1/20,2.4,4.2,0.4
1983/1/21,2.4,3.6,1.0
1983/1/22,1.0,3.6,-1.6
1983/1/23,3.3,6.7,-2.3
1983/1/24,6.7,10.3,3.1
1983/1/25,5.7,11.1,1.4
1983/1/26,6.9,12.3,2.4
1983/1/27,7.1,13.0,1.7
1983/1/28,7.9,13.2,3.8
1983/1/29,10.4,14.8,4.2
1983/1/30,11.7,15.8,6.5
1983/1/31,7.6,12.7,4.3
1983/2/1,11.5,16.3,5.4
1983/2/2,12.3,16.5,9.2
1983/2/3,8.6,11.6,6.1
1983/2/4,7.5,12.1,2.6
1983/2/5,8.7,11.9,6.1
1983/2/6,11.0,14.3,6.2
1983/2/7,7.7,11.4,6.2
1983/2/8,6.9,9.3,4.0
1983/2/9,7.6,12.1,3.4
1983/2/10,4.3,6.8,2.4
1983/2/11,5.2,10.1,0.9
1983/2/12,3.8,6.3,2.3
1983/2/13,1.8,4.7,-0.9
1983/2/14,4.5,9.7,-1.4
1983/2/15,8.6,12.1,4.9
1983/2/16,8.3,13.8,2.2
1983/2/17,9.2,12.2,6.8
1983/2/18,2.8,9.1,-0.1
1983/2/19,2.9,4.5,0.0
1983/2/20,2.3,4.2,0.3
1983/2/21,2.3,7.4,-2.1
1983/2/22,4.3,9.5,-0.7
1983/2/23,5.6,7.5,2.0
1983/2/24,8.2,10.2,5.9
1983/2/25,6.9,11.6,3.6
1983/2/26,6.9,12.4,2.2
1983/2/27,8.1,14.6,1.7
1983/2/28,10.0,16.9,3.9
1983/3/1,15.0,19.5,10.1
1983/3/2,15.4,19.8,11.2
1983/3/3,10.0,11.8,8.6
1983/3/4,8.8,12.0,6.7
1983/3/5,5.7,8.6,3.7
1983/3/6,7.7,10.6,4.1
1983/3/7,7.3,11.4,3.3
1983/3/8,5.9,9.0,3.4
1983/3/9,6.5,10.8,1.7
1983/3/10,9.4,13.7,6.7
1983/3/11,9.7,15.4,4.9
1983/3/12,9.7,10.5,6.9
1983/3/13,9.6,12.7,6.2
1983/3/14,7.1,10.0,5.0
1983/3/15,8.9,14.3,3.3
1983/3/16,9.9,11.3,8.4
1983/3/17,7.7,12.4,5.8
1983/3/18,7.4,11.4,4.7
1983/3/19,10.0,14.8,3.8
1983/3/20,14.3,17.2,10.8
1983/3/21,16.1,19.5,14.0
1983/3/22,16.2,19.6,12.3
1983/3/23,15.9,19.3,11.7
1983/3/24,11.5,13.5,9.1
1983/3/25,10.3,14.2,6.6
1983/3/26,9.9,13.6,8.9
1983/3/27,11.9,17.4,8.2
1983/3/28,13.8,17.9,11.0
1983/3/29,14.1,18.6,10.8
1983/3/30,12.2,14.0,10.4
1983/3/31,11.9,14.2,10.4
