ダウンロードした時刻：2017/07/24 15:36:55

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,-2.2,-0.6,-5.4
2015/1/2,-2.3,-1.4,-3.9
2015/1/3,-1.6,1.9,-3.7
2015/1/4,0.3,2.2,-0.7
2015/1/5,1.3,4.6,-0.7
2015/1/6,0.3,3.0,-2.3
2015/1/7,-2.3,-0.3,-3.2
2015/1/8,-0.3,1.2,-2.4
2015/1/9,-0.5,0.7,-1.9
2015/1/10,-0.4,1.6,-1.3
2015/1/11,-0.6,1.1,-3.1
2015/1/12,-0.1,3.1,-5.1
2015/1/13,2.4,5.0,0.3
2015/1/14,2.7,6.3,-1.4
2015/1/15,-0.2,2.1,-2.6
2015/1/16,2.3,4.1,0.5
2015/1/17,-0.8,3.0,-4.7
2015/1/18,-2.3,-0.2,-7.2
2015/1/19,-3.2,1.3,-9.1
2015/1/20,-1.0,1.0,-3.3
2015/1/21,-2.8,0.7,-9.0
2015/1/22,-1.3,0.6,-4.8
2015/1/23,1.4,4.5,-0.3
2015/1/24,1.0,3.9,-2.2
2015/1/25,0.3,5.1,-2.6
2015/1/26,0.4,3.9,-3.0
2015/1/27,1.9,5.0,0.0
2015/1/28,-2.3,0.0,-4.5
2015/1/29,-1.6,0.9,-3.5
2015/1/30,-2.5,-1.0,-4.8
2015/1/31,0.5,4.9,-3.9
2015/2/1,-1.3,0.7,-3.1
2015/2/2,-1.0,1.9,-3.0
2015/2/3,0.2,2.0,-1.7
2015/2/4,0.0,3.6,-2.2
2015/2/5,-0.7,4.3,-4.1
2015/2/6,0.1,4.8,-4.2
2015/2/7,1.4,5.3,-1.7
2015/2/8,-0.6,4.3,-6.1
2015/2/9,-4.5,-1.0,-5.9
2015/2/10,-3.0,0.2,-5.8
2015/2/11,0.1,1.6,-2.4
2015/2/12,1.2,2.7,0.2
2015/2/13,-0.2,2.2,-2.4
2015/2/14,-0.6,1.8,-2.8
2015/2/15,0.3,1.8,-1.6
2015/2/16,2.2,4.4,0.8
2015/2/17,1.5,5.1,-4.0
2015/2/18,2.0,4.2,0.3
2015/2/19,1.3,3.5,0.1
2015/2/20,0.8,6.7,-3.6
2015/2/21,1.4,7.1,-3.6
2015/2/22,3.2,8.7,-1.7
2015/2/23,5.3,9.0,2.1
2015/2/24,3.4,6.3,-0.4
2015/2/25,1.2,6.2,-4.1
2015/2/26,0.2,5.0,-6.6
2015/2/27,2.2,4.8,-0.3
2015/2/28,2.0,5.2,-1.6
2015/3/1,1.2,4.6,-2.4
2015/3/2,2.6,5.7,0.5
2015/3/3,2.9,6.1,-2.6
2015/3/4,3.4,9.8,0.5
2015/3/5,2.1,3.8,0.8
2015/3/6,2.9,6.5,0.4
2015/3/7,3.7,7.8,0.0
2015/3/8,4.2,9.8,-1.7
2015/3/9,6.2,9.5,2.9
2015/3/10,2.1,5.7,-2.5
2015/3/11,-1.0,1.6,-2.8
2015/3/12,-0.2,2.0,-1.7
2015/3/13,1.1,4.5,-4.2
2015/3/14,1.6,5.1,-1.9
2015/3/15,3.3,9.0,-0.2
2015/3/16,4.2,12.4,-3.0
2015/3/17,4.7,13.2,-3.1
2015/3/18,6.9,12.8,0.7
2015/3/19,4.5,7.5,2.8
2015/3/20,4.9,11.1,0.2
2015/3/21,3.2,10.4,-2.2
2015/3/22,5.0,11.9,-2.9
2015/3/23,1.8,6.2,-1.6
2015/3/24,1.0,4.5,-1.3
2015/3/25,3.4,6.9,1.0
2015/3/26,5.2,9.2,1.6
2015/3/27,6.9,14.6,-0.5
2015/3/28,7.1,16.0,-0.3
2015/3/29,4.5,9.4,0.6
2015/3/30,5.8,9.9,2.3
2015/3/31,6.0,15.2,2.2
2015/4/1,5.7,7.4,3.2
2015/4/2,6.9,13.3,0.0
2015/4/3,6.7,13.3,2.7
2015/4/4,9.3,17.7,3.1
2015/4/5,8.4,10.9,6.3
2015/4/6,9.7,14.0,6.9
2015/4/7,5.1,8.4,2.1
2015/4/8,3.6,7.5,0.3
2015/4/9,4.7,11.9,-2.5
2015/4/10,7.0,12.7,-0.5
2015/4/11,8.1,12.1,3.9
2015/4/12,8.1,16.0,1.9
2015/4/13,8.8,12.9,4.0
2015/4/14,10.7,14.0,8.0
2015/4/15,11.4,17.5,7.7
2015/4/16,10.4,14.9,7.6
2015/4/17,8.4,11.7,6.0
2015/4/18,10.3,17.0,3.0
2015/4/19,11.9,19.0,3.6
2015/4/20,11.9,14.9,8.5
2015/4/21,8.6,13.8,2.5
2015/4/22,10.0,21.9,0.9
2015/4/23,12.7,21.5,5.3
2015/4/24,13.7,25.1,5.4
2015/4/25,11.3,18.3,4.6
2015/4/26,11.7,23.4,0.8
2015/4/27,15.1,27.8,4.2
2015/4/28,16.3,27.8,6.9
2015/4/29,17.9,29.9,7.6
2015/4/30,17.2,28.9,7.6
2015/5/1,16.9,26.9,8.5
