ダウンロードした時刻：2019/10/10 15:58:50

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,14.5,20.6,10.3
2016/12/2,12.9,17.4,7.9
2016/12/3,11.9,17.3,6.3
2016/12/4,12.7,18.3,7.3
2016/12/5,13.6,18.3,9.5
2016/12/6,13.3,19.3,7.6
2016/12/7,10.2,14.9,7.0
2016/12/8,10.2,15.7,5.1
2016/12/9,12.2,17.9,6.6
2016/12/10,11.5,15.3,6.8
2016/12/11,8.3,13.2,3.3
2016/12/12,8.9,14.1,3.3
2016/12/13,10.0,12.4,6.5
2016/12/14,11.2,14.7,5.7
2016/12/15,6.7,11.2,2.5
2016/12/16,6.9,11.9,2.7
2016/12/17,6.5,15.2,-0.4
2016/12/18,8.7,15.2,2.4
2016/12/19,9.7,15.9,4.6
2016/12/20,10.2,17.4,5.3
2016/12/21,11.6,18.1,4.9
2016/12/22,14.5,20.0,9.5
2016/12/23,15.0,19.7,9.9
2016/12/24,9.4,14.5,4.0
2016/12/25,9.1,13.5,6.1
2016/12/26,10.6,16.0,6.0
2016/12/27,13.7,19.1,10.2
2016/12/28,8.4,12.1,4.2
2016/12/29,8.8,13.9,4.3
2016/12/30,6.9,12.0,2.0
2016/12/31,6.7,12.1,1.7
2017/1/1,7.6,13.6,1.8
2017/1/2,9.2,16.7,3.3
2017/1/3,8.7,14.8,2.6
2017/1/4,8.8,14.4,4.5
2017/1/5,7.7,12.6,4.1
2017/1/6,6.1,10.2,3.0
2017/1/7,7.1,11.6,2.3
2017/1/8,7.3,10.4,4.1
2017/1/9,10.3,15.2,6.3
2017/1/10,9.3,15.6,2.8
2017/1/11,8.4,13.7,3.3
2017/1/12,7.2,12.3,4.8
2017/1/13,6.8,11.1,3.8
2017/1/14,3.9,8.7,0.6
2017/1/15,2.5,7.2,-1.4
2017/1/16,4.3,9.2,0.1
2017/1/17,4.9,11.7,-1.3
2017/1/18,6.1,11.8,0.8
2017/1/19,8.3,12.1,4.8
2017/1/20,7.0,9.7,3.5
2017/1/21,7.2,13.5,0.9
2017/1/22,8.5,13.5,4.9
2017/1/23,5.4,9.8,1.3
2017/1/24,4.0,9.6,-0.6
2017/1/25,3.6,9.4,-2.9
2017/1/26,5.0,11.1,-0.9
2017/1/27,9.7,16.3,0.9
2017/1/28,8.7,14.1,2.8
2017/1/29,9.5,14.3,3.4
2017/1/30,12.1,18.8,7.7
2017/1/31,8.0,12.2,3.1
2017/2/1,8.9,15.9,3.7
2017/2/2,6.5,11.2,1.2
2017/2/3,6.5,12.6,-0.4
2017/2/4,7.9,13.6,2.7
2017/2/5,6.9,9.0,3.0
2017/2/6,10.3,13.9,6.2
2017/2/7,6.2,11.5,1.2
2017/2/8,5.9,11.1,0.4
2017/2/9,5.2,6.5,2.7
2017/2/10,5.5,12.9,0.8
2017/2/11,4.2,10.2,-1.6
2017/2/12,5.0,11.7,-2.4
2017/2/13,5.3,11.2,-1.3
2017/2/14,5.1,11.6,0.0
2017/2/15,6.2,11.5,1.1
2017/2/16,7.4,13.2,1.8
2017/2/17,12.7,17.4,3.5
2017/2/18,10.8,15.3,4.2
2017/2/19,7.5,12.4,1.7
2017/2/20,13.7,17.3,8.1
2017/2/21,7.9,12.3,3.2
2017/2/22,7.2,12.1,1.5
2017/2/23,12.5,20.7,7.0
2017/2/24,9.3,12.8,5.6
2017/2/25,8.2,14.2,3.0
2017/2/26,7.9,13.2,1.7
2017/2/27,9.0,13.9,4.4
2017/2/28,8.6,11.8,6.2
2017/3/1,7.9,12.0,3.6
2017/3/2,8.2,9.9,5.1
2017/3/3,9.6,16.4,3.1
2017/3/4,9.4,16.6,4.4
2017/3/5,10.4,16.9,2.9
2017/3/6,10.5,13.9,5.6
2017/3/7,7.4,14.0,3.3
2017/3/8,7.2,13.0,1.4
2017/3/9,8.3,14.6,1.9
2017/3/10,10.2,16.2,3.6
2017/3/11,8.6,12.4,4.7
2017/3/12,9.7,13.6,5.2
2017/3/13,10.4,15.3,7.5
2017/3/14,10.5,14.1,8.4
2017/3/15,8.5,13.9,4.9
2017/3/16,9.0,13.9,3.1
2017/3/17,9.3,13.7,5.0
2017/3/18,9.4,14.0,4.0
2017/3/19,10.9,17.0,4.6
2017/3/20,11.6,16.6,4.6
2017/3/21,8.9,11.8,7.0
2017/3/22,9.7,14.7,4.3
2017/3/23,9.3,13.2,5.4
2017/3/24,9.4,13.8,4.1
2017/3/25,9.0,12.8,4.3
2017/3/26,7.7,9.3,6.5
2017/3/27,9.0,13.0,5.8
2017/3/28,8.8,14.2,4.2
2017/3/29,9.3,15.0,4.0
2017/3/30,11.7,18.8,4.9
2017/3/31,8.9,13.0,6.1
