ダウンロードした時刻：2019/10/10 16:20:52

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,10.6,15.5,6.0
2006/12/2,10.7,14.9,7.3
2006/12/3,7.6,9.0,6.6
2006/12/4,7.7,10.7,5.1
2006/12/5,8.4,12.4,4.7
2006/12/6,11.4,16.0,6.5
2006/12/7,13.1,14.7,11.2
2006/12/8,14.4,18.0,12.5
2006/12/9,12.4,15.3,10.7
2006/12/10,10.2,12.7,6.7
2006/12/11,9.8,14.9,4.9
2006/12/12,12.0,14.8,8.9
2006/12/13,13.1,15.7,11.7
2006/12/14,11.4,12.6,9.3
2006/12/15,10.3,13.5,7.2
2006/12/16,11.3,14.5,9.5
2006/12/17,7.6,10.3,4.7
2006/12/18,7.6,10.3,3.4
2006/12/19,8.3,12.2,4.4
2006/12/20,11.2,15.8,6.9
2006/12/21,12.0,13.9,8.8
2006/12/22,9.5,14.8,5.7
2006/12/23,8.9,14.6,4.4
2006/12/24,9.0,14.8,4.8
2006/12/25,11.9,17.3,6.6
2006/12/26,14.2,17.3,11.3
2006/12/27,12.3,15.9,9.2
2006/12/28,6.6,10.8,2.4
2006/12/29,3.0,5.5,0.6
2006/12/30,4.5,11.0,-0.3
2006/12/31,6.8,12.9,1.6
2007/1/1,8.9,13.5,4.6
2007/1/2,11.1,14.7,9.1
2007/1/3,10.9,14.1,7.6
2007/1/4,10.7,12.3,9.2
2007/1/5,9.4,12.7,7.1
2007/1/6,7.6,12.0,2.3
2007/1/7,7.1,9.9,2.5
2007/1/8,7.0,8.5,4.0
2007/1/9,6.5,10.0,3.4
2007/1/10,6.7,9.1,2.7
2007/1/11,5.4,10.7,1.1
2007/1/12,7.0,11.8,2.4
2007/1/13,6.1,8.1,3.5
2007/1/14,5.2,10.4,1.3
2007/1/15,7.0,12.6,1.4
2007/1/16,11.0,13.5,7.8
2007/1/17,9.6,11.9,5.6
2007/1/18,8.0,10.6,5.3
2007/1/19,7.6,12.0,2.9
2007/1/20,9.8,14.6,5.9
2007/1/21,9.2,11.2,6.4
2007/1/22,8.4,12.9,4.7
2007/1/23,8.9,12.3,6.0
2007/1/24,8.8,11.7,5.1
2007/1/25,8.1,13.8,3.0
2007/1/26,10.9,13.8,7.4
2007/1/27,7.9,10.0,3.9
2007/1/28,5.9,9.1,3.9
2007/1/29,6.3,10.5,3.2
2007/1/30,8.1,12.6,2.3
2007/1/31,6.5,9.6,3.7
2007/2/1,4.6,6.1,2.8
2007/2/2,2.2,4.9,-0.9
2007/2/3,6.1,11.0,-1.4
2007/2/4,10.4,14.0,6.0
2007/2/5,11.0,16.3,5.1
2007/2/6,13.2,19.0,8.8
2007/2/7,12.7,18.4,8.9
2007/2/8,14.2,18.2,9.8
2007/2/9,13.9,16.5,10.8
2007/2/10,10.7,12.7,8.8
2007/2/11,8.0,11.8,5.6
2007/2/12,8.5,13.7,4.7
2007/2/13,12.2,17.7,5.5
2007/2/14,12.4,18.1,6.2
2007/2/15,7.2,11.3,4.3
2007/2/16,7.3,10.9,2.9
2007/2/17,11.0,13.4,6.7
2007/2/18,11.7,14.3,9.6
2007/2/19,10.5,15.5,5.6
2007/2/20,10.2,15.9,5.7
2007/2/21,11.0,18.2,5.7
2007/2/22,11.4,18.6,7.0
2007/2/23,11.4,15.5,8.2
2007/2/24,9.5,13.7,5.7
2007/2/25,9.7,13.5,7.3
2007/2/26,11.6,18.3,5.9
2007/2/27,13.9,19.4,10.0
2007/2/28,11.3,15.6,7.9
2007/3/1,11.2,17.2,5.0
2007/3/2,14.7,21.2,10.2
2007/3/3,17.1,22.9,12.4
2007/3/4,17.8,23.3,13.2
2007/3/5,10.3,17.7,6.3
2007/3/6,5.4,8.2,2.8
2007/3/7,5.5,8.0,2.8
2007/3/8,6.8,10.8,4.9
2007/3/9,8.1,13.1,4.6
2007/3/10,8.4,11.2,4.4
2007/3/11,7.2,11.1,5.8
2007/3/12,8.0,12.4,6.0
2007/3/13,8.7,13.2,4.6
2007/3/14,9.4,13.1,3.4
2007/3/15,8.8,11.3,7.1
2007/3/16,10.4,12.6,8.1
2007/3/17,10.6,15.3,6.8
2007/3/18,9.0,13.4,6.0
2007/3/19,9.2,11.0,6.8
2007/3/20,9.3,13.9,5.4
2007/3/21,10.5,16.7,4.0
2007/3/22,12.2,18.3,7.3
2007/3/23,14.1,20.6,6.6
2007/3/24,18.4,19.5,17.3
2007/3/25,15.4,18.7,11.3
2007/3/26,14.7,20.5,9.1
2007/3/27,13.7,16.1,10.7
2007/3/28,15.8,21.0,9.6
2007/3/29,20.0,22.4,18.1
2007/3/30,18.0,21.9,13.8
2007/3/31,19.8,24.3,13.9
