ダウンロードした時刻：2019/10/10 15:58:48

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,15.2,18.9,12.3
2014/12/2,8.6,12.3,5.9
2014/12/3,8.1,11.8,4.5
2014/12/4,9.4,11.1,5.6
2014/12/5,7.8,12.2,4.9
2014/12/6,7.0,11.9,2.6
2014/12/7,6.7,10.9,1.5
2014/12/8,8.4,13.2,3.0
2014/12/9,8.1,13.5,3.0
2014/12/10,8.8,13.8,2.7
2014/12/11,11.3,17.1,8.4
2014/12/12,9.7,12.2,7.3
2014/12/13,7.0,10.1,4.6
2014/12/14,5.9,10.7,2.8
2014/12/15,6.7,11.1,2.1
2014/12/16,7.3,11.0,5.2
2014/12/17,3.5,6.0,0.2
2014/12/18,4.1,9.4,0.0
2014/12/19,5.1,11.4,-2.1
2014/12/20,7.2,10.0,4.7
2014/12/21,8.3,15.3,3.0
2014/12/22,6.4,9.8,3.4
2014/12/23,6.2,11.6,0.2
2014/12/24,8.6,14.9,1.1
2014/12/25,9.5,14.9,5.2
2014/12/26,5.1,10.7,-0.1
2014/12/27,5.0,11.2,-0.6
2014/12/28,7.9,12.5,3.0
2014/12/29,8.8,12.1,6.4
2014/12/30,8.6,13.5,2.8
2014/12/31,8.2,14.8,1.4
2015/1/1,5.1,9.3,0.5
2015/1/2,3.0,9.3,-2.6
2015/1/3,4.1,9.1,-0.9
2015/1/4,4.8,11.2,-1.4
2015/1/5,6.9,13.7,0.1
2015/1/6,9.3,13.9,6.7
2015/1/7,6.4,10.7,2.6
2015/1/8,6.0,10.8,1.0
2015/1/9,5.1,11.4,-0.6
2015/1/10,6.0,12.9,-0.8
2015/1/11,6.0,11.6,-0.6
2015/1/12,5.9,10.4,1.9
2015/1/13,6.0,12.4,-0.3
2015/1/14,8.0,13.1,1.6
2015/1/15,8.1,8.9,7.0
2015/1/16,9.2,14.4,4.4
2015/1/17,8.5,11.2,3.2
2015/1/18,4.4,10.2,-1.5
2015/1/19,7.0,12.1,0.2
2015/1/20,6.6,12.4,0.4
2015/1/21,7.7,10.0,6.4
2015/1/22,7.5,8.4,6.5
2015/1/23,9.4,14.8,4.7
2015/1/24,7.1,12.1,3.5
2015/1/25,7.7,13.9,2.0
2015/1/26,9.9,14.7,4.4
2015/1/27,11.7,16.0,8.4
2015/1/28,6.5,10.1,3.3
2015/1/29,5.7,9.0,1.9
2015/1/30,5.9,7.0,4.1
2015/1/31,6.9,12.5,1.2
2015/2/1,3.8,9.4,-1.8
2015/2/2,5.0,10.7,-1.0
2015/2/3,6.1,11.3,1.3
2015/2/4,7.0,12.0,3.2
2015/2/5,5.1,6.8,3.1
2015/2/6,5.7,10.7,0.7
2015/2/7,7.2,13.0,2.7
2015/2/8,6.6,10.0,3.7
2015/2/9,3.9,8.3,-0.6
2015/2/10,4.5,11.0,0.1
2015/2/11,6.0,14.1,-1.1
2015/2/12,8.1,15.3,0.3
2015/2/13,6.4,9.8,1.5
2015/2/14,5.4,11.0,-0.9
2015/2/15,9.6,16.7,3.2
2015/2/16,7.1,12.6,1.2
2015/2/17,6.5,7.6,4.2
2015/2/18,6.8,12.5,3.5
2015/2/19,6.9,13.4,2.4
2015/2/20,8.0,13.1,2.3
2015/2/21,8.3,11.7,3.6
2015/2/22,10.2,14.5,8.1
2015/2/23,16.4,22.5,9.7
2015/2/24,11.1,15.3,7.0
2015/2/25,11.5,15.0,7.6
2015/2/26,9.8,11.0,7.9
2015/2/27,10.7,15.2,6.0
2015/2/28,8.9,13.9,2.4
2015/3/1,8.9,10.7,8.0
2015/3/2,10.3,15.3,4.7
2015/3/3,8.8,13.4,4.6
2015/3/4,12.6,19.5,7.0
2015/3/5,10.3,13.1,5.7
2015/3/6,9.0,11.6,6.3
2015/3/7,9.4,12.4,6.2
2015/3/8,12.1,17.2,8.6
2015/3/9,10.9,14.8,7.3
2015/3/10,8.0,12.7,2.6
2015/3/11,4.6,9.0,0.7
2015/3/12,7.7,12.4,3.7
2015/3/13,9.5,15.0,1.5
2015/3/14,9.5,14.8,4.8
2015/3/15,10.4,14.7,4.2
2015/3/16,12.4,15.6,9.8
2015/3/17,14.0,18.6,9.0
2015/3/18,14.8,20.1,10.3
2015/3/19,15.3,19.3,12.9
2015/3/20,13.2,14.7,12.1
2015/3/21,11.4,13.5,10.0
2015/3/22,12.8,18.8,7.6
2015/3/23,10.7,17.4,5.1
2015/3/24,8.7,14.5,3.5
2015/3/25,8.1,13.6,2.2
2015/3/26,9.2,14.3,3.0
2015/3/27,11.0,17.7,3.9
2015/3/28,13.5,21.0,6.8
2015/3/29,13.0,17.5,8.9
2015/3/30,13.8,19.0,7.8
2015/3/31,14.6,19.7,7.8
