ダウンロードした時刻：2019/10/10 16:12:13

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,14.3,17.3,9.8
2014/12/2,6.9,10.0,5.0
2014/12/3,8.1,11.1,4.4
2014/12/4,7.7,11.2,5.8
2014/12/5,6.4,9.6,4.3
2014/12/6,5.5,9.1,4.0
2014/12/7,6.1,10.2,1.7
2014/12/8,7.4,11.4,2.5
2014/12/9,8.2,13.6,4.1
2014/12/10,8.6,12.5,4.7
2014/12/11,10.2,12.3,8.0
2014/12/12,8.4,10.9,5.4
2014/12/13,5.7,9.2,3.2
2014/12/14,4.9,7.7,2.6
2014/12/15,5.9,8.8,2.6
2014/12/16,5.9,8.3,3.5
2014/12/17,2.3,4.7,0.6
2014/12/18,2.5,5.4,0.2
2014/12/19,4.3,8.2,0.3
2014/12/20,6.7,8.5,4.1
2014/12/21,6.6,9.9,3.3
2014/12/22,4.9,7.3,3.0
2014/12/23,7.6,11.3,4.4
2014/12/24,7.4,11.1,2.9
2014/12/25,7.7,10.6,5.7
2014/12/26,6.1,9.2,4.1
2014/12/27,5.5,9.1,2.9
2014/12/28,4.4,7.4,1.2
2014/12/29,7.3,11.3,4.9
2014/12/30,8.6,11.6,4.5
2014/12/31,8.1,13.0,3.0
2015/1/1,3.1,5.5,0.3
2015/1/2,3.0,6.8,1.4
2015/1/3,4.3,7.7,0.8
2015/1/4,6.3,10.5,1.2
2015/1/5,8.2,12.2,4.1
2015/1/6,8.0,10.8,5.7
2015/1/7,5.9,9.8,3.6
2015/1/8,5.2,8.0,3.5
2015/1/9,5.8,8.2,4.5
2015/1/10,6.7,9.6,4.8
2015/1/11,6.9,11.0,4.7
2015/1/12,4.7,8.0,2.5
2015/1/13,6.0,8.9,2.9
2015/1/14,5.4,9.0,1.2
2015/1/15,7.1,8.4,5.4
2015/1/16,7.7,9.9,5.5
2015/1/17,6.0,8.9,3.8
2015/1/18,5.5,9.1,2.0
2015/1/19,7.3,11.4,3.6
2015/1/20,6.4,10.3,3.4
2015/1/21,6.1,10.2,1.4
2015/1/22,8.4,9.6,6.9
2015/1/23,6.8,10.0,4.9
2015/1/24,6.7,10.5,2.9
2015/1/25,7.7,11.5,3.6
2015/1/26,8.2,10.6,5.9
2015/1/27,9.5,14.1,4.6
2015/1/28,4.0,7.7,1.8
2015/1/29,3.5,5.8,0.8
2015/1/30,5.1,6.9,3.3
2015/1/31,4.0,6.5,1.5
2015/2/1,3.4,7.4,0.2
2015/2/2,4.7,7.0,3.0
2015/2/3,5.8,8.0,4.4
2015/2/4,6.6,10.6,3.2
2015/2/5,6.5,10.1,4.8
2015/2/6,5.7,8.8,3.2
2015/2/7,6.1,10.9,0.8
2015/2/8,6.0,11.3,1.3
2015/2/9,2.1,4.9,0.0
2015/2/10,5.0,8.6,1.1
2015/2/11,8.7,12.3,5.4
2015/2/12,7.5,11.8,3.5
2015/2/13,4.1,7.8,2.0
2015/2/14,5.3,9.4,1.4
2015/2/15,6.8,10.5,3.4
2015/2/16,7.1,12.2,2.0
2015/2/17,7.4,10.3,4.9
2015/2/18,7.5,10.7,5.7
2015/2/19,6.4,9.8,4.4
2015/2/20,5.8,10.1,3.4
2015/2/21,7.6,14.7,1.1
2015/2/22,11.8,15.7,8.4
2015/2/23,12.0,15.0,8.4
2015/2/24,9.4,13.1,7.1
2015/2/25,9.5,13.4,5.8
2015/2/26,8.9,10.6,6.8
2015/2/27,7.1,10.4,3.7
2015/2/28,7.1,10.9,3.9
2015/3/1,7.4,9.9,5.5
2015/3/2,7.5,10.9,5.1
2015/3/3,7.5,11.7,3.2
2015/3/4,9.6,13.8,5.6
2015/3/5,6.0,9.4,4.4
2015/3/6,7.6,12.1,4.1
2015/3/7,8.0,9.7,6.8
2015/3/8,9.9,13.2,7.2
2015/3/9,9.2,11.8,6.8
2015/3/10,5.0,8.9,0.8
2015/3/11,4.7,7.2,0.7
2015/3/12,7.7,11.3,4.2
2015/3/13,8.6,13.6,2.5
2015/3/14,7.7,11.9,4.7
2015/3/15,7.8,11.6,4.7
2015/3/16,12.7,17.7,9.1
2015/3/17,13.9,19.5,8.0
2015/3/18,15.8,21.4,11.0
2015/3/19,15.5,17.8,12.6
2015/3/20,14.1,19.6,10.0
2015/3/21,13.2,19.0,8.0
2015/3/22,14.0,19.6,9.0
2015/3/23,9.3,12.0,6.6
2015/3/24,6.9,10.3,4.6
2015/3/25,7.0,12.3,3.8
2015/3/26,8.9,14.4,2.9
2015/3/27,11.4,17.3,5.1
2015/3/28,14.4,20.5,9.0
2015/3/29,12.9,14.8,10.6
2015/3/30,14.2,19.9,8.5
2015/3/31,16.8,23.0,9.6
