ダウンロードした時刻：2019/10/10 16:01:03

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,9.3,11.1,8.1
2017/12/2,8.5,11.6,5.5
2017/12/3,9.1,13.1,5.7
2017/12/4,9.7,12.6,5.6
2017/12/5,10.1,15.1,6.9
2017/12/6,8.1,11.6,5.2
2017/12/7,7.6,11.8,3.5
2017/12/8,6.5,9.6,3.5
2017/12/9,7.0,10.6,2.8
2017/12/10,9.3,14.2,2.9
2017/12/11,12.8,17.8,7.5
2017/12/12,7.4,10.7,4.3
2017/12/13,6.5,10.7,3.5
2017/12/14,6.5,11.0,2.6
2017/12/15,6.3,8.8,3.7
2017/12/16,9.4,16.2,4.1
2017/12/17,7.0,10.0,4.0
2017/12/18,5.6,9.4,2.0
2017/12/19,7.6,13.8,2.0
2017/12/20,6.9,10.4,4.2
2017/12/21,6.4,10.9,2.3
2017/12/22,6.7,10.5,3.5
2017/12/23,8.0,13.9,3.0
2017/12/24,8.6,12.2,5.6
2017/12/25,10.3,16.8,5.8
2017/12/26,8.1,13.3,4.5
2017/12/27,5.3,10.3,2.5
2017/12/28,4.9,9.7,0.2
2017/12/29,6.3,10.5,2.7
2017/12/30,7.1,11.5,4.0
2017/12/31,4.8,6.2,3.5
2018/1/1,6.5,12.7,2.2
2018/1/2,7.6,12.3,4.8
2018/1/3,5.7,9.6,3.1
2018/1/4,5.7,10.1,2.4
2018/1/5,4.4,6.4,2.8
2018/1/6,5.8,10.4,0.4
2018/1/7,7.7,12.2,4.1
2018/1/8,6.6,10.7,4.0
2018/1/9,9.1,15.8,4.7
2018/1/10,7.4,10.6,4.1
2018/1/11,5.8,9.8,2.2
2018/1/12,3.5,6.9,0.3
2018/1/13,3.6,7.5,-0.5
2018/1/14,4.9,9.1,2.2
2018/1/15,7.0,12.7,0.9
2018/1/16,8.2,13.8,3.4
2018/1/17,9.5,14.7,6.1
2018/1/18,9.2,13.7,4.9
2018/1/19,8.8,11.7,7.5
2018/1/20,7.3,9.0,5.8
2018/1/21,7.6,11.4,4.3
2018/1/22,2.3,6.4,-0.2
2018/1/23,5.7,10.5,0.9
2018/1/24,3.1,7.4,-1.0
2018/1/25,0.7,4.4,-2.7
2018/1/26,1.2,5.4,-1.8
2018/1/27,2.9,8.9,-2.5
2018/1/28,3.0,7.0,0.2
2018/1/29,4.9,9.8,0.2
2018/1/30,4.2,7.7,2.5
2018/1/31,4.9,8.9,0.2
2018/2/1,3.5,6.1,0.8
2018/2/2,2.3,3.6,0.7
2018/2/3,5.0,8.2,2.1
2018/2/4,5.9,11.0,3.2
2018/2/5,4.9,9.5,1.3
2018/2/6,4.2,8.6,0.1
2018/2/7,4.4,9.6,-0.4
2018/2/8,3.8,8.1,0.2
2018/2/9,5.0,9.9,0.2
2018/2/10,7.3,12.7,2.2
2018/2/11,9.0,13.9,4.1
2018/2/12,4.5,8.5,1.7
2018/2/13,5.3,10.1,0.8
2018/2/14,6.6,11.9,1.8
2018/2/15,10.3,14.8,6.8
2018/2/16,6.8,10.1,4.2
2018/2/17,6.3,12.2,1.6
2018/2/18,4.2,9.3,0.5
2018/2/19,6.1,9.7,2.1
2018/2/20,8.1,11.6,4.7
2018/2/21,6.3,8.0,5.2
2018/2/22,3.3,6.3,1.9
2018/2/23,4.8,8.6,2.5
2018/2/24,8.3,14.6,2.6
2018/2/25,6.4,8.6,5.2
2018/2/26,6.5,10.0,4.8
2018/2/27,8.5,13.6,4.7
2018/2/28,9.5,13.5,5.3
2018/3/1,13.1,20.8,6.5
2018/3/2,10.2,14.1,6.3
2018/3/3,10.0,15.3,4.7
2018/3/4,14.5,20.1,8.1
2018/3/5,16.1,18.3,10.2
2018/3/6,8.6,11.3,5.6
2018/3/7,5.8,8.9,4.1
2018/3/8,6.3,14.3,3.8
2018/3/9,13.5,17.8,6.7
2018/3/10,7.8,11.2,4.9
2018/3/11,10.0,15.6,6.9
2018/3/12,9.8,14.6,5.6
2018/3/13,11.8,17.8,6.4
2018/3/14,15.0,21.9,8.6
2018/3/15,16.0,20.5,11.3
2018/3/16,13.1,17.3,6.4
2018/3/17,7.5,11.5,4.1
2018/3/18,11.7,17.7,6.2
2018/3/19,14.4,17.2,11.5
2018/3/20,8.9,11.8,7.4
2018/3/21,3.7,7.4,0.9
2018/3/22,10.3,14.7,4.5
2018/3/23,12.0,15.5,9.2
2018/3/24,11.9,15.6,8.5
2018/3/25,13.1,18.4,8.3
2018/3/26,14.8,21.1,9.2
2018/3/27,15.8,20.5,11.4
2018/3/28,17.4,23.1,13.4
2018/3/29,18.2,23.2,13.8
2018/3/30,13.8,18.2,10.6
2018/3/31,13.8,18.6,9.3
