ダウンロードした時刻：2017/07/24 15:44:06

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,1.4,4.1,-0.9
2015/1/2,0.6,2.8,-1.5
2015/1/3,1.1,3.3,-0.6
2015/1/4,1.8,5.8,-2.7
2015/1/5,4.6,9.2,2.1
2015/1/6,4.5,7.6,1.8
2015/1/7,3.0,4.7,1.8
2015/1/8,3.3,5.6,1.7
2015/1/9,3.0,5.1,1.2
2015/1/10,2.8,6.0,0.4
2015/1/11,4.7,9.2,1.9
2015/1/12,2.8,4.6,0.6
2015/1/13,5.2,7.1,1.1
2015/1/14,2.9,5.5,-0.9
2015/1/15,5.7,7.4,3.9
2015/1/16,6.3,8.6,3.6
2015/1/17,3.2,6.0,0.6
2015/1/18,2.8,7.1,0.1
2015/1/19,3.9,8.7,0.1
2015/1/20,4.8,8.3,0.4
2015/1/21,2.7,6.0,-0.7
2015/1/22,6.7,8.2,4.2
2015/1/23,5.7,7.7,3.6
2015/1/24,6.0,10.1,2.4
2015/1/25,6.6,10.1,3.8
2015/1/26,6.3,8.7,2.9
2015/1/27,7.2,9.6,3.4
2015/1/28,2.5,4.6,1.1
2015/1/29,2.7,5.6,-1.9
2015/1/30,4.1,6.0,2.1
2015/1/31,2.9,5.3,0.0
2015/2/1,1.4,3.6,-0.3
2015/2/2,3.5,5.4,2.3
2015/2/3,5.1,8.0,3.9
2015/2/4,4.0,8.3,0.1
2015/2/5,4.6,7.9,2.2
2015/2/6,4.4,7.2,1.6
2015/2/7,3.9,7.6,-0.4
2015/2/8,3.9,9.1,-0.2
2015/2/9,0.4,2.4,-1.8
2015/2/10,2.3,6.1,-1.6
2015/2/11,5.9,10.5,2.3
2015/2/12,5.3,11.5,0.8
2015/2/13,1.2,5.3,-0.5
2015/2/14,3.1,6.2,-0.6
2015/2/15,5.0,7.3,3.6
2015/2/16,4.8,8.8,2.7
2015/2/17,4.2,5.4,2.4
2015/2/18,3.9,5.7,2.2
2015/2/19,4.3,6.4,3.1
2015/2/20,4.7,8.0,1.5
2015/2/21,5.6,13.2,-1.2
2015/2/22,10.3,14.3,7.1
2015/2/23,9.6,11.7,7.2
2015/2/24,7.4,11.6,3.5
2015/2/25,6.6,11.3,2.4
2015/2/26,7.1,8.3,5.8
2015/2/27,5.3,7.8,1.3
2015/2/28,5.6,8.9,3.0
2015/3/1,6.6,10.0,4.5
2015/3/2,6.1,9.2,1.9
2015/3/3,5.0,9.3,-0.1
2015/3/4,8.0,12.7,5.0
2015/3/5,4.8,6.8,3.6
2015/3/6,5.7,9.0,3.4
2015/3/7,6.1,8.7,3.6
2015/3/8,8.4,12.4,6.1
2015/3/9,7.4,11.2,5.3
2015/3/10,2.7,7.3,-1.0
2015/3/11,1.9,5.9,-2.2
2015/3/12,5.3,9.8,0.2
2015/3/13,6.1,11.7,0.7
2015/3/14,5.2,8.8,2.2
2015/3/15,6.2,9.6,1.6
2015/3/16,10.7,16.2,7.6
2015/3/17,11.8,18.9,7.2
2015/3/18,13.0,19.2,9.1
2015/3/19,12.9,15.7,10.0
2015/3/20,10.6,14.1,8.4
2015/3/21,10.3,15.3,5.4
2015/3/22,10.9,16.5,6.6
2015/3/23,5.9,8.5,1.9
2015/3/24,4.3,8.5,1.3
2015/3/25,5.5,10.0,1.5
2015/3/26,6.5,12.4,0.5
2015/3/27,8.1,16.1,0.6
2015/3/28,11.7,19.1,5.6
2015/3/29,10.4,12.0,8.5
2015/3/30,11.4,17.6,6.1
2015/3/31,14.4,22.9,6.5
2015/4/1,14.0,17.4,10.5
2015/4/2,12.9,18.5,7.5
2015/4/3,14.2,16.4,12.1
2015/4/4,14.3,18.4,10.5
2015/4/5,12.7,14.2,11.8
2015/4/6,12.1,14.7,9.6
2015/4/7,8.7,10.4,7.3
2015/4/8,7.1,10.9,4.3
2015/4/9,8.9,12.5,5.3
2015/4/10,10.6,12.2,9.3
2015/4/11,10.9,14.6,7.7
2015/4/12,12.0,17.5,5.4
2015/4/13,12.7,14.5,11.1
2015/4/14,13.1,15.0,11.0
2015/4/15,10.3,16.5,7.8
2015/4/16,13.1,18.9,6.3
2015/4/17,11.8,15.9,7.2
2015/4/18,12.6,20.6,5.1
2015/4/19,12.9,15.3,10.9
2015/4/20,15.4,22.1,11.3
2015/4/21,11.2,15.0,8.3
2015/4/22,14.6,22.6,8.1
2015/4/23,16.3,22.2,10.5
2015/4/24,16.6,25.3,11.0
2015/4/25,14.8,21.2,10.2
2015/4/26,16.3,25.1,8.3
2015/4/27,18.6,25.8,12.2
2015/4/28,19.1,24.5,13.7
2015/4/29,20.1,25.3,16.4
2015/4/30,19.3,25.1,14.5
2015/5/1,19.4,27.3,14.2
