ダウンロードした時刻：2019/10/10 15:48:08

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,6.6,8.4,5.1
1983/12/2,9.4,13.4,5.8
1983/12/3,7.4,11.3,5.2
1983/12/4,5.7,8.7,3.8
1983/12/5,5.9,7.6,4.0
1983/12/6,5.1,7.0,3.8
1983/12/7,5.0,11.9,-0.4
1983/12/8,6.5,12.3,3.2
1983/12/9,7.9,13.1,1.4
1983/12/10,10.2,15.0,7.0
1983/12/11,8.1,12.5,3.8
1983/12/12,5.4,8.7,3.5
1983/12/13,8.5,13.2,3.9
1983/12/14,6.6,10.1,2.7
1983/12/15,4.9,8.9,2.3
1983/12/16,2.4,3.9,1.3
1983/12/17,1.1,3.6,-0.4
1983/12/18,0.5,1.6,-0.6
1983/12/19,1.0,3.2,-0.8
1983/12/20,1.7,3.4,0.8
1983/12/21,2.3,7.1,-0.5
1983/12/22,4.4,8.0,-0.8
1983/12/23,4.1,7.2,1.3
1983/12/24,1.0,2.9,-0.6
1983/12/25,1.4,3.4,-0.3
1983/12/26,0.7,4.1,-1.5
1983/12/27,0.7,3.7,-2.1
1983/12/28,2.5,6.3,-0.8
1983/12/29,1.9,4.8,0.1
1983/12/30,2.2,7.5,-0.5
1983/12/31,1.2,6.6,-1.3
1984/1/1,1.5,3.4,0.4
1984/1/2,3.0,5.5,1.0
1984/1/3,3.5,6.0,0.2
1984/1/4,3.3,6.5,0.5
1984/1/5,0.7,2.4,-0.5
1984/1/6,0.1,3.0,-3.3
1984/1/7,1.5,4.8,-1.6
1984/1/8,0.4,6.4,-4.2
1984/1/9,1.7,4.2,0.3
1984/1/10,3.3,6.9,0.8
1984/1/11,1.4,3.2,-0.7
1984/1/12,0.7,4.0,-1.7
1984/1/13,1.7,3.7,0.3
1984/1/14,2.0,3.8,0.9
1984/1/15,3.1,6.4,0.7
1984/1/16,-0.5,1.0,-1.7
1984/1/17,-0.4,1.3,-1.9
1984/1/18,-0.5,1.2,-2.6
1984/1/19,0.1,1.0,-1.2
1984/1/20,-1.0,3.1,-3.5
1984/1/21,0.2,4.2,-4.6
1984/1/22,1.5,3.1,0.5
1984/1/23,1.0,3.4,0.0
1984/1/24,0.6,3.4,-0.6
1984/1/25,0.1,1.5,-1.7
1984/1/26,0.3,2.9,-1.6
1984/1/27,1.0,5.2,-1.6
1984/1/28,0.2,1.9,-1.2
1984/1/29,-1.3,1.5,-3.5
1984/1/30,-1.1,3.5,-4.2
1984/1/31,-0.5,1.9,-2.8
1984/2/1,1.3,5.6,-2.9
1984/2/2,2.2,5.8,-0.2
1984/2/3,-1.5,0.6,-3.3
1984/2/4,-2.1,0.3,-5.8
1984/2/5,-0.8,1.4,-3.7
1984/2/6,-2.2,0.7,-3.7
1984/2/7,-2.4,-0.1,-4.2
1984/2/8,-1.4,0.4,-2.5
1984/2/9,-1.0,1.2,-2.4
1984/2/10,-0.4,3.1,-2.9
1984/2/11,-1.9,3.8,-6.1
1984/2/12,-1.3,4.0,-8.7
1984/2/13,1.6,5.1,-1.7
1984/2/14,1.7,5.5,-0.3
1984/2/15,-0.2,2.3,-1.8
1984/2/16,-0.4,2.7,-2.2
1984/2/17,-0.2,1.1,-2.9
1984/2/18,0.4,2.5,-2.0
1984/2/19,0.8,3.1,-1.2
1984/2/20,0.4,6.0,-6.5
1984/2/21,2.4,7.6,-1.0
1984/2/22,1.7,6.1,-4.1
1984/2/23,3.7,7.8,1.4
1984/2/24,3.3,5.8,1.0
1984/2/25,3.2,8.1,0.2
1984/2/26,3.2,4.5,1.2
1984/2/27,2.3,4.4,-0.8
1984/2/28,0.8,2.6,-0.4
1984/2/29,-0.6,1.7,-3.0
1984/3/1,-0.2,1.9,-2.5
1984/3/2,2.0,6.6,-3.3
1984/3/3,2.0,5.4,0.3
1984/3/4,0.6,2.0,-1.3
1984/3/5,0.3,2.8,-1.5
1984/3/6,1.2,4.1,-0.2
1984/3/7,0.9,3.8,-1.5
1984/3/8,1.5,5.3,-1.3
1984/3/9,2.4,6.6,-1.1
1984/3/10,2.1,4.2,-0.5
1984/3/11,1.3,3.5,-1.0
1984/3/12,2.5,6.5,-1.6
1984/3/13,1.5,5.4,-1.8
1984/3/14,1.6,5.4,-1.4
1984/3/15,3.5,8.4,-3.8
1984/3/16,5.2,8.9,2.7
1984/3/17,4.7,7.3,3.0
1984/3/18,3.7,7.6,0.6
1984/3/19,1.1,2.0,0.4
1984/3/20,3.4,6.9,0.5
1984/3/21,2.4,5.7,0.4
1984/3/22,2.6,5.1,-0.2
1984/3/23,2.1,7.6,-3.2
1984/3/24,3.9,8.0,0.6
1984/3/25,5.3,10.7,-0.2
1984/3/26,4.6,8.0,0.5
1984/3/27,5.5,11.9,-1.5
1984/3/28,5.3,10.3,1.7
1984/3/29,8.1,14.5,0.6
1984/3/30,10.9,18.7,3.1
1984/3/31,7.2,9.9,5.4
