ダウンロードした時刻：2017/07/24 15:42:21

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,6.3,10.1,4.1
1994/1/2,5.9,9.3,3.1
1994/1/3,6.5,10.8,2.3
1994/1/4,8.0,12.3,3.7
1994/1/5,6.7,10.7,3.5
1994/1/6,5.9,9.5,2.8
1994/1/7,5.0,9.3,2.1
1994/1/8,3.8,6.5,1.9
1994/1/9,5.3,10.0,1.0
1994/1/10,7.1,11.1,3.0
1994/1/11,5.7,6.9,4.7
1994/1/12,7.7,11.5,3.9
1994/1/13,6.3,8.1,3.1
1994/1/14,4.1,7.3,1.1
1994/1/15,5.0,9.6,1.7
1994/1/16,5.2,8.6,1.6
1994/1/17,11.4,16.7,2.3
1994/1/18,8.4,16.7,3.1
1994/1/19,3.7,6.9,1.4
1994/1/20,4.1,7.3,1.2
1994/1/21,3.3,6.5,1.6
1994/1/22,3.4,6.9,-0.7
1994/1/23,4.2,10.0,-0.4
1994/1/24,4.0,8.0,1.1
1994/1/25,5.6,10.6,-0.4
1994/1/26,8.6,16.0,2.0
1994/1/27,8.3,13.4,3.9
1994/1/28,2.8,4.7,0.3
1994/1/29,2.4,6.1,0.1
1994/1/30,2.4,5.5,0.1
1994/1/31,3.2,6.9,-1.1
1994/2/1,3.0,6.8,0.9
1994/2/2,5.4,8.7,2.0
1994/2/3,3.1,7.6,0.0
1994/2/4,4.8,9.9,-0.1
1994/2/5,7.0,10.4,3.6
1994/2/6,8.0,13.0,2.8
1994/2/7,8.7,13.5,5.7
1994/2/8,8.0,12.0,4.8
1994/2/9,8.7,14.8,4.6
1994/2/10,6.2,8.9,3.2
1994/2/11,5.0,9.2,2.3
1994/2/12,0.9,3.8,-0.8
1994/2/13,2.1,5.6,-1.6
1994/2/14,3.8,9.4,-1.4
1994/2/15,5.4,9.4,0.6
1994/2/16,7.1,10.9,4.2
1994/2/17,6.5,11.6,3.5
1994/2/18,7.2,12.2,2.5
1994/2/19,8.7,13.9,4.2
1994/2/20,9.0,13.1,4.0
1994/2/21,8.8,11.4,6.6
1994/2/22,7.6,12.7,3.9
1994/2/23,5.5,10.8,2.4
1994/2/24,5.3,9.6,2.2
1994/2/25,6.7,11.7,2.4
1994/2/26,6.9,11.3,2.9
1994/2/27,7.1,11.2,3.9
1994/2/28,7.4,10.6,4.3
1994/3/1,8.6,12.4,4.9
1994/3/2,6.4,8.4,5.3
1994/3/3,6.5,8.8,4.0
1994/3/4,7.4,10.7,4.8
1994/3/5,6.6,10.6,3.9
1994/3/6,6.7,12.3,2.5
1994/3/7,6.0,8.6,2.4
1994/3/8,6.7,8.3,6.0
1994/3/9,10.6,14.3,8.3
1994/3/10,5.7,8.5,4.8
1994/3/11,7.1,11.4,3.4
1994/3/12,7.5,12.5,4.8
1994/3/13,5.8,8.5,4.1
1994/3/14,4.9,7.2,3.4
1994/3/15,5.2,9.7,3.0
1994/3/16,7.2,11.2,2.3
1994/3/17,9.2,13.9,4.7
1994/3/18,6.5,9.4,4.1
1994/3/19,9.0,13.3,5.4
1994/3/20,9.2,12.5,7.0
1994/3/21,8.2,12.7,5.1
1994/3/22,6.2,9.2,3.6
1994/3/23,5.4,7.6,2.8
1994/3/24,11.1,17.6,6.9
1994/3/25,9.2,14.1,5.1
1994/3/26,7.5,11.7,3.7
1994/3/27,8.5,13.7,3.8
1994/3/28,10.8,17.0,3.8
1994/3/29,11.9,17.4,7.0
1994/3/30,8.7,12.9,5.8
1994/3/31,12.1,18.4,7.1
1994/4/1,13.8,18.7,8.7
1994/4/2,15.2,21.2,10.9
1994/4/3,14.6,19.3,10.9
1994/4/4,13.7,18.0,10.0
1994/4/5,16.1,22.3,11.5
1994/4/6,17.8,23.7,13.5
1994/4/7,16.6,22.1,13.3
1994/4/8,12.1,15.6,6.7
1994/4/9,8.0,12.9,4.1
1994/4/10,9.6,12.8,6.3
1994/4/11,13.1,18.4,7.8
1994/4/12,16.3,18.9,12.5
1994/4/13,16.1,21.1,8.8
1994/4/14,13.1,18.1,8.2
1994/4/15,15.7,20.2,10.2
1994/4/16,16.5,22.5,11.3
1994/4/17,18.6,23.5,14.4
1994/4/18,14.4,16.4,11.8
1994/4/19,15.2,19.5,10.6
1994/4/20,15.0,17.7,13.3
1994/4/21,16.6,22.0,13.0
1994/4/22,17.4,21.7,13.4
1994/4/23,16.1,20.2,12.5
1994/4/24,15.9,22.0,11.5
1994/4/25,17.2,21.6,14.6
1994/4/26,17.9,21.7,15.3
1994/4/27,17.0,20.8,14.9
1994/4/28,16.0,18.5,13.3
1994/4/29,17.7,22.6,11.9
1994/4/30,17.1,21.4,13.5
1994/5/1,15.0,18.4,12.6
