ダウンロードした時刻：2017/07/24 15:44:23

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,8.6,12.9,5.2
2004/1/2,6.5,10.6,2.9
2004/1/3,7.1,12.1,2.8
2004/1/4,6.8,11.8,1.9
2004/1/5,6.6,12.1,1.3
2004/1/6,6.0,10.8,1.0
2004/1/7,7.5,12.7,2.8
2004/1/8,5.0,7.3,1.9
2004/1/9,4.4,8.3,-0.3
2004/1/10,7.1,12.5,1.9
2004/1/11,5.5,7.3,4.4
2004/1/12,5.6,8.6,1.1
2004/1/13,5.0,7.8,2.0
2004/1/14,4.0,8.0,0.3
2004/1/15,4.6,9.7,-0.1
2004/1/16,3.9,6.8,0.7
2004/1/17,4.3,8.3,1.4
2004/1/18,4.9,9.4,-0.3
2004/1/19,6.1,9.7,3.6
2004/1/20,5.5,10.2,1.2
2004/1/21,3.1,8.5,0.0
2004/1/22,-1.7,2.1,-4.3
2004/1/23,1.3,6.0,-2.8
2004/1/24,1.9,7.2,-2.0
2004/1/25,1.8,6.4,-1.4
2004/1/26,2.7,8.0,-2.5
2004/1/27,3.5,9.3,0.2
2004/1/28,4.0,9.1,-1.6
2004/1/29,5.9,11.8,0.0
2004/1/30,6.4,12.4,0.5
2004/1/31,6.9,12.6,1.1
2004/2/1,6.2,11.2,0.6
2004/2/2,8.0,10.7,6.2
2004/2/3,5.3,8.4,0.9
2004/2/4,2.7,7.2,-0.8
2004/2/5,1.6,7.7,-1.8
2004/2/6,1.5,7.3,-2.7
2004/2/7,1.5,6.7,-2.2
2004/2/8,3.5,8.7,-1.3
2004/2/9,5.2,10.2,0.5
2004/2/10,5.1,10.1,0.5
2004/2/11,6.7,12.4,0.8
2004/2/12,8.5,14.3,4.0
2004/2/13,6.7,11.0,1.8
2004/2/14,7.0,15.5,0.9
2004/2/15,6.5,11.1,2.3
2004/2/16,6.5,11.5,2.0
2004/2/17,6.2,13.0,0.3
2004/2/18,7.9,14.4,1.3
2004/2/19,9.3,17.0,2.2
2004/2/20,10.1,17.9,3.2
2004/2/21,11.4,18.2,4.9
2004/2/22,13.8,21.3,8.1
2004/2/23,8.7,12.5,4.3
2004/2/24,6.2,10.7,0.8
2004/2/25,10.2,15.7,5.1
2004/2/26,9.1,14.2,3.9
2004/2/27,6.4,10.5,1.9
2004/2/28,7.5,12.9,1.5
2004/2/29,10.8,16.9,6.6
2004/3/1,8.9,12.5,6.6
2004/3/2,6.8,13.4,3.2
2004/3/3,4.7,7.9,1.1
2004/3/4,4.0,9.3,0.7
2004/3/5,5.4,11.5,-1.7
2004/3/6,5.1,9.0,1.0
2004/3/7,2.5,7.1,-0.7
2004/3/8,4.5,9.2,-0.8
2004/3/9,8.7,14.3,2.3
2004/3/10,11.3,18.1,3.5
2004/3/11,13.2,17.1,9.9
2004/3/12,9.4,12.9,4.8
2004/3/13,8.9,15.8,1.6
2004/3/14,10.4,17.9,3.0
2004/3/15,11.7,17.5,5.7
2004/3/16,12.3,18.5,5.5
2004/3/17,16.4,23.3,9.5
2004/3/18,10.2,16.0,6.2
2004/3/19,8.3,12.6,2.4
2004/3/20,9.3,12.2,6.7
2004/3/21,9.3,13.0,4.4
2004/3/22,6.2,9.7,4.2
2004/3/23,8.5,13.8,2.3
2004/3/24,10.3,13.6,7.1
2004/3/25,10.9,14.1,8.6
2004/3/26,10.8,15.2,6.4
2004/3/27,9.9,15.9,2.6
2004/3/28,12.8,20.2,5.4
2004/3/29,15.0,21.6,7.4
2004/3/30,14.7,16.2,13.6
2004/3/31,13.3,17.9,8.2
2004/4/1,11.0,16.6,4.2
2004/4/2,14.8,19.4,11.4
2004/4/3,13.0,18.3,8.8
2004/4/4,8.2,11.4,6.3
2004/4/5,10.2,16.4,2.9
2004/4/6,12.9,19.8,5.4
2004/4/7,14.9,21.6,9.9
2004/4/8,13.9,19.3,10.1
2004/4/9,14.3,20.9,6.3
2004/4/10,16.5,24.3,8.7
2004/4/11,17.5,23.4,12.4
2004/4/12,18.9,26.2,11.2
2004/4/13,18.3,22.1,13.4
2004/4/14,15.4,17.7,12.6
2004/4/15,16.2,22.6,7.9
2004/4/16,19.3,25.4,12.4
2004/4/17,20.5,27.3,12.5
2004/4/18,20.7,26.4,13.4
2004/4/19,19.0,21.4,17.6
2004/4/20,19.7,24.3,15.7
2004/4/21,18.5,25.6,12.1
2004/4/22,21.7,29.6,13.8
2004/4/23,17.9,25.3,10.9
2004/4/24,12.5,17.7,7.2
2004/4/25,14.1,21.0,6.4
2004/4/26,15.7,21.6,8.8
2004/4/27,17.4,24.2,11.6
2004/4/28,14.7,20.3,10.1
2004/4/29,16.8,24.6,7.8
2004/4/30,17.8,23.7,11.1
2004/5/1,20.9,26.4,16.4
