ダウンロードした時刻：2017/07/24 15:36:56

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/1/1,0.2,2.9,-3.8
2016/1/2,2.9,7.9,-0.7
2016/1/3,3.7,6.7,2.4
2016/1/4,3.0,7.4,1.3
2016/1/5,0.6,1.8,0.1
2016/1/6,0.8,2.3,-0.9
2016/1/7,1.4,3.6,-0.3
2016/1/8,1.0,2.5,-0.3
2016/1/9,0.3,2.7,-0.5
2016/1/10,0.8,4.1,-0.8
2016/1/11,-1.3,0.1,-2.1
2016/1/12,-1.6,-0.1,-2.7
2016/1/13,-0.5,1.5,-2.9
2016/1/14,-1.4,0.9,-7.2
2016/1/15,-4.1,-1.0,-8.6
2016/1/16,-2.3,0.2,-5.1
2016/1/17,-0.9,1.0,-2.9
2016/1/18,0.3,2.6,-1.4
2016/1/19,0.0,1.7,-1.3
2016/1/20,-0.3,1.9,-2.2
2016/1/21,-0.7,0.4,-1.5
2016/1/22,-1.6,1.3,-3.1
2016/1/23,-1.7,0.2,-3.2
2016/1/24,-2.3,0.2,-3.7
2016/1/25,-1.8,-0.5,-3.8
2016/1/26,0.5,2.5,-1.3
2016/1/27,1.2,2.4,0.2
2016/1/28,1.2,3.1,0.2
2016/1/29,-0.2,1.3,-2.2
2016/1/30,-1.1,1.5,-2.6
2016/1/31,-0.6,2.0,-1.8
2016/2/1,-1.6,-0.3,-2.3
2016/2/2,-1.3,0.6,-3.8
2016/2/3,-0.8,2.1,-2.5
2016/2/4,0.6,3.6,-2.0
2016/2/5,0.7,3.3,-0.3
2016/2/6,-0.9,2.3,-3.3
2016/2/7,-2.3,0.5,-4.4
2016/2/8,-1.9,2.9,-6.1
2016/2/9,-0.6,1.3,-5.0
2016/2/10,-0.6,1.6,-1.6
2016/2/11,-0.2,4.3,-5.7
2016/2/12,-2.6,3.7,-9.6
2016/2/13,1.1,2.7,-1.3
2016/2/14,3.4,9.2,0.6
2016/2/15,-0.9,4.5,-4.7
2016/2/16,-1.4,1.5,-4.8
2016/2/17,-0.8,0.5,-2.9
2016/2/18,1.0,7.2,-4.2
2016/2/19,0.7,7.4,-6.5
2016/2/20,2.9,6.3,1.1
2016/2/21,2.9,7.6,0.3
2016/2/22,0.4,3.9,-2.9
2016/2/23,-0.2,3.4,-4.4
2016/2/24,-1.2,1.8,-4.0
2016/2/25,-2.2,1.0,-4.5
2016/2/26,-1.3,1.0,-3.2
2016/2/27,1.2,4.0,-1.2
2016/2/28,2.5,6.5,-1.9
2016/2/29,3.2,6.1,-0.8
2016/3/1,-1.3,0.6,-2.8
2016/3/2,-0.5,1.7,-2.8
2016/3/3,2.8,7.3,-0.9
2016/3/4,1.5,6.6,-2.6
2016/3/5,2.3,10.3,-5.1
2016/3/6,6.5,12.7,3.1
2016/3/7,4.3,7.6,2.3
2016/3/8,4.9,9.6,1.9
2016/3/9,2.7,4.8,0.5
2016/3/10,1.1,4.4,-1.5
2016/3/11,-0.2,4.4,-4.5
2016/3/12,0.2,4.7,-3.6
2016/3/13,0.3,6.4,-7.2
2016/3/14,3.4,8.1,0.1
2016/3/15,3.6,6.5,0.8
2016/3/16,5.8,12.1,0.0
2016/3/17,6.3,14.7,-0.7
2016/3/18,5.3,14.4,-1.7
2016/3/19,5.6,8.0,3.1
2016/3/20,4.9,8.7,2.5
2016/3/21,3.7,7.6,0.7
2016/3/22,5.6,10.7,2.2
2016/3/23,3.9,8.4,0.0
2016/3/24,2.9,8.2,-0.8
2016/3/25,1.8,7.3,-1.8
2016/3/26,2.6,8.2,-1.3
2016/3/27,3.5,12.7,-3.3
2016/3/28,5.2,14.4,-2.0
2016/3/29,6.4,15.5,-1.8
2016/3/30,6.4,13.9,0.6
2016/3/31,7.0,14.6,0.8
2016/4/1,7.1,16.5,-0.6
2016/4/2,8.0,11.2,6.4
2016/4/3,10.9,16.2,6.1
2016/4/4,7.4,10.5,2.4
2016/4/5,7.2,16.0,-0.3
2016/4/6,9.0,14.7,2.4
2016/4/7,7.2,12.1,2.0
2016/4/8,9.9,11.4,7.1
2016/4/9,10.8,19.2,4.6
2016/4/10,8.4,17.1,3.5
2016/4/11,3.8,6.7,1.2
2016/4/12,7.2,13.3,0.7
2016/4/13,9.9,20.3,1.3
2016/4/14,13.5,20.2,9.2
2016/4/15,7.3,12.4,5.9
2016/4/16,10.2,18.5,2.2
2016/4/17,12.3,20.6,6.2
2016/4/18,12.6,14.6,10.4
2016/4/19,9.1,13.8,2.7
2016/4/20,9.3,16.4,1.6
2016/4/21,12.4,18.8,4.8
2016/4/22,14.1,18.2,10.8
2016/4/23,15.0,24.0,8.8
2016/4/24,12.5,19.1,4.7
2016/4/25,11.9,22.0,1.2
2016/4/26,12.5,22.4,3.9
2016/4/27,12.2,22.3,3.9
2016/4/28,10.7,12.9,8.9
2016/4/29,9.0,11.9,4.5
2016/4/30,9.4,14.0,4.8
2016/5/1,10.0,12.7,8.0
