ダウンロードした時刻：2017/07/24 15:40:13

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,2.6,7.9,-1.1
2008/1/2,2.9,8.9,-2.2
2008/1/3,4.7,10.7,-0.6
2008/1/4,4.0,8.8,0.1
2008/1/5,3.6,8.7,0.4
2008/1/6,6.8,14.5,0.3
2008/1/7,6.6,10.1,3.5
2008/1/8,8.0,15.4,1.8
2008/1/9,8.1,14.8,3.9
2008/1/10,5.5,9.9,2.6
2008/1/11,6.4,11.8,1.1
2008/1/12,4.8,6.8,2.5
2008/1/13,2.2,6.1,0.0
2008/1/14,2.2,6.8,-1.3
2008/1/15,3.1,8.6,-0.9
2008/1/16,3.6,9.3,-0.2
2008/1/17,1.8,5.4,0.2
2008/1/18,1.9,6.6,-1.1
2008/1/19,1.5,6.5,-2.8
2008/1/20,2.9,7.7,-2.5
2008/1/21,4.1,7.1,2.0
2008/1/22,1.9,6.5,-2.7
2008/1/23,1.5,2.8,-0.1
2008/1/24,2.8,6.2,-0.5
2008/1/25,1.3,5.7,-0.9
2008/1/26,1.1,7.4,-3.4
2008/1/27,0.8,6.2,-4.1
2008/1/28,2.1,7.0,-3.4
2008/1/29,3.3,6.6,1.8
2008/1/30,6.1,11.6,2.1
2008/1/31,2.9,7.7,-0.7
2008/2/1,1.3,6.2,-3.0
2008/2/2,2.2,6.6,-2.5
2008/2/3,1.1,3.3,-0.2
2008/2/4,2.9,9.8,-2.4
2008/2/5,3.0,9.7,-1.2
2008/2/6,2.3,6.4,-0.4
2008/2/7,3.1,8.3,-0.4
2008/2/8,2.0,8.2,-3.1
2008/2/9,0.5,6.6,-3.7
2008/2/10,4.2,9.3,1.0
2008/2/11,3.3,8.4,-1.3
2008/2/12,4.7,7.8,0.1
2008/2/13,0.5,3.6,-1.9
2008/2/14,2.6,8.6,-1.6
2008/2/15,2.8,8.2,-2.1
2008/2/16,2.4,7.0,-1.6
2008/2/17,1.1,6.0,-1.6
2008/2/18,2.5,8.8,-2.9
2008/2/19,3.0,9.8,-2.6
2008/2/20,5.1,12.3,-1.3
2008/2/21,5.2,10.3,1.9
2008/2/22,6.2,13.4,-0.4
2008/2/23,3.7,12.8,-2.0
2008/2/24,0.3,4.3,-3.9
2008/2/25,1.4,6.5,-2.9
2008/2/26,4.2,10.6,-1.6
2008/2/27,3.3,7.3,-0.7
2008/2/28,3.6,8.5,-1.1
2008/2/29,5.7,12.7,-0.8
2008/3/1,5.4,12.4,2.0
2008/3/2,6.6,12.7,1.4
2008/3/3,7.1,14.4,2.2
2008/3/4,5.3,10.8,0.7
2008/3/5,3.5,9.0,0.4
2008/3/6,4.2,10.4,-2.1
2008/3/7,5.5,13.1,1.2
2008/3/8,5.5,11.6,-1.0
2008/3/9,8.0,15.6,0.4
2008/3/10,7.5,12.9,3.8
2008/3/11,10.7,18.8,3.4
2008/3/12,8.9,13.2,5.6
2008/3/13,8.9,13.7,5.2
2008/3/14,10.5,13.4,7.8
2008/3/15,13.9,21.6,8.8
2008/3/16,13.0,17.7,9.3
2008/3/17,12.5,18.5,8.2
2008/3/18,12.0,17.0,9.2
2008/3/19,10.3,13.0,8.3
2008/3/20,7.9,9.4,6.7
2008/3/21,11.5,18.3,6.0
2008/3/22,11.3,19.0,3.6
2008/3/23,11.6,19.0,3.7
2008/3/24,9.1,12.9,6.9
2008/3/25,10.6,17.4,2.7
2008/3/26,12.1,17.6,8.3
2008/3/27,11.1,16.0,5.1
2008/3/28,10.7,17.3,6.7
2008/3/29,9.1,14.6,5.0
2008/3/30,8.2,13.6,4.2
2008/3/31,7.1,12.0,4.4
2008/4/1,7.6,13.0,3.6
2008/4/2,10.8,16.7,6.3
2008/4/3,11.2,18.8,5.6
2008/4/4,12.4,20.1,4.9
2008/4/5,12.9,20.0,4.8
2008/4/6,13.5,21.9,4.8
2008/4/7,11.8,17.3,7.1
2008/4/8,11.2,13.9,9.7
2008/4/9,12.6,18.4,6.6
2008/4/10,9.3,11.1,8.4
2008/4/11,13.7,20.6,8.5
2008/4/12,13.9,20.9,7.1
2008/4/13,9.8,12.2,8.2
2008/4/14,13.6,21.3,8.6
2008/4/15,15.5,22.5,7.4
2008/4/16,15.9,20.7,9.7
2008/4/17,14.3,17.6,11.6
2008/4/18,13.1,16.1,11.4
2008/4/19,15.0,20.8,11.8
2008/4/20,15.3,19.9,10.6
2008/4/21,17.4,23.8,11.5
2008/4/22,16.0,24.1,10.4
2008/4/23,15.8,22.2,8.5
2008/4/24,14.7,18.5,11.1
2008/4/25,15.2,19.8,11.9
2008/4/26,10.5,13.0,8.6
2008/4/27,14.0,20.7,8.7
2008/4/28,15.1,21.2,10.3
2008/4/29,16.4,22.1,11.4
2008/4/30,20.0,27.2,12.8
2008/5/1,19.6,24.9,14.0
