ダウンロードした時刻：2019/10/10 15:37:28

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,-0.6,3.0,-3.7
2012/12/2,-0.5,2.2,-4.9
2012/12/3,1.7,7.3,-3.2
2012/12/4,5.0,8.5,1.8
2012/12/5,1.3,3.5,-2.1
2012/12/6,0.6,5.9,-2.2
2012/12/7,-0.5,0.7,-2.2
2012/12/8,-1.7,1.5,-3.8
2012/12/9,-3.2,-1.2,-4.5
2012/12/10,-1.6,2.8,-5.5
2012/12/11,-2.0,1.8,-5.7
2012/12/12,-1.6,3.0,-4.9
2012/12/13,-3.0,1.0,-8.0
2012/12/14,1.3,7.0,-2.5
2012/12/15,2.1,3.2,1.1
2012/12/16,3.9,6.3,1.7
2012/12/17,3.0,7.0,-1.0
2012/12/18,2.2,5.7,-2.0
2012/12/19,-3.0,-1.7,-6.1
2012/12/20,-2.8,1.4,-6.6
2012/12/21,-0.2,2.7,-4.2
2012/12/22,-0.5,2.1,-4.2
2012/12/23,-0.9,1.7,-3.3
2012/12/24,-3.8,0.5,-6.8
2012/12/25,-3.6,-0.5,-6.9
2012/12/26,-6.1,-4.1,-9.8
2012/12/27,-4.3,-0.8,-9.7
2012/12/28,-1.3,0.8,-5.7
2012/12/29,-1.2,3.1,-6.1
2012/12/30,2.2,4.3,-0.2
2012/12/31,-0.6,3.4,-3.5
2013/1/1,-2.4,0.6,-6.0
2013/1/2,-2.5,0.5,-6.8
2013/1/3,-5.3,-3.2,-8.4
2013/1/4,-5.9,-2.6,-9.9
2013/1/5,-4.0,-0.4,-8.8
2013/1/6,-2.3,0.5,-4.9
2013/1/7,-2.2,0.4,-7.0
2013/1/8,-4.1,1.1,-9.5
2013/1/9,-5.9,-1.7,-8.7
2013/1/10,-5.2,-1.2,-10.3
2013/1/11,-4.6,-1.3,-11.3
2013/1/12,-3.0,-0.9,-6.8
2013/1/13,-0.1,2.7,-4.3
2013/1/14,-3.4,-1.9,-5.1
2013/1/15,-2.6,0.6,-7.0
2013/1/16,-4.7,-1.6,-8.7
2013/1/17,-4.7,1.1,-8.9
2013/1/18,-7.1,-2.3,-11.8
2013/1/19,-1.7,2.5,-6.6
2013/1/20,-0.4,3.2,-5.4
2013/1/21,-1.2,4.1,-6.9
2013/1/22,-0.9,0.8,-3.5
2013/1/23,-2.4,3.0,-7.5
2013/1/24,-0.8,3.6,-5.3
2013/1/25,-2.1,1.1,-6.8
2013/1/26,-5.6,-3.9,-6.6
2013/1/27,-1.4,3.6,-7.4
2013/1/28,-2.1,2.3,-7.6
2013/1/29,-1.0,1.9,-3.3
2013/1/30,-1.0,3.1,-3.9
2013/1/31,-0.8,4.5,-4.4
2013/2/1,-1.5,4.9,-7.8
2013/2/2,3.0,9.6,-1.8
2013/2/3,-1.8,-0.1,-3.7
2013/2/4,-0.8,2.0,-3.7
2013/2/5,-1.8,2.0,-4.0
2013/2/6,-1.9,0.1,-4.0
2013/2/7,-1.2,2.3,-4.6
2013/2/8,-3.3,-0.7,-5.0
2013/2/9,-3.4,-1.1,-5.9
2013/2/10,-2.7,1.4,-6.1
2013/2/11,-3.8,-1.0,-5.9
2013/2/12,-3.4,-0.4,-8.6
2013/2/13,-0.6,2.6,-2.9
2013/2/14,-0.9,3.6,-6.3
2013/2/15,0.4,2.1,-2.2
2013/2/16,-4.2,-1.8,-5.9
2013/2/17,-3.9,0.1,-7.6
2013/2/18,-2.1,2.1,-5.4
2013/2/19,-1.3,2.1,-5.4
2013/2/20,-5.7,-1.6,-9.4
2013/2/21,-5.4,-1.4,-11.2
2013/2/22,-2.6,0.8,-8.1
2013/2/23,-3.2,0.8,-6.7
2013/2/24,-5.6,-3.6,-8.9
2013/2/25,-6.3,-0.9,-11.7
2013/2/26,-3.8,1.0,-10.6
2013/2/27,-0.8,6.4,-8.5
2013/2/28,3.6,6.4,0.2
2013/3/1,2.7,6.0,0.0
2013/3/2,-0.4,4.1,-1.8
2013/3/3,-0.1,3.2,-2.2
2013/3/4,-0.3,4.8,-5.3
2013/3/5,-0.6,4.2,-5.8
2013/3/6,3.7,8.6,-0.4
2013/3/7,3.3,8.6,-3.8
2013/3/8,6.1,10.8,4.1
2013/3/9,1.2,7.0,-1.7
2013/3/10,-0.5,6.2,-5.8
2013/3/11,-2.9,0.5,-6.8
2013/3/12,2.6,10.0,-2.4
2013/3/13,2.2,6.0,-1.4
2013/3/14,0.1,3.5,-2.2
2013/3/15,1.6,8.2,-4.2
2013/3/16,1.9,8.6,-1.8
2013/3/17,3.7,9.5,-1.7
2013/3/18,4.9,9.3,-0.1
2013/3/19,6.7,10.4,0.9
2013/3/20,5.0,10.6,-0.1
2013/3/21,-0.6,1.8,-3.7
2013/3/22,5.2,12.6,-1.1
2013/3/23,2.2,5.7,0.3
2013/3/24,3.4,10.1,-1.3
2013/3/25,3.0,8.9,-1.2
2013/3/26,1.5,5.3,-1.0
2013/3/27,4.4,10.6,-3.8
2013/3/28,9.0,16.9,4.6
2013/3/29,5.9,10.9,1.3
2013/3/30,2.5,7.8,-2.3
2013/3/31,1.6,5.1,-1.8
