ダウンロードした時刻：2019/10/10 16:08:43

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,12.9,13.5,12.1
2003/12/2,12.8,14.3,10.7
2003/12/3,11.2,14.3,5.8
2003/12/4,8.6,12.4,4.7
2003/12/5,7.8,12.2,3.0
2003/12/6,10.9,13.6,8.7
2003/12/7,8.7,12.8,5.2
2003/12/8,6.9,10.6,3.8
2003/12/9,6.5,8.6,4.4
2003/12/10,6.9,10.1,2.8
2003/12/11,5.2,8.2,1.9
2003/12/12,8.3,12.2,5.7
2003/12/13,5.6,8.3,4.1
2003/12/14,6.2,9.9,3.9
2003/12/15,6.5,11.8,2.3
2003/12/16,5.2,7.5,3.5
2003/12/17,6.7,11.8,2.6
2003/12/18,6.3,8.6,4.4
2003/12/19,4.9,8.4,1.2
2003/12/20,2.0,5.3,0.1
2003/12/21,2.9,5.3,0.8
2003/12/22,5.3,9.0,1.8
2003/12/23,6.9,10.7,2.8
2003/12/24,7.0,11.0,2.8
2003/12/25,8.4,14.0,2.4
2003/12/26,7.5,11.2,3.6
2003/12/27,2.6,4.6,0.4
2003/12/28,4.0,7.8,1.4
2003/12/29,5.7,11.1,-0.5
2003/12/30,7.3,9.8,4.4
2003/12/31,5.5,7.6,3.9
2004/1/1,7.9,12.0,5.2
2004/1/2,6.6,12.6,2.3
2004/1/3,7.2,11.1,4.2
2004/1/4,7.0,10.0,4.6
2004/1/5,5.9,9.7,3.0
2004/1/6,4.5,8.5,1.2
2004/1/7,4.8,8.5,-0.2
2004/1/8,3.3,7.2,0.7
2004/1/9,3.6,7.1,-0.2
2004/1/10,3.5,8.3,-1.4
2004/1/11,3.1,5.1,1.1
2004/1/12,4.2,6.8,-0.9
2004/1/13,4.0,8.3,0.3
2004/1/14,0.8,1.7,-0.1
2004/1/15,2.2,3.0,0.9
2004/1/16,2.2,3.0,1.0
2004/1/17,1.1,2.9,-0.9
2004/1/18,0.9,5.1,-2.9
2004/1/19,4.5,7.7,2.3
2004/1/20,4.2,7.9,1.0
2004/1/21,2.9,7.8,-0.4
2004/1/22,-1.1,1.1,-3.5
2004/1/23,1.0,4.8,-3.1
2004/1/24,2.7,6.7,-0.5
2004/1/25,1.7,6.0,-0.7
2004/1/26,2.2,4.9,-0.1
2004/1/27,2.4,6.5,0.2
2004/1/28,3.5,7.2,0.7
2004/1/29,4.3,7.4,2.0
2004/1/30,4.8,8.3,2.2
2004/1/31,5.3,7.5,2.8
2004/2/1,3.6,7.5,-1.1
2004/2/2,6.3,8.2,4.2
2004/2/3,6.0,8.7,1.9
2004/2/4,3.1,6.2,0.9
2004/2/5,2.4,6.5,0.1
2004/2/6,2.6,6.5,-0.2
2004/2/7,2.2,5.4,-1.1
2004/2/8,3.4,7.5,0.0
2004/2/9,3.2,5.5,1.4
2004/2/10,3.0,7.0,-0.4
2004/2/11,3.1,7.9,-2.5
2004/2/12,4.9,10.3,1.2
2004/2/13,5.0,9.3,0.0
2004/2/14,6.3,13.5,0.7
2004/2/15,4.2,6.5,2.8
2004/2/16,4.0,6.7,0.1
2004/2/17,3.0,7.8,-1.5
2004/2/18,6.8,10.1,2.5
2004/2/19,5.7,13.2,-0.4
2004/2/20,8.1,14.3,2.3
2004/2/21,9.1,14.5,3.5
2004/2/22,11.7,18.3,6.5
2004/2/23,5.6,10.5,3.9
2004/2/24,5.4,8.3,1.0
2004/2/25,8.3,13.3,3.7
2004/2/26,6.4,10.4,2.5
2004/2/27,3.3,6.6,0.6
2004/2/28,5.8,11.3,0.5
2004/2/29,7.3,9.9,5.3
2004/3/1,6.2,9.0,5.0
2004/3/2,3.8,8.5,0.1
2004/3/3,2.7,4.6,0.5
2004/3/4,2.5,7.3,0.5
2004/3/5,4.9,10.7,-0.7
2004/3/6,4.1,8.8,0.9
2004/3/7,0.2,2.2,-1.2
2004/3/8,1.6,5.4,-0.5
2004/3/9,4.3,10.8,-0.6
2004/3/10,8.3,17.6,0.3
2004/3/11,9.7,16.2,5.9
2004/3/12,7.6,9.5,3.2
2004/3/13,6.4,13.3,0.6
2004/3/14,7.1,15.4,1.3
2004/3/15,7.8,14.2,2.5
2004/3/16,9.5,18.0,1.5
2004/3/17,14.9,21.8,8.5
2004/3/18,7.8,17.6,4.0
2004/3/19,7.0,12.1,3.5
2004/3/20,6.3,10.0,3.6
2004/3/21,7.3,12.1,1.4
2004/3/22,5.4,9.0,3.3
2004/3/23,8.1,12.8,4.2
2004/3/24,8.4,12.9,4.3
2004/3/25,9.0,12.0,5.6
2004/3/26,9.1,12.1,7.2
2004/3/27,8.8,12.9,4.9
2004/3/28,9.3,16.9,1.8
2004/3/29,13.4,21.7,5.2
2004/3/30,14.2,17.6,11.5
2004/3/31,10.5,12.9,8.3
