ダウンロードした時刻：2019/10/10 16:18:32

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.5,14.5,12.6
2003/12/2,13.3,16.2,11.6
2003/12/3,12.1,16.2,9.4
2003/12/4,12.0,15.9,9.1
2003/12/5,11.5,14.9,7.0
2003/12/6,14.9,19.8,11.0
2003/12/7,10.2,14.5,5.5
2003/12/8,7.5,10.5,4.4
2003/12/9,9.5,12.9,5.9
2003/12/10,8.7,12.1,6.1
2003/12/11,7.2,8.9,4.4
2003/12/12,9.6,12.7,6.7
2003/12/13,8.2,11.8,5.5
2003/12/14,8.5,13.3,4.8
2003/12/15,8.1,13.2,3.7
2003/12/16,7.9,11.2,4.7
2003/12/17,9.0,13.6,4.0
2003/12/18,8.8,11.5,7.0
2003/12/19,5.7,8.8,2.6
2003/12/20,3.7,6.0,1.6
2003/12/21,5.7,9.7,3.0
2003/12/22,7.7,13.9,1.2
2003/12/23,8.8,15.1,4.5
2003/12/24,10.7,16.3,3.9
2003/12/25,10.7,15.9,4.1
2003/12/26,9.6,13.2,5.2
2003/12/27,5.4,7.7,3.4
2003/12/28,6.2,10.8,3.0
2003/12/29,8.5,13.7,0.8
2003/12/30,10.7,14.8,6.4
2003/12/31,8.3,11.0,5.9
2004/1/1,9.0,14.1,5.9
2004/1/2,8.3,12.7,4.0
2004/1/3,8.3,12.0,4.1
2004/1/4,8.3,12.7,5.1
2004/1/5,7.9,11.9,4.3
2004/1/6,7.5,12.2,4.9
2004/1/7,9.2,13.9,4.8
2004/1/8,6.1,9.2,3.0
2004/1/9,5.0,9.0,1.5
2004/1/10,8.4,13.5,3.3
2004/1/11,6.3,8.6,4.8
2004/1/12,5.9,9.4,2.2
2004/1/13,6.2,8.0,4.5
2004/1/14,5.1,8.2,3.3
2004/1/15,6.1,9.9,1.6
2004/1/16,4.8,6.1,3.6
2004/1/17,3.2,5.2,0.6
2004/1/18,6.2,9.7,2.1
2004/1/19,6.8,9.5,4.4
2004/1/20,6.5,9.9,3.6
2004/1/21,4.5,8.1,0.2
2004/1/22,-1.0,1.6,-2.8
2004/1/23,3.0,7.2,-1.1
2004/1/24,3.6,7.7,1.6
2004/1/25,3.0,7.1,-0.8
2004/1/26,3.8,7.8,0.7
2004/1/27,4.4,8.5,2.0
2004/1/28,5.3,11.0,1.8
2004/1/29,7.4,13.1,1.1
2004/1/30,7.6,12.3,2.6
2004/1/31,8.0,12.3,4.3
2004/2/1,6.7,11.2,0.7
2004/2/2,9.7,13.2,7.2
2004/2/3,7.1,10.4,3.3
2004/2/4,4.2,8.3,1.8
2004/2/5,2.7,8.8,-0.8
2004/2/6,2.6,7.1,-1.6
2004/2/7,2.9,7.8,-1.6
2004/2/8,4.6,9.8,-0.8
2004/2/9,5.7,9.2,1.9
2004/2/10,5.4,9.1,2.2
2004/2/11,6.2,11.5,0.4
2004/2/12,8.6,14.1,3.2
2004/2/13,7.8,12.2,2.5
2004/2/14,9.6,19.8,1.9
2004/2/15,8.2,11.5,5.4
2004/2/16,7.2,11.2,2.8
2004/2/17,6.9,12.8,0.5
2004/2/18,8.8,15.1,5.1
2004/2/19,7.8,13.6,2.9
2004/2/20,10.5,17.6,3.7
2004/2/21,12.4,19.7,4.7
2004/2/22,16.7,23.2,13.4
2004/2/23,9.2,13.6,5.8
2004/2/24,6.6,9.9,1.9
2004/2/25,9.7,14.3,6.6
2004/2/26,10.5,15.9,5.8
2004/2/27,7.7,12.2,3.9
2004/2/28,8.5,14.4,2.0
2004/2/29,12.2,16.8,9.2
2004/3/1,8.3,10.6,6.8
2004/3/2,7.8,12.3,4.4
2004/3/3,4.9,7.5,2.9
2004/3/4,4.5,8.0,2.0
2004/3/5,6.7,12.9,0.0
2004/3/6,5.4,10.1,1.1
2004/3/7,3.0,6.4,0.6
2004/3/8,5.3,10.7,0.3
2004/3/9,8.6,14.2,2.9
2004/3/10,12.8,22.5,3.3
2004/3/11,15.4,21.6,10.9
2004/3/12,9.0,11.5,6.0
2004/3/13,9.9,17.0,3.6
2004/3/14,10.4,15.7,3.9
2004/3/15,12.3,16.8,7.9
2004/3/16,13.0,19.7,5.1
2004/3/17,17.9,22.5,11.0
2004/3/18,10.7,18.8,6.5
2004/3/19,8.8,12.9,4.8
2004/3/20,9.0,10.8,7.1
2004/3/21,9.5,13.4,5.5
2004/3/22,7.0,9.5,5.7
2004/3/23,10.2,14.3,6.6
2004/3/24,9.7,11.6,7.6
2004/3/25,10.9,13.3,8.8
2004/3/26,10.8,14.8,7.8
2004/3/27,10.4,15.0,5.7
2004/3/28,13.3,18.8,6.4
2004/3/29,15.1,20.8,8.2
2004/3/30,15.1,17.1,13.6
2004/3/31,14.0,17.1,9.6
