É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:18

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1982/12/1,9.0,15.4,3.3
1982/12/2,8.8,15.5,1.9
1982/12/3,10.3,16.5,3.9
1982/12/4,9.5,14.7,5.0
1982/12/5,8.8,13.9,4.2
1982/12/6,4.7,9.8,-2.1
1982/12/7,0.6,6.7,-4.6
1982/12/8,2.4,9.7,-3.8
1982/12/9,1.3,7.7,-2.5
1982/12/10,4.2,13.1,-3.1
1982/12/11,7.6,13.3,-0.4
1982/12/12,10.2,13.2,6.6
1982/12/13,3.7,7.9,-1.2
1982/12/14,4.3,7.9,-1.3
1982/12/15,4.5,11.2,-1.1
1982/12/16,4.6,9.7,-1.2
1982/12/17,4.6,8.0,0.4
1982/12/18,4.2,10.6,-2.6
1982/12/19,1.9,7.5,-2.5
1982/12/20,1.5,9.0,-4.8
1982/12/21,5.1,12.5,-3.1
1982/12/22,6.2,7.7,4.0
1982/12/23,6.9,13.5,3.6
1982/12/24,7.3,15.0,1.1
1982/12/25,4.6,12.7,-0.6
1982/12/26,2.9,3.7,1.4
1982/12/27,5.3,11.2,0.8
1982/12/28,5.0,10.2,-0.5
1982/12/29,5.6,11.4,1.2
1982/12/30,3.8,11.8,-1.8
1982/12/31,0.9,7.2,-3.8
1983/1/1,0.4,7.5,-5.2
1983/1/2,-0.2,5.8,-6.0
1983/1/3,0.8,7.4,-5.7
1983/1/4,0.3,7.2,-6.0
1983/1/5,3.8,8.2,-1.6
1983/1/6,6.1,8.3,4.1
1983/1/7,6.7,9.1,4.0
1983/1/8,6.8,9.8,5.1
1983/1/9,3.6,10.5,-1.8
1983/1/10,1.4,5.3,-2.7
1983/1/11,1.0,6.9,-4.8
1983/1/12,0.7,8.7,-6.4
1983/1/13,3.6,9.4,-3.1
1983/1/14,1.7,6.3,-3.5
1983/1/15,1.6,8.3,-3.3
1983/1/16,0.1,7.2,-5.2
1983/1/17,3.5,10.1,-4.4
1983/1/18,2.2,3.7,1.0
1983/1/19,1.7,7.4,-3.0
1983/1/20,1.0,6.7,-4.3
1983/1/21,0.0,5.1,-6.0
1983/1/22,-1.6,2.8,-6.4
1983/1/23,-1.9,4.9,-8.1
1983/1/24,0.8,9.9,-7.4
1983/1/25,1.7,8.8,-5.0
1983/1/26,3.6,12.7,-3.3
1983/1/27,2.1,9.8,-5.0
1983/1/28,2.7,12.0,-4.9
1983/1/29,4.4,13.7,-4.3
1983/1/30,5.4,11.6,-0.6
1983/1/31,2.0,8.2,-3.1
1983/2/1,3.1,7.1,-3.1
1983/2/2,3.3,4.1,2.2
1983/2/3,3.1,9.2,-2.8
1983/2/4,1.1,7.8,-5.1
1983/2/5,1.7,9.2,-5.1
1983/2/6,3.4,13.4,-3.7
1983/2/7,3.3,8.5,0.4
1983/2/8,1.1,7.6,-3.9
1983/2/9,0.9,8.1,-5.4
1983/2/10,2.1,8.7,-4.0
1983/2/11,0.7,7.0,-5.9
1983/2/12,0.9,8.9,-5.3
1983/2/13,-2.2,3.7,-8.2
1983/2/14,-0.7,5.3,-8.2
1983/2/15,3.4,10.9,-1.9
1983/2/16,3.8,10.7,-4.0
1983/2/17,2.3,3.9,0.2
1983/2/18,4.0,6.8,1.6
1983/2/19,3.1,8.8,-1.7
1983/2/20,1.7,8.9,-4.9
1983/2/21,1.3,9.2,-4.4
1983/2/22,1.4,8.4,-6.2
1983/2/23,3.6,10.5,-4.5
1983/2/24,2.0,3.2,0.7
1983/2/25,2.1,7.8,-1.7
1983/2/26,1.2,8.3,-5.0
1983/2/27,2.2,9.4,-4.8
1983/2/28,3.4,10.9,-3.1
1983/3/1,6.2,13.6,-3.7
1983/3/2,5.4,7.4,4.3
1983/3/3,7.5,16.2,0.9
1983/3/4,3.5,8.9,-1.4
1983/3/5,2.7,9.3,-3.8
1983/3/6,3.5,11.4,-4.5
1983/3/7,2.4,7.3,-3.5
1983/3/8,2.3,8.2,-2.7
1983/3/9,2.9,9.3,-5.6
1983/3/10,4.4,5.4,3.2
1983/3/11,8.7,15.4,1.7
1983/3/12,5.9,10.1,-1.8
1983/3/13,6.5,9.9,4.1
1983/3/14,4.5,10.0,-2.4
1983/3/15,4.2,12.2,-4.4
1983/3/16,5.0,10.4,-1.8
1983/3/17,6.1,9.1,4.2
1983/3/18,4.0,8.0,-0.8
1983/3/19,4.3,11.2,-4.0
1983/3/20,7.2,13.9,0.0
1983/3/21,5.5,10.5,2.4
1983/3/22,8.8,18.0,0.3
1983/3/23,11.2,14.7,5.6
1983/3/24,9.9,12.7,7.3
1983/3/25,7.5,12.2,3.9
1983/3/26,7.0,12.2,2.5
1983/3/27,4.7,5.9,3.5
1983/3/28,8.6,14.3,3.7
1983/3/29,8.0,11.2,5.5
1983/3/30,7.3,9.9,4.3
1983/3/31,8.3,15.3,1.5
