ダウンロードした時刻：2019/10/10 15:40:48

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,9.7,16.2,4.9
1998/12/2,4.5,6.7,1.3
1998/12/3,2.4,5.9,-1.3
1998/12/4,3.1,9.3,-1.5
1998/12/5,3.5,4.5,1.9
1998/12/6,5.9,8.4,0.7
1998/12/7,2.4,4.3,-0.3
1998/12/8,8.6,13.6,4.0
1998/12/9,5.3,7.7,3.9
1998/12/10,3.4,6.7,-0.9
1998/12/11,2.1,8.7,-2.1
1998/12/12,3.5,7.7,0.5
1998/12/13,6.9,14.5,-1.4
1998/12/14,10.8,14.9,8.1
1998/12/15,8.0,11.3,5.9
1998/12/16,9.0,13.0,4.6
1998/12/17,8.4,11.8,4.8
1998/12/18,4.5,9.9,0.3
1998/12/19,5.8,14.3,-2.2
1998/12/20,4.3,8.8,1.3
1998/12/21,4.6,6.9,2.5
1998/12/22,6.8,12.4,2.8
1998/12/23,6.7,9.4,3.9
1998/12/24,4.7,6.0,3.3
1998/12/25,4.7,9.4,0.5
1998/12/26,5.0,8.4,0.4
1998/12/27,3.7,8.9,0.0
1998/12/28,3.0,9.8,-2.1
1998/12/29,4.2,11.1,-2.3
1998/12/30,3.5,7.5,0.7
1998/12/31,0.7,2.1,-1.1
1999/1/1,1.1,3.8,-1.6
1999/1/2,1.5,5.5,-2.9
1999/1/3,1.5,3.6,-0.3
1999/1/4,0.6,1.9,-0.8
1999/1/5,2.2,8.3,-4.2
1999/1/6,4.1,7.8,1.1
1999/1/7,3.1,7.2,-1.0
1999/1/8,-2.2,-0.3,-3.7
1999/1/9,-3.1,-0.7,-5.8
1999/1/10,-1.3,2.2,-6.6
1999/1/11,-0.2,1.9,-1.8
1999/1/12,1.8,5.2,-3.5
1999/1/13,2.2,5.0,-0.9
1999/1/14,1.7,2.9,0.1
1999/1/15,1.7,6.0,-1.0
1999/1/16,2.2,4.5,-1.0
1999/1/17,1.2,4.2,-1.6
1999/1/18,1.5,8.4,-3.2
1999/1/19,1.3,4.6,-2.5
1999/1/20,5.1,9.5,0.9
1999/1/21,1.0,3.7,-1.1
1999/1/22,2.7,8.0,-1.2
1999/1/23,6.0,11.5,2.8
1999/1/24,2.7,5.7,0.3
1999/1/25,3.3,5.1,1.3
1999/1/26,4.2,8.2,1.0
1999/1/27,4.1,10.5,-1.0
1999/1/28,4.7,11.2,0.2
1999/1/29,-0.1,3.9,-2.4
1999/1/30,-0.9,2.5,-2.9
1999/1/31,2.6,7.4,-2.5
1999/2/1,4.8,9.9,1.1
1999/2/2,2.0,8.8,-1.9
1999/2/3,-1.6,2.8,-3.7
1999/2/4,-0.9,3.5,-4.9
1999/2/5,0.9,8.5,-5.6
1999/2/6,1.3,4.2,-1.2
1999/2/7,3.3,10.4,-3.2
1999/2/8,4.0,9.0,-0.3
1999/2/9,2.8,9.7,-4.1
1999/2/10,2.9,7.1,-0.9
1999/2/11,0.4,2.2,-1.0
1999/2/12,1.9,6.2,-1.0
1999/2/13,-1.5,0.8,-2.9
1999/2/14,-1.2,1.6,-2.6
1999/2/15,1.5,6.4,-3.3
1999/2/16,3.6,12.5,-3.9
1999/2/17,6.2,14.9,-2.2
1999/2/18,9.3,13.5,4.6
1999/2/19,3.0,6.3,0.1
1999/2/20,1.3,6.8,-3.3
1999/2/21,0.0,3.4,-2.6
1999/2/22,2.2,7.5,-3.7
1999/2/23,3.7,7.5,0.9
1999/2/24,1.7,5.6,-1.1
1999/2/25,4.2,7.5,0.2
1999/2/26,6.3,13.1,0.4
1999/2/27,4.3,11.2,-3.1
1999/2/28,0.9,5.0,-3.4
1999/3/1,6.6,13.7,-1.5
1999/3/2,8.0,14.2,3.9
1999/3/3,7.0,13.3,2.5
1999/3/4,10.6,16.7,5.0
1999/3/5,8.1,18.2,0.6
1999/3/6,5.1,8.4,0.8
1999/3/7,0.5,1.4,-0.5
1999/3/8,4.7,8.7,0.7
1999/3/9,4.4,7.7,2.1
1999/3/10,4.1,10.1,0.8
1999/3/11,4.5,7.1,1.0
1999/3/12,1.3,4.8,-1.4
1999/3/13,4.4,13.8,-4.2
1999/3/14,10.8,19.3,0.4
1999/3/15,9.7,13.8,6.5
1999/3/16,8.4,13.2,5.8
1999/3/17,10.2,19.4,2.8
1999/3/18,14.0,20.6,6.3
1999/3/19,12.7,19.5,5.1
1999/3/20,4.1,5.3,1.5
1999/3/21,1.5,6.0,-1.2
1999/3/22,2.0,4.9,0.1
1999/3/23,2.8,6.9,-0.6
1999/3/24,7.1,17.5,-2.4
1999/3/25,9.9,17.9,4.3
1999/3/26,12.5,21.9,3.9
1999/3/27,8.6,13.5,4.1
1999/3/28,5.4,11.6,1.5
1999/3/29,1.3,5.8,-0.9
1999/3/30,4.0,9.3,-1.3
1999/3/31,2.5,5.9,0.4
