ダウンロードした時刻：2019/10/10 16:17:52

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,13.2,21.0,8.1
2010/12/2,13.5,19.2,7.7
2010/12/3,13.0,19.6,6.2
2010/12/4,9.4,16.5,3.7
2010/12/5,11.0,19.0,5.1
2010/12/6,12.7,20.2,6.7
2010/12/7,11.8,16.8,9.0
2010/12/8,10.0,14.8,5.1
2010/12/9,8.0,12.5,4.7
2010/12/10,8.2,13.9,2.8
2010/12/11,10.2,16.0,5.6
2010/12/12,10.9,16.6,5.4
2010/12/13,11.3,13.6,9.0
2010/12/14,15.0,20.5,9.3
2010/12/15,7.4,10.4,4.9
2010/12/16,4.6,7.7,0.6
2010/12/17,4.6,11.2,-0.7
2010/12/18,7.8,13.9,2.6
2010/12/19,8.7,15.4,2.8
2010/12/20,11.6,19.9,6.6
2010/12/21,9.2,12.0,6.8
2010/12/22,10.9,17.4,6.5
2010/12/23,10.5,17.2,5.2
2010/12/24,7.1,13.1,2.2
2010/12/25,2.5,7.1,-1.1
2010/12/26,3.5,9.9,-0.1
2010/12/27,3.9,8.2,1.6
2010/12/28,6.8,13.7,0.4
2010/12/29,5.8,10.9,2.0
2010/12/30,4.6,11.6,0.8
2010/12/31,2.5,6.7,-1.2
2011/1/1,3.5,8.2,-2.6
2011/1/2,6.2,12.3,2.0
2011/1/3,6.1,11.7,1.2
2011/1/4,6.6,11.8,2.6
2011/1/5,5.6,11.3,0.5
2011/1/6,5.0,9.8,1.1
2011/1/7,3.6,9.1,0.0
2011/1/8,4.1,10.9,-1.4
2011/1/9,5.7,12.4,-0.1
2011/1/10,3.8,7.9,-0.1
2011/1/11,3.6,9.1,-1.4
2011/1/12,4.3,10.5,-0.2
2011/1/13,3.2,8.5,-2.0
2011/1/14,4.2,11.0,-1.4
2011/1/15,4.5,9.2,-0.6
2011/1/16,0.3,4.7,-3.5
2011/1/17,2.3,10.3,-4.0
2011/1/18,4.3,11.1,-2.1
2011/1/19,4.8,10.3,0.3
2011/1/20,4.0,10.4,-1.4
2011/1/21,5.1,11.5,-1.0
2011/1/22,5.5,13.1,-0.3
2011/1/23,5.9,11.1,0.5
2011/1/24,5.9,11.3,1.8
2011/1/25,4.7,10.4,0.0
2011/1/26,3.7,10.6,-0.6
2011/1/27,3.3,9.7,-1.7
2011/1/28,4.9,9.4,-0.5
2011/1/29,4.5,10.9,0.0
2011/1/30,1.4,6.2,-2.5
2011/1/31,1.2,7.3,-3.7
2011/2/1,4.1,11.5,-3.0
2011/2/2,6.4,13.1,0.5
2011/2/3,7.1,14.1,0.9
2011/2/4,7.6,15.2,1.4
2011/2/5,8.9,16.1,3.0
2011/2/6,8.6,15.7,2.7
2011/2/7,8.4,14.9,2.5
2011/2/8,9.6,16.0,4.2
2011/2/9,10.0,14.0,7.1
2011/2/10,8.2,12.9,3.5
2011/2/11,5.9,11.8,3.7
2011/2/12,4.3,7.4,1.1
2011/2/13,4.2,8.9,-0.1
2011/2/14,3.8,5.7,2.3
2011/2/15,5.3,11.4,0.4
2011/2/16,7.3,13.9,-0.5
2011/2/17,9.9,11.9,8.1
2011/2/18,10.2,13.7,5.2
2011/2/19,7.8,12.9,1.3
2011/2/20,9.9,16.0,4.5
2011/2/21,10.9,16.7,5.0
2011/2/22,10.8,17.0,4.2
2011/2/23,11.7,16.3,7.5
2011/2/24,14.0,19.1,10.4
2011/2/25,15.6,23.1,10.7
2011/2/26,11.4,16.5,6.2
2011/2/27,12.9,18.4,7.3
2011/2/28,14.7,21.2,12.0
2011/3/1,12.2,14.4,9.7
2011/3/2,9.5,15.3,4.6
2011/3/3,5.7,10.1,1.9
2011/3/4,5.7,10.9,2.6
2011/3/5,6.5,12.3,0.0
2011/3/6,8.3,13.7,4.1
2011/3/7,9.6,15.4,5.4
2011/3/8,7.5,14.8,2.0
2011/3/9,7.0,13.3,2.0
2011/3/10,5.9,12.4,0.4
2011/3/11,7.2,14.1,0.5
2011/3/12,8.4,13.4,2.1
2011/3/13,12.5,18.1,8.2
2011/3/14,15.1,21.7,9.7
2011/3/15,15.0,19.9,11.4
2011/3/16,6.4,11.8,1.4
2011/3/17,4.7,10.7,0.8
2011/3/18,6.9,12.5,-0.3
2011/3/19,12.3,17.7,7.2
2011/3/20,12.2,15.2,8.6
2011/3/21,14.8,19.4,12.7
2011/3/22,12.3,18.3,8.1
2011/3/23,9.0,13.7,5.4
2011/3/24,8.3,12.7,5.1
2011/3/25,7.5,13.9,2.5
2011/3/26,7.6,12.4,4.0
2011/3/27,7.6,14.1,1.1
2011/3/28,8.5,14.3,1.7
2011/3/29,10.0,16.6,3.6
2011/3/30,11.1,17.1,4.5
2011/3/31,12.3,19.4,4.7
