ダウンロードした時刻：2019/10/10 16:00:16

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,12.1,18.4,6.7
1980/12/2,10.2,13.1,8.8
1980/12/3,13.9,18.0,9.5
1980/12/4,12.6,16.2,7.0
1980/12/5,8.5,13.1,3.4
1980/12/6,8.2,12.8,3.7
1980/12/7,9.3,13.8,3.8
1980/12/8,9.1,12.7,5.3
1980/12/9,6.7,10.0,4.6
1980/12/10,8.8,13.8,3.3
1980/12/11,9.2,12.6,5.0
1980/12/12,13.0,16.5,5.7
1980/12/13,6.5,10.9,3.3
1980/12/14,5.5,9.0,1.8
1980/12/15,6.4,10.6,3.1
1980/12/16,6.4,10.5,2.2
1980/12/17,6.6,11.1,1.5
1980/12/18,6.6,10.1,2.3
1980/12/19,6.6,10.3,2.9
1980/12/20,5.1,9.8,2.4
1980/12/21,4.8,9.6,0.9
1980/12/22,5.3,10.4,0.0
1980/12/23,4.3,8.1,1.6
1980/12/24,6.6,9.0,2.0
1980/12/25,9.8,14.5,6.1
1980/12/26,6.9,12.4,2.8
1980/12/27,5.5,10.2,2.3
1980/12/28,4.4,9.4,0.6
1980/12/29,4.8,10.0,0.5
1980/12/30,6.5,11.6,1.2
1980/12/31,5.8,10.4,2.2
1981/1/1,5.4,8.4,0.4
1981/1/2,5.4,12.8,2.1
1981/1/3,4.9,8.5,2.4
1981/1/4,5.3,10.0,2.0
1981/1/5,4.0,8.2,-1.0
1981/1/6,3.6,7.0,-1.0
1981/1/7,3.4,8.5,-0.5
1981/1/8,4.5,8.8,-0.5
1981/1/9,5.7,10.5,0.0
1981/1/10,6.6,12.8,3.0
1981/1/11,3.7,8.0,0.9
1981/1/12,3.4,9.3,-1.8
1981/1/13,2.1,6.0,-1.0
1981/1/14,3.5,8.6,-1.9
1981/1/15,4.5,7.8,-0.6
1981/1/16,3.6,7.5,1.0
1981/1/17,4.3,9.4,0.2
1981/1/18,3.8,8.0,0.5
1981/1/19,5.2,10.5,-0.1
1981/1/20,4.4,7.7,1.9
1981/1/21,3.1,6.7,-0.6
1981/1/22,3.2,7.1,0.5
1981/1/23,4.9,10.0,0.3
1981/1/24,6.2,11.7,0.3
1981/1/25,6.3,8.7,3.9
1981/1/26,3.8,6.0,1.2
1981/1/27,3.7,7.7,0.8
1981/1/28,3.9,8.6,0.7
1981/1/29,4.7,8.4,0.6
1981/1/30,4.5,9.1,1.3
1981/1/31,5.2,8.6,2.0
1981/2/1,2.2,3.7,0.8
1981/2/2,5.0,9.6,0.7
1981/2/3,4.3,7.7,1.7
1981/2/4,4.6,8.8,1.0
1981/2/5,5.8,9.9,0.4
1981/2/6,5.8,9.1,2.3
1981/2/7,4.9,8.2,2.7
1981/2/8,6.4,11.0,0.6
1981/2/9,6.7,12.0,1.8
1981/2/10,6.4,11.5,1.7
1981/2/11,4.8,9.4,1.4
1981/2/12,5.6,11.1,-0.4
1981/2/13,6.8,11.7,2.3
1981/2/14,9.9,13.1,8.0
1981/2/15,9.1,11.9,6.6
1981/2/16,10.6,15.6,5.6
1981/2/17,3.6,10.2,0.9
1981/2/18,4.5,7.8,-0.4
1981/2/19,9.2,14.6,4.1
1981/2/20,4.9,7.6,1.8
1981/2/21,5.6,10.9,1.2
1981/2/22,5.7,7.8,2.6
1981/2/23,3.5,6.8,2.1
1981/2/24,3.8,4.8,3.0
1981/2/25,3.0,6.9,0.4
1981/2/26,0.8,5.2,-2.6
1981/2/27,1.0,5.8,-3.7
1981/2/28,3.0,7.2,-2.0
1981/3/1,4.5,7.7,0.6
1981/3/2,4.5,9.0,0.5
1981/3/3,6.0,9.6,1.1
1981/3/4,6.3,7.6,4.4
1981/3/5,7.1,10.9,4.0
1981/3/6,7.2,12.3,1.5
1981/3/7,7.3,11.2,2.1
1981/3/8,9.9,13.8,5.4
1981/3/9,5.6,7.9,5.0
1981/3/10,6.1,11.3,3.0
1981/3/11,6.5,10.3,1.3
1981/3/12,8.8,13.9,4.1
1981/3/13,10.2,14.8,5.0
1981/3/14,8.5,11.2,6.9
1981/3/15,15.0,19.7,7.9
1981/3/16,8.5,13.5,4.2
1981/3/17,8.0,12.3,3.2
1981/3/18,10.6,16.1,3.6
1981/3/19,13.4,20.6,6.0
1981/3/20,14.1,18.5,10.5
1981/3/21,11.7,14.8,9.3
1981/3/22,11.4,15.1,9.0
1981/3/23,11.8,16.7,7.6
1981/3/24,9.7,14.2,6.6
1981/3/25,7.7,9.6,6.4
1981/3/26,13.5,19.8,8.6
1981/3/27,10.1,16.1,6.2
1981/3/28,9.6,12.9,6.4
1981/3/29,10.8,14.4,7.2
1981/3/30,8.8,10.5,7.8
1981/3/31,5.8,8.1,4.1
