ダウンロードした時刻：2019/10/10 16:07:59

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/12/1,6.5,9.4,4.1
2012/12/2,5.3,8.0,3.0
2012/12/3,7.1,13.9,0.9
2012/12/4,7.7,11.4,3.4
2012/12/5,5.2,8.3,1.9
2012/12/6,6.0,10.1,0.9
2012/12/7,4.0,8.8,-1.2
2012/12/8,4.4,9.8,0.0
2012/12/9,2.6,7.0,-0.4
2012/12/10,1.7,5.4,-0.9
2012/12/11,3.4,8.2,-0.6
2012/12/12,3.8,8.1,0.6
2012/12/13,4.2,10.0,-0.2
2012/12/14,6.1,12.0,-0.3
2012/12/15,10.7,13.4,7.2
2012/12/16,10.2,13.7,6.0
2012/12/17,8.7,14.1,3.9
2012/12/18,6.9,9.7,4.6
2012/12/19,3.3,6.0,1.1
2012/12/20,4.5,9.7,0.7
2012/12/21,5.5,8.0,2.6
2012/12/22,7.8,12.1,5.2
2012/12/23,5.4,10.2,1.4
2012/12/24,1.8,5.3,-0.5
2012/12/25,3.3,7.9,-1.1
2012/12/26,3.0,6.1,0.9
2012/12/27,2.1,6.2,-0.3
2012/12/28,3.6,6.7,-0.3
2012/12/29,9.2,13.1,5.7
2012/12/30,9.3,11.0,7.1
2012/12/31,3.8,7.3,0.3
2013/1/1,3.1,7.9,-0.9
2013/1/2,4.4,10.9,0.5
2013/1/3,1.7,5.4,-0.9
2013/1/4,1.4,4.6,-0.6
2013/1/5,1.8,5.2,-0.7
2013/1/6,2.8,8.4,-2.3
2013/1/7,4.7,10.2,1.0
2013/1/8,4.5,10.5,0.6
2013/1/9,4.2,9.5,0.1
2013/1/10,3.5,7.6,1.1
2013/1/11,3.1,6.6,-0.2
2013/1/12,3.5,9.8,-0.7
2013/1/13,4.9,9.3,-0.9
2013/1/14,5.8,7.7,3.9
2013/1/15,4.1,7.0,2.5
2013/1/16,4.5,8.8,0.1
2013/1/17,4.1,7.6,1.0
2013/1/18,1.4,4.1,-0.5
2013/1/19,3.5,8.7,-2.2
2013/1/20,5.3,7.7,2.3
2013/1/21,4.5,9.1,-0.8
2013/1/22,7.2,10.8,5.4
2013/1/23,5.8,9.0,2.7
2013/1/24,5.7,11.3,0.3
2013/1/25,4.3,7.3,0.2
2013/1/26,1.5,5.8,-0.9
2013/1/27,1.5,6.0,-1.8
2013/1/28,1.9,5.0,-1.2
2013/1/29,4.8,8.4,1.3
2013/1/30,5.9,9.2,3.0
2013/1/31,5.4,12.0,0.2
2013/2/1,7.5,13.3,0.5
2013/2/2,11.5,19.7,8.7
2013/2/3,7.8,11.1,5.7
2013/2/4,7.1,9.6,4.9
2013/2/5,6.1,8.3,4.6
2013/2/6,5.0,9.6,2.6
2013/2/7,5.5,10.0,2.0
2013/2/8,0.7,2.9,-0.6
2013/2/9,1.3,5.7,-0.8
2013/2/10,3.4,9.9,-1.8
2013/2/11,3.6,7.7,1.4
2013/2/12,3.4,7.7,-0.3
2013/2/13,4.4,7.7,1.7
2013/2/14,5.5,11.6,1.1
2013/2/15,4.8,7.1,2.6
2013/2/16,1.6,4.6,-0.3
2013/2/17,1.3,4.5,-2.3
2013/2/18,4.4,6.8,2.3
2013/2/19,3.1,5.6,0.6
2013/2/20,2.9,7.8,0.2
2013/2/21,2.5,6.8,0.1
2013/2/22,4.1,8.6,0.3
2013/2/23,3.9,7.8,0.5
2013/2/24,2.2,6.2,0.3
2013/2/25,2.0,5.8,-0.9
2013/2/26,4.5,9.4,-0.7
2013/2/27,7.6,14.0,4.3
2013/2/28,8.3,15.9,2.8
2013/3/1,8.3,12.7,3.8
2013/3/2,4.0,7.4,1.2
2013/3/3,3.2,7.1,0.7
2013/3/4,4.7,12.7,-1.3
2013/3/5,6.8,13.1,2.4
2013/3/6,8.6,16.4,1.2
2013/3/7,12.0,20.4,3.7
2013/3/8,14.7,19.5,10.0
2013/3/9,15.4,23.4,8.6
2013/3/10,8.3,16.8,2.8
2013/3/11,5.5,11.0,1.2
2013/3/12,8.5,18.5,-1.1
2013/3/13,12.2,19.6,6.8
2013/3/14,4.7,7.7,0.5
2013/3/15,6.5,15.7,-1.3
2013/3/16,9.3,17.1,1.3
2013/3/17,11.6,19.0,3.2
2013/3/18,15.8,20.5,12.2
2013/3/19,16.1,23.2,12.2
2013/3/20,12.7,16.4,7.9
2013/3/21,6.0,10.8,2.0
2013/3/22,9.9,19.0,0.6
2013/3/23,9.4,13.2,4.9
2013/3/24,11.4,20.3,3.6
2013/3/25,9.3,13.6,4.4
2013/3/26,6.6,11.3,2.3
2013/3/27,9.6,15.8,3.2
2013/3/28,13.6,16.9,10.6
2013/3/29,13.5,19.9,9.5
2013/3/30,11.1,17.3,7.2
2013/3/31,11.0,17.0,8.0
