ダウンロードした時刻：2019/10/10 16:03:18

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,7.2,8.5,5.1
1983/12/2,11.0,14.7,5.1
1983/12/3,9.4,13.5,6.3
1983/12/4,7.1,9.0,5.3
1983/12/5,9.2,11.2,6.3
1983/12/6,6.3,10.1,2.8
1983/12/7,6.3,13.7,1.5
1983/12/8,6.7,12.1,3.0
1983/12/9,6.7,12.5,2.9
1983/12/10,8.8,15.6,1.9
1983/12/11,7.4,12.5,2.7
1983/12/12,6.4,9.0,4.0
1983/12/13,9.1,14.9,2.8
1983/12/14,9.7,12.9,5.4
1983/12/15,6.9,10.7,5.3
1983/12/16,5.4,8.9,1.4
1983/12/17,2.2,5.0,0.1
1983/12/18,1.0,3.8,-0.2
1983/12/19,4.3,7.7,0.8
1983/12/20,4.8,7.8,2.0
1983/12/21,3.6,9.6,-0.9
1983/12/22,6.2,8.5,1.4
1983/12/23,2.6,6.6,0.8
1983/12/24,1.1,3.5,0.2
1983/12/25,-0.1,2.1,-1.3
1983/12/26,0.0,1.1,-0.7
1983/12/27,0.7,3.1,-1.3
1983/12/28,1.5,3.9,-0.3
1983/12/29,1.2,2.9,0.1
1983/12/30,1.6,5.2,-0.6
1983/12/31,2.6,5.4,0.2
1984/1/1,2.5,7.2,-1.6
1984/1/2,2.7,6.2,0.7
1984/1/3,3.2,5.6,0.9
1984/1/4,1.4,5.1,0.1
1984/1/5,1.1,3.0,-0.8
1984/1/6,1.0,3.4,-1.0
1984/1/7,1.3,2.8,-0.1
1984/1/8,1.3,5.1,-0.7
1984/1/9,3.7,5.6,-0.9
1984/1/10,6.8,9.6,3.2
1984/1/11,4.1,5.9,1.9
1984/1/12,3.6,6.6,0.8
1984/1/13,2.9,6.2,0.8
1984/1/14,5.0,9.4,-0.6
1984/1/15,3.4,6.9,0.2
1984/1/16,0.4,1.9,-1.4
1984/1/17,1.0,2.6,-0.3
1984/1/18,1.1,4.1,-0.9
1984/1/19,1.0,3.4,-0.2
1984/1/20,1.4,4.4,-0.9
1984/1/21,2.3,5.1,-0.4
1984/1/22,1.9,4.8,1.1
1984/1/23,2.7,5.9,0.7
1984/1/24,0.8,3.5,-1.2
1984/1/25,1.0,3.2,-0.7
1984/1/26,-0.7,1.9,-2.0
1984/1/27,0.0,1.5,-1.4
1984/1/28,0.3,2.0,-1.7
1984/1/29,0.4,3.7,-1.8
1984/1/30,1.5,5.5,-1.6
1984/1/31,0.9,3.0,0.1
1984/2/1,2.3,6.6,-1.2
1984/2/2,2.9,5.7,-0.8
1984/2/3,-0.8,1.2,-2.3
1984/2/4,-0.6,2.4,-2.6
1984/2/5,1.3,4.3,-2.7
1984/2/6,-1.6,2.1,-4.2
1984/2/7,-2.6,-1.0,-4.8
1984/2/8,-1.7,1.0,-3.5
1984/2/9,-0.9,1.3,-2.1
1984/2/10,1.1,4.9,-2.1
1984/2/11,0.1,6.0,-5.4
1984/2/12,-1.1,3.9,-5.4
1984/2/13,0.8,5.9,-3.4
1984/2/14,2.6,6.5,-0.3
1984/2/15,1.0,4.9,-2.6
1984/2/16,1.8,6.2,-1.7
1984/2/17,0.8,1.9,-1.4
1984/2/18,3.0,5.5,0.7
1984/2/19,2.3,5.9,-1.6
1984/2/20,2.9,10.2,-4.2
1984/2/21,3.5,10.4,-1.4
1984/2/22,3.9,8.5,-1.4
1984/2/23,5.7,7.9,4.3
1984/2/24,5.8,8.7,4.4
1984/2/25,5.9,8.9,4.2
1984/2/26,5.1,7.7,3.6
1984/2/27,1.3,5.4,-0.7
1984/2/28,1.1,3.9,-0.9
1984/2/29,0.2,2.3,-1.9
1984/3/1,-0.2,3.1,-2.6
1984/3/2,3.5,6.2,-1.4
1984/3/3,1.8,5.7,-0.2
1984/3/4,1.2,4.9,-0.9
1984/3/5,2.8,6.7,-1.1
1984/3/6,1.1,3.7,-0.6
1984/3/7,2.5,7.3,-1.1
1984/3/8,3.1,8.3,-0.7
1984/3/9,3.2,9.7,-1.6
1984/3/10,3.2,7.6,-0.5
1984/3/11,1.9,6.7,-1.1
1984/3/12,6.1,11.3,-1.6
1984/3/13,5.4,8.4,2.9
1984/3/14,4.2,5.6,2.4
1984/3/15,5.3,9.7,0.8
1984/3/16,7.5,10.7,4.8
1984/3/17,5.9,8.0,3.6
1984/3/18,6.1,11.8,-0.2
1984/3/19,3.6,5.7,1.9
1984/3/20,4.7,10.7,0.5
1984/3/21,2.1,5.2,-0.2
1984/3/22,2.8,7.4,-1.5
1984/3/23,4.1,11.3,-3.2
1984/3/24,6.4,13.0,1.0
1984/3/25,8.7,14.0,2.5
1984/3/26,6.0,11.5,0.7
1984/3/27,6.8,14.5,-1.3
1984/3/28,7.4,14.0,3.2
1984/3/29,9.8,16.7,1.5
1984/3/30,11.8,19.8,3.5
1984/3/31,7.6,11.8,6.5
