ダウンロードした時刻：2019/10/10 16:06:45

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,13.6,15.3,11.4
1982/12/2,13.2,15.5,9.1
1982/12/3,11.0,14.0,5.8
1982/12/4,12.6,16.2,6.5
1982/12/5,11.4,17.1,7.5
1982/12/6,4.9,8.3,2.1
1982/12/7,5.6,8.0,1.7
1982/12/8,7.5,10.0,4.9
1982/12/9,10.2,13.1,5.9
1982/12/10,10.7,14.9,7.3
1982/12/11,14.5,20.1,7.6
1982/12/12,5.3,10.3,2.9
1982/12/13,4.1,6.1,2.1
1982/12/14,6.8,8.3,4.7
1982/12/15,7.6,8.8,6.8
1982/12/16,8.6,10.2,5.6
1982/12/17,7.0,9.6,3.7
1982/12/18,4.9,5.9,3.3
1982/12/19,6.6,8.5,4.8
1982/12/20,9.5,11.2,7.5
1982/12/21,9.8,13.7,5.3
1982/12/22,12.1,16.4,7.8
1982/12/23,10.1,11.1,9.1
1982/12/24,10.5,13.1,5.1
1982/12/25,9.0,11.9,7.1
1982/12/26,7.2,8.3,6.4
1982/12/27,7.4,8.2,4.4
1982/12/28,7.4,10.1,3.9
1982/12/29,10.3,12.8,5.7
1982/12/30,9.7,12.8,7.6
1982/12/31,6.8,9.9,4.7
1983/1/1,6.3,11.5,2.7
1983/1/2,7.1,10.1,3.1
1983/1/3,5.8,8.5,3.6
1983/1/4,6.0,10.4,3.4
1983/1/5,9.9,12.9,5.0
1983/1/6,9.5,14.6,6.8
1983/1/7,11.9,16.0,5.4
1983/1/8,7.4,12.6,4.1
1983/1/9,4.0,5.5,3.1
1983/1/10,2.0,3.8,-0.4
1983/1/11,5.0,6.9,3.4
1983/1/12,5.9,7.9,2.6
1983/1/13,5.6,6.6,2.8
1983/1/14,6.3,7.8,4.9
1983/1/15,7.1,9.8,4.2
1983/1/16,7.5,10.8,3.8
1983/1/17,6.6,10.8,3.5
1983/1/18,6.4,10.1,4.7
1983/1/19,4.5,6.7,2.1
1983/1/20,1.7,3.0,0.2
1983/1/21,2.0,2.8,0.2
1983/1/22,1.2,2.5,-1.3
1983/1/23,4.2,6.7,0.2
1983/1/24,6.2,9.4,3.6
1983/1/25,7.9,11.0,1.7
1983/1/26,7.6,12.4,3.7
1983/1/27,8.4,11.7,3.2
1983/1/28,10.0,12.4,8.4
1983/1/29,11.1,14.1,8.8
1983/1/30,9.0,16.0,4.3
1983/1/31,4.5,9.3,0.8
1983/2/1,7.7,14.8,0.2
1983/2/2,8.7,10.7,7.2
1983/2/3,4.2,7.7,2.3
1983/2/4,4.6,9.2,1.4
1983/2/5,7.5,9.0,1.6
1983/2/6,10.5,12.5,7.5
1983/2/7,6.0,10.7,5.0
1983/2/8,5.7,8.2,2.4
1983/2/9,4.9,8.0,2.1
1983/2/10,2.4,4.0,1.3
1983/2/11,3.1,5.0,-0.4
1983/2/12,2.2,4.0,0.8
1983/2/13,0.4,2.3,-2.0
1983/2/14,3.3,7.3,-1.5
1983/2/15,7.6,11.2,2.3
1983/2/16,5.8,11.2,0.6
1983/2/17,6.3,8.8,4.5
1983/2/18,2.5,8.5,-1.1
1983/2/19,2.5,4.4,-0.7
1983/2/20,1.9,4.4,-0.9
1983/2/21,2.7,5.4,0.5
1983/2/22,4.1,8.8,0.2
1983/2/23,4.9,9.7,0.6
1983/2/24,6.0,9.7,2.5
1983/2/25,5.2,9.9,2.2
1983/2/26,5.0,9.8,1.1
1983/2/27,4.7,10.7,-0.4
1983/2/28,6.2,13.5,-0.3
1983/3/1,7.7,13.7,1.3
1983/3/2,15.2,20.3,10.1
1983/3/3,8.5,11.4,6.8
1983/3/4,6.8,9.9,4.3
1983/3/5,4.7,7.5,1.6
1983/3/6,7.1,9.6,3.3
1983/3/7,5.4,8.2,1.3
1983/3/8,3.3,6.8,0.6
1983/3/9,5.4,10.8,0.5
1983/3/10,6.0,9.4,3.1
1983/3/11,7.2,13.8,2.1
1983/3/12,9.5,15.0,4.7
1983/3/13,7.5,9.3,5.2
1983/3/14,4.4,8.2,1.5
1983/3/15,6.7,11.8,0.9
1983/3/16,8.0,10.3,5.2
1983/3/17,7.6,10.7,4.5
1983/3/18,4.3,6.8,0.6
1983/3/19,7.5,13.9,0.5
1983/3/20,10.3,16.4,2.4
1983/3/21,12.0,18.5,7.2
1983/3/22,12.1,19.1,5.4
1983/3/23,13.8,16.6,12.1
1983/3/24,8.9,12.2,5.0
1983/3/25,7.3,12.0,3.0
1983/3/26,7.7,12.9,1.1
1983/3/27,8.7,14.8,3.1
1983/3/28,9.6,14.8,5.3
1983/3/29,9.8,15.6,5.8
1983/3/30,9.4,13.5,6.4
1983/3/31,10.5,15.0,6.2
