ダウンロードした時刻：2019/10/10 16:04:17

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,10.6,16.7,4.9
1991/12/2,10.9,13.7,5.2
1991/12/3,9.9,15.9,4.9
1991/12/4,9.1,15.7,4.2
1991/12/5,8.7,16.5,2.4
1991/12/6,9.5,15.4,3.9
1991/12/7,11.2,18.2,4.9
1991/12/8,10.3,15.3,7.3
1991/12/9,6.9,9.1,6.0
1991/12/10,7.3,12.8,3.6
1991/12/11,10.2,14.3,5.3
1991/12/12,3.5,6.7,1.5
1991/12/13,5.7,8.3,3.1
1991/12/14,8.0,13.3,4.8
1991/12/15,8.4,14.9,3.5
1991/12/16,8.8,14.6,0.9
1991/12/17,15.1,19.2,10.3
1991/12/18,9.4,15.5,6.3
1991/12/19,7.9,10.9,5.2
1991/12/20,7.1,10.5,1.5
1991/12/21,8.3,15.6,0.2
1991/12/22,10.9,15.7,7.5
1991/12/23,11.2,13.4,6.9
1991/12/24,11.7,16.1,7.9
1991/12/25,7.8,9.8,6.7
1991/12/26,7.5,8.7,5.4
1991/12/27,6.6,9.3,4.6
1991/12/28,4.3,9.4,0.6
1991/12/29,1.9,4.8,0.6
1991/12/30,2.4,4.8,0.0
1991/12/31,4.9,8.2,0.1
1992/1/1,5.1,8.4,2.3
1992/1/2,6.6,11.6,0.9
1992/1/3,7.6,9.7,5.2
1992/1/4,5.4,7.8,3.1
1992/1/5,6.1,11.6,0.8
1992/1/6,6.2,7.6,5.2
1992/1/7,9.3,14.3,5.8
1992/1/8,7.5,12.3,3.1
1992/1/9,7.7,10.3,5.9
1992/1/10,6.4,7.9,1.5
1992/1/11,4.1,10.1,-0.8
1992/1/12,5.9,14.7,-0.5
1992/1/13,6.3,10.9,1.3
1992/1/14,4.6,6.5,2.0
1992/1/15,3.7,5.6,1.1
1992/1/16,5.2,11.7,-1.3
1992/1/17,3.5,5.9,1.3
1992/1/18,2.6,5.6,0.7
1992/1/19,2.8,4.9,0.9
1992/1/20,2.9,7.2,0.1
1992/1/21,5.5,12.1,-0.8
1992/1/22,4.6,7.9,1.0
1992/1/23,2.8,5.1,0.5
1992/1/24,3.0,7.3,0.4
1992/1/25,5.9,11.4,1.2
1992/1/26,5.7,12.3,0.9
1992/1/27,5.8,11.1,1.2
1992/1/28,7.8,14.9,1.1
1992/1/29,11.0,13.5,6.9
1992/1/30,7.3,10.1,6.0
1992/1/31,5.6,7.8,3.2
1992/2/1,2.8,4.0,0.8
1992/2/2,4.0,8.1,1.0
1992/2/3,8.5,11.4,5.2
1992/2/4,7.2,10.5,5.0
1992/2/5,4.3,6.6,-0.7
1992/2/6,4.5,11.8,-2.5
1992/2/7,5.1,8.0,2.3
1992/2/8,3.0,6.8,0.4
1992/2/9,2.3,7.9,0.3
1992/2/10,4.3,8.9,-1.2
1992/2/11,4.6,7.7,-0.1
1992/2/12,4.7,10.6,-1.4
1992/2/13,4.3,9.5,-0.4
1992/2/14,4.9,8.9,1.2
1992/2/15,7.4,11.3,3.0
1992/2/16,4.6,7.4,1.7
1992/2/17,3.9,8.1,1.4
1992/2/18,7.0,11.1,2.2
1992/2/19,5.8,9.5,2.8
1992/2/20,1.8,3.9,0.3
1992/2/21,0.9,2.7,0.2
1992/2/22,1.4,3.9,-0.1
1992/2/23,3.4,9.4,-1.3
1992/2/24,2.3,6.3,0.4
1992/2/25,4.0,7.2,0.8
1992/2/26,4.5,12.0,-2.2
1992/2/27,9.7,18.4,3.6
1992/2/28,12.4,20.7,3.7
1992/2/29,16.6,20.0,14.6
1992/3/1,10.9,14.7,7.9
1992/3/2,6.5,8.3,5.5
1992/3/3,5.7,6.4,5.2
1992/3/4,6.6,9.1,4.2
1992/3/5,6.8,8.6,5.1
1992/3/6,5.4,8.1,2.4
1992/3/7,5.2,9.7,0.6
1992/3/8,6.6,13.7,0.2
1992/3/9,7.6,12.6,1.3
1992/3/10,9.7,12.9,5.8
1992/3/11,8.2,13.0,3.9
1992/3/12,10.4,17.9,2.6
1992/3/13,10.5,18.4,4.0
1992/3/14,11.7,17.3,2.6
1992/3/15,11.1,17.1,9.2
1992/3/16,8.3,10.2,6.6
1992/3/17,6.0,8.9,3.7
1992/3/18,5.9,8.2,2.8
1992/3/19,7.3,12.2,1.6
1992/3/20,8.2,12.2,3.4
1992/3/21,6.1,7.8,4.2
1992/3/22,6.3,9.6,2.3
1992/3/23,6.3,12.4,2.8
1992/3/24,9.1,11.2,7.4
1992/3/25,10.0,14.4,3.4
1992/3/26,10.1,12.3,7.1
1992/3/27,8.9,10.9,4.1
1992/3/28,7.8,11.7,3.0
1992/3/29,11.1,13.0,8.8
1992/3/30,10.8,13.9,5.3
1992/3/31,9.7,14.9,2.8
