ダウンロードした時刻：2019/10/10 15:50:12

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,10.4,15.3,7.4
1991/12/2,9.9,15.7,6.1
1991/12/3,8.8,13.4,6.2
1991/12/4,10.3,16.0,5.7
1991/12/5,9.7,14.7,6.4
1991/12/6,9.5,14.5,4.6
1991/12/7,12.0,19.3,7.4
1991/12/8,8.2,9.0,7.4
1991/12/9,6.7,11.0,2.8
1991/12/10,5.9,11.0,1.6
1991/12/11,8.2,15.0,1.7
1991/12/12,4.5,7.9,0.0
1991/12/13,4.1,11.2,-1.2
1991/12/14,6.4,14.2,1.5
1991/12/15,6.7,13.4,2.7
1991/12/16,6.9,13.1,2.3
1991/12/17,7.4,13.7,1.9
1991/12/18,11.3,18.8,6.3
1991/12/19,6.5,11.5,2.6
1991/12/20,4.7,10.2,0.6
1991/12/21,3.9,9.6,-0.1
1991/12/22,7.9,12.7,2.5
1991/12/23,8.2,11.4,3.3
1991/12/24,12.5,19.8,7.6
1991/12/25,7.1,10.4,1.9
1991/12/26,2.8,5.4,0.9
1991/12/27,1.2,3.1,-0.5
1991/12/28,4.6,7.9,1.6
1991/12/29,2.1,6.7,-1.6
1991/12/30,1.4,6.0,-2.6
1991/12/31,3.1,9.5,-2.0
1992/1/1,4.8,11.6,0.2
1992/1/2,5.7,12.3,0.6
1992/1/3,6.1,13.7,0.9
1992/1/4,4.5,9.1,0.7
1992/1/5,6.0,12.8,-0.6
1992/1/6,3.9,7.2,1.4
1992/1/7,4.4,7.1,1.8
1992/1/8,8.3,12.6,4.0
1992/1/9,4.2,6.6,2.4
1992/1/10,3.8,8.7,-0.1
1992/1/11,4.5,11.2,0.9
1992/1/12,4.2,10.1,0.4
1992/1/13,7.4,14.7,2.1
1992/1/14,4.7,9.2,0.0
1992/1/15,2.0,7.7,-2.5
1992/1/16,1.9,6.7,-3.1
1992/1/17,3.9,9.3,-0.6
1992/1/18,3.4,8.4,0.0
1992/1/19,2.4,7.9,-1.9
1992/1/20,2.7,8.6,-2.0
1992/1/21,2.0,8.0,-2.4
1992/1/22,5.6,13.6,-0.4
1992/1/23,3.7,9.5,0.1
1992/1/24,2.8,9.1,-1.8
1992/1/25,3.5,10.3,-1.6
1992/1/26,5.7,12.9,0.1
1992/1/27,6.8,13.1,1.1
1992/1/28,7.0,12.9,3.4
1992/1/29,7.6,13.8,1.5
1992/1/30,6.6,10.6,3.6
1992/1/31,2.3,3.8,0.3
1992/2/1,1.7,4.7,-1.5
1992/2/2,2.3,7.1,-2.0
1992/2/3,2.7,7.8,-1.7
1992/2/4,6.1,11.6,1.4
1992/2/5,3.4,8.1,-0.5
1992/2/6,3.5,8.9,-2.2
1992/2/7,4.9,12.3,0.4
1992/2/8,3.0,8.0,0.4
1992/2/9,2.3,8.1,-2.4
1992/2/10,3.2,9.7,-2.5
1992/2/11,3.3,7.3,0.7
1992/2/12,4.9,11.4,-1.7
1992/2/13,7.6,14.7,1.7
1992/2/14,5.7,12.5,1.4
1992/2/15,5.7,11.8,-1.1
1992/2/16,6.0,14.6,1.0
1992/2/17,4.0,9.1,-0.9
1992/2/18,5.5,10.9,0.3
1992/2/19,3.9,8.8,0.6
1992/2/20,2.9,7.2,-0.9
1992/2/21,2.8,8.1,-0.9
1992/2/22,1.3,7.3,-2.5
1992/2/23,3.4,10.9,-2.7
1992/2/24,3.3,8.8,-0.9
1992/2/25,2.3,6.6,-0.2
1992/2/26,3.3,8.6,-1.6
1992/2/27,6.7,14.2,-2.3
1992/2/28,9.8,16.0,3.6
1992/2/29,12.6,19.0,6.3
1992/3/1,14.2,21.7,8.1
1992/3/2,8.3,13.7,5.0
1992/3/3,5.6,10.8,1.9
1992/3/4,6.0,13.3,-0.2
1992/3/5,3.8,5.0,3.0
1992/3/6,7.4,14.5,3.7
1992/3/7,4.6,8.8,0.7
1992/3/8,5.4,12.5,-0.8
1992/3/9,8.5,15.2,2.3
1992/3/10,10.0,16.1,6.0
1992/3/11,9.5,15.7,4.1
1992/3/12,7.1,10.1,4.4
1992/3/13,10.7,18.2,4.3
1992/3/14,12.9,18.9,5.3
1992/3/15,14.2,18.1,9.9
1992/3/16,10.9,15.3,5.6
1992/3/17,3.0,5.6,1.6
1992/3/18,1.8,4.8,0.4
1992/3/19,7.9,13.0,2.3
1992/3/20,10.7,17.1,4.3
1992/3/21,4.3,8.7,0.8
1992/3/22,4.5,9.2,0.0
1992/3/23,2.0,6.0,0.3
1992/3/24,8.2,14.8,1.4
1992/3/25,10.5,14.9,6.4
1992/3/26,12.0,16.0,9.5
1992/3/27,9.3,11.4,7.2
1992/3/28,9.8,14.1,3.6
1992/3/29,9.3,10.2,8.3
1992/3/30,13.1,20.0,8.7
1992/3/31,13.9,19.8,8.4
