ダウンロードした時刻：2019/10/10 16:25:47

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,13.3,18.1,9.9
1991/12/2,11.3,17.9,5.7
1991/12/3,11.7,19.1,6.6
1991/12/4,11.3,19.1,5.7
1991/12/5,12.7,18.9,6.6
1991/12/6,12.9,19.0,9.0
1991/12/7,12.7,18.9,8.6
1991/12/8,13.7,18.0,9.5
1991/12/9,10.2,14.6,5.1
1991/12/10,9.0,15.8,1.6
1991/12/11,11.5,16.2,7.4
1991/12/12,6.6,10.1,2.1
1991/12/13,4.4,10.8,-1.3
1991/12/14,8.9,13.2,3.4
1991/12/15,10.6,16.6,5.7
1991/12/16,12.8,19.3,5.9
1991/12/17,16.4,20.4,14.0
1991/12/18,14.2,18.4,8.0
1991/12/19,9.4,15.2,5.3
1991/12/20,9.4,15.4,3.0
1991/12/21,11.7,18.7,6.6
1991/12/22,13.4,19.6,8.1
1991/12/23,15.2,18.3,12.7
1991/12/24,15.6,20.1,13.2
1991/12/25,14.6,19.4,12.0
1991/12/26,14.2,17.8,12.0
1991/12/27,12.5,16.8,10.0
1991/12/28,7.8,10.7,4.2
1991/12/29,5.1,9.0,0.4
1991/12/30,4.2,11.4,-1.9
1991/12/31,7.6,14.7,0.8
1992/1/1,9.5,12.3,7.5
1992/1/2,11.6,16.5,8.4
1992/1/3,9.8,13.8,5.5
1992/1/4,8.5,14.1,3.8
1992/1/5,7.5,11.7,2.6
1992/1/6,14.0,21.2,8.7
1992/1/7,13.7,19.1,9.2
1992/1/8,8.9,13.2,4.7
1992/1/9,10.8,16.2,6.9
1992/1/10,8.6,14.3,3.2
1992/1/11,6.3,13.1,-0.1
1992/1/12,10.3,17.5,6.1
1992/1/13,9.6,14.1,6.1
1992/1/14,8.2,12.0,4.2
1992/1/15,4.4,10.3,-0.7
1992/1/16,5.3,12.2,-1.0
1992/1/17,8.0,11.5,5.5
1992/1/18,6.3,10.1,3.8
1992/1/19,6.1,12.8,0.0
1992/1/20,6.7,12.2,1.1
1992/1/21,7.4,11.2,4.7
1992/1/22,7.8,13.7,2.0
1992/1/23,6.9,11.7,2.9
1992/1/24,6.3,13.1,0.2
1992/1/25,7.5,13.4,2.0
1992/1/26,10.2,16.2,5.4
1992/1/27,10.1,17.3,5.1
1992/1/28,9.6,17.5,2.6
1992/1/29,12.3,19.9,5.4
1992/1/30,13.7,16.9,10.8
1992/1/31,8.2,10.9,5.4
1992/2/1,6.5,11.6,1.3
1992/2/2,5.0,11.1,-1.3
1992/2/3,10.5,15.2,4.5
1992/2/4,11.9,15.1,5.7
1992/2/5,8.5,13.6,4.5
1992/2/6,9.0,14.5,3.5
1992/2/7,8.6,11.9,5.6
1992/2/8,8.1,13.4,4.1
1992/2/9,6.2,9.2,3.0
1992/2/10,7.4,12.8,3.9
1992/2/11,6.6,11.8,0.0
1992/2/12,8.6,11.9,5.9
1992/2/13,8.9,14.6,3.4
1992/2/14,8.7,14.0,4.6
1992/2/15,5.8,9.2,2.7
1992/2/16,8.0,12.3,3.8
1992/2/17,5.8,10.7,0.2
1992/2/18,8.4,14.6,2.5
1992/2/19,9.6,13.3,6.2
1992/2/20,7.4,10.5,4.1
1992/2/21,5.0,11.3,-1.1
1992/2/22,6.3,12.7,0.9
1992/2/23,6.4,11.5,-0.7
1992/2/24,7.3,10.5,5.0
1992/2/25,9.5,15.9,5.2
1992/2/26,7.8,14.6,0.2
1992/2/27,12.3,21.0,2.4
1992/2/28,15.9,21.5,10.7
1992/2/29,18.3,23.6,12.8
1992/3/1,18.9,20.9,16.8
1992/3/2,13.6,16.8,10.4
1992/3/3,11.3,13.3,9.8
1992/3/4,10.3,11.6,9.4
1992/3/5,14.1,16.8,11.6
1992/3/6,10.8,15.2,6.9
1992/3/7,8.1,13.0,3.2
1992/3/8,10.0,16.0,3.3
1992/3/9,11.7,12.7,10.1
1992/3/10,13.3,17.8,10.5
1992/3/11,12.0,17.1,6.0
1992/3/12,13.0,18.2,8.8
1992/3/13,13.9,18.0,9.9
1992/3/14,15.6,19.2,12.6
1992/3/15,18.1,21.6,15.1
1992/3/16,14.7,17.9,11.8
1992/3/17,10.1,11.8,9.1
1992/3/18,13.7,20.1,10.2
1992/3/19,11.6,13.8,10.3
1992/3/20,10.7,12.1,9.6
1992/3/21,15.0,19.4,9.2
1992/3/22,11.0,15.6,6.4
1992/3/23,13.3,15.7,10.0
1992/3/24,13.5,15.8,11.2
1992/3/25,13.5,17.3,11.4
1992/3/26,12.3,13.5,11.2
1992/3/27,12.5,13.3,11.3
1992/3/28,13.7,14.6,12.5
1992/3/29,15.0,16.6,13.8
1992/3/30,16.2,21.1,11.0
1992/3/31,14.8,18.0,11.8
