ダウンロードした時刻：2017/07/24 15:39:04

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/1/1,7.1,11.0,5.0
1998/1/2,7.5,11.1,5.3
1998/1/3,9.1,14.1,5.6
1998/1/4,7.3,12.4,0.5
1998/1/5,3.1,7.9,0.9
1998/1/6,3.5,5.8,1.8
1998/1/7,2.3,4.3,0.6
1998/1/8,2.0,4.8,0.2
1998/1/9,1.8,4.2,0.6
1998/1/10,3.1,6.1,0.8
1998/1/11,4.3,6.2,2.6
1998/1/12,2.8,3.9,2.0
1998/1/13,3.5,8.1,1.6
1998/1/14,4.3,9.1,1.4
1998/1/15,2.1,4.4,0.2
1998/1/16,4.8,8.5,2.7
1998/1/17,6.0,9.4,1.7
1998/1/18,6.0,7.6,4.5
1998/1/19,1.4,5.9,-0.4
1998/1/20,1.3,3.1,-1.2
1998/1/21,2.0,4.6,0.4
1998/1/22,1.6,3.5,0.2
1998/1/23,2.4,5.1,0.1
1998/1/24,-0.6,2.8,-3.3
1998/1/25,-0.9,1.8,-3.6
1998/1/26,0.9,3.0,-0.3
1998/1/27,0.6,2.6,-0.8
1998/1/28,0.6,1.6,-0.9
1998/1/29,0.0,3.0,-1.8
1998/1/30,3.1,8.6,-1.8
1998/1/31,2.2,4.5,-0.2
1998/2/1,1.2,5.0,-2.6
1998/2/2,2.3,8.0,-2.4
1998/2/3,5.4,9.8,2.4
1998/2/4,1.2,3.6,-0.3
1998/2/5,1.8,6.7,-1.8
1998/2/6,4.0,9.9,-0.7
1998/2/7,5.4,8.8,2.1
1998/2/8,3.0,9.0,-0.4
1998/2/9,2.1,3.6,0.3
1998/2/10,0.8,2.6,-0.9
1998/2/11,2.4,7.7,-2.5
1998/2/12,10.2,13.7,5.7
1998/2/13,6.2,11.4,2.1
1998/2/14,6.2,14.4,1.8
1998/2/15,3.4,5.1,1.1
1998/2/16,4.3,9.4,0.5
1998/2/17,2.4,5.6,-0.5
1998/2/18,2.2,6.9,-1.7
1998/2/19,5.8,14.2,-2.2
1998/2/20,10.2,12.5,8.1
1998/2/21,6.8,9.2,4.4
1998/2/22,4.8,7.6,1.8
1998/2/23,4.3,9.7,-0.9
1998/2/24,5.5,8.6,1.8
1998/2/25,7.7,12.8,3.1
1998/2/26,8.0,10.3,6.5
1998/2/27,8.5,13.1,4.4
1998/2/28,6.0,12.8,1.6
1998/3/1,4.3,6.8,2.4
1998/3/2,5.6,11.3,1.2
1998/3/3,6.4,13.7,-0.1
1998/3/4,7.2,14.5,2.3
1998/3/5,5.6,7.1,4.0
1998/3/6,7.4,12.6,2.4
1998/3/7,4.9,8.8,1.3
1998/3/8,4.1,11.1,-1.2
1998/3/9,7.1,15.0,0.3
1998/3/10,5.3,8.6,1.5
1998/3/11,5.9,10.9,-0.5
1998/3/12,8.9,13.3,6.1
1998/3/13,8.1,14.4,4.0
1998/3/14,9.1,15.2,3.9
1998/3/15,2.6,6.8,-0.5
1998/3/16,4.6,11.1,-0.8
1998/3/17,3.1,6.2,1.1
1998/3/18,4.0,8.8,-0.1
1998/3/19,12.2,18.7,0.4
1998/3/20,10.5,16.5,5.5
1998/3/21,7.2,12.3,4.6
1998/3/22,6.2,11.2,3.1
1998/3/23,6.0,11.5,3.2
1998/3/24,8.3,14.6,2.9
1998/3/25,8.8,15.1,4.6
1998/3/26,9.5,14.7,3.3
1998/3/27,11.8,14.4,9.2
1998/3/28,12.6,18.2,8.5
1998/3/29,14.4,22.7,6.6
1998/3/30,14.1,21.5,8.6
1998/3/31,8.0,10.5,5.6
1998/4/1,2.7,6.8,0.5
1998/4/2,4.0,7.6,1.5
1998/4/3,5.2,10.6,0.5
1998/4/4,9.9,18.0,1.0
1998/4/5,13.3,19.9,6.7
1998/4/6,11.6,13.7,10.4
1998/4/7,12.4,15.8,10.7
1998/4/8,11.1,12.0,10.6
1998/4/9,11.5,12.5,10.5
1998/4/10,13.9,20.0,9.7
1998/4/11,13.6,19.2,7.9
1998/4/12,17.1,25.9,10.2
1998/4/13,25.0,30.6,21.9
1998/4/14,17.1,23.3,13.2
1998/4/15,14.0,17.2,12.0
1998/4/16,12.7,17.3,9.5
1998/4/17,11.7,15.6,9.0
1998/4/18,13.0,16.9,8.9
1998/4/19,16.0,22.5,11.2
1998/4/20,19.3,26.7,12.1
1998/4/21,20.8,26.5,14.6
1998/4/22,20.3,25.9,15.6
1998/4/23,22.0,25.3,18.3
1998/4/24,20.6,24.7,16.6
1998/4/25,15.3,19.9,11.2
1998/4/26,10.9,12.3,9.1
1998/4/27,12.4,16.5,8.4
1998/4/28,14.8,18.5,12.2
1998/4/29,17.9,26.4,13.0
1998/4/30,15.3,18.4,11.5
1998/5/1,20.4,26.8,11.9
