ダウンロードした時刻：2019/10/10 16:10:03

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,7.3,12.5,3.1
1989/12/2,7.5,13.8,2.5
1989/12/3,9.6,16.1,3.4
1989/12/4,11.1,17.8,5.2
1989/12/5,10.9,17.3,5.9
1989/12/6,10.2,16.0,4.8
1989/12/7,11.2,15.3,6.8
1989/12/8,8.9,12.6,4.7
1989/12/9,6.8,10.1,4.1
1989/12/10,7.3,11.7,3.1
1989/12/11,8.1,13.5,1.9
1989/12/12,8.6,12.6,5.3
1989/12/13,7.0,10.7,2.7
1989/12/14,6.9,11.9,3.6
1989/12/15,6.6,10.9,2.3
1989/12/16,7.1,12.7,1.1
1989/12/17,8.5,14.1,2.4
1989/12/18,8.7,14.4,4.4
1989/12/19,5.0,6.8,4.1
1989/12/20,5.6,10.1,0.3
1989/12/21,8.4,13.6,4.1
1989/12/22,6.6,10.6,3.5
1989/12/23,6.8,12.2,1.1
1989/12/24,7.6,10.9,4.8
1989/12/25,7.4,12.9,2.0
1989/12/26,8.3,13.0,4.6
1989/12/27,5.3,9.8,1.4
1989/12/28,4.5,9.3,0.0
1989/12/29,5.8,10.0,2.7
1989/12/30,5.1,9.4,2.6
1989/12/31,3.3,7.5,0.2
1990/1/1,4.1,9.4,-1.5
1990/1/2,3.6,7.1,0.8
1990/1/3,3.1,8.7,-2.0
1990/1/4,3.6,8.2,0.4
1990/1/5,4.6,10.0,-1.6
1990/1/6,5.5,9.1,3.0
1990/1/7,4.3,7.9,0.7
1990/1/8,4.6,8.5,0.0
1990/1/9,6.6,9.7,2.1
1990/1/10,11.7,14.9,8.0
1990/1/11,7.8,10.5,5.4
1990/1/12,7.3,10.3,3.8
1990/1/13,5.8,9.8,2.8
1990/1/14,4.7,10.0,1.2
1990/1/15,4.7,8.6,0.7
1990/1/16,4.7,8.9,1.8
1990/1/17,5.7,10.3,2.2
1990/1/18,5.6,9.4,0.9
1990/1/19,7.3,9.6,5.1
1990/1/20,4.3,8.1,1.2
1990/1/21,3.2,8.0,-1.4
1990/1/22,3.7,9.0,-1.4
1990/1/23,2.3,5.5,-1.1
1990/1/24,-0.9,4.0,-3.1
1990/1/25,-0.6,3.7,-4.5
1990/1/26,0.5,5.2,-3.3
1990/1/27,1.5,6.4,-2.3
1990/1/28,3.4,7.3,-1.9
1990/1/29,6.7,9.4,3.3
1990/1/30,6.4,9.4,4.0
1990/1/31,1.4,4.1,0.9
1990/2/1,3.6,6.9,0.5
1990/2/2,3.8,7.8,-0.7
1990/2/3,3.7,5.2,2.1
1990/2/4,5.7,8.4,2.7
1990/2/5,6.4,11.6,2.5
1990/2/6,5.0,8.4,1.8
1990/2/7,7.7,12.9,3.3
1990/2/8,5.8,9.0,2.8
1990/2/9,6.0,11.6,1.2
1990/2/10,8.0,12.6,1.1
1990/2/11,11.3,15.5,7.1
1990/2/12,7.0,12.4,3.3
1990/2/13,5.8,10.6,0.2
1990/2/14,5.0,6.7,4.1
1990/2/15,7.7,11.0,5.0
1990/2/16,7.6,11.0,4.8
1990/2/17,7.5,13.6,2.0
1990/2/18,8.4,12.1,3.6
1990/2/19,13.2,15.8,10.0
1990/2/20,12.3,16.1,8.1
1990/2/21,10.2,15.0,3.9
1990/2/22,10.9,14.4,5.7
1990/2/23,13.5,14.7,12.1
1990/2/24,11.6,13.9,9.6
1990/2/25,9.7,11.3,8.6
1990/2/26,9.9,13.3,7.8
1990/2/27,7.7,10.8,3.9
1990/2/28,6.0,8.7,2.1
1990/3/1,7.9,9.9,5.7
1990/3/2,9.5,11.9,7.7
1990/3/3,8.4,9.7,6.8
1990/3/4,8.1,12.7,3.5
1990/3/5,7.5,12.5,2.2
1990/3/6,8.1,11.3,3.1
1990/3/7,7.0,12.3,1.8
1990/3/8,4.9,9.6,0.5
1990/3/9,7.0,13.5,0.0
1990/3/10,10.1,16.4,1.8
1990/3/11,10.1,15.2,4.1
1990/3/12,9.5,15.1,4.5
1990/3/13,7.8,13.2,2.0
1990/3/14,7.9,12.3,2.0
1990/3/15,12.8,18.9,8.7
1990/3/16,9.8,13.8,4.8
1990/3/17,9.8,15.1,3.8
1990/3/18,8.6,12.6,5.0
1990/3/19,9.1,14.0,2.3
1990/3/20,12.5,17.9,5.5
1990/3/21,11.5,16.5,6.7
1990/3/22,11.1,16.9,3.6
1990/3/23,15.3,22.7,8.3
1990/3/24,14.0,18.6,9.2
1990/3/25,8.0,10.8,5.5
1990/3/26,8.5,13.9,2.2
1990/3/27,9.8,15.7,2.0
1990/3/28,9.4,11.0,7.8
1990/3/29,12.3,15.8,9.7
1990/3/30,13.1,18.4,6.5
1990/3/31,13.6,14.8,12.5
