ダウンロードした時刻：2019/10/10 16:08:53

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,9.4,12.0,7.3
2011/12/2,8.7,11.1,6.3
2011/12/3,13.3,16.2,10.4
2011/12/4,10.8,12.5,9.2
2011/12/5,9.8,13.1,4.8
2011/12/6,7.5,9.8,4.4
2011/12/7,9.2,12.6,4.5
2011/12/8,9.6,11.3,8.6
2011/12/9,5.9,9.0,1.5
2011/12/10,4.9,9.8,0.2
2011/12/11,6.9,11.1,4.1
2011/12/12,7.9,11.6,4.1
2011/12/13,8.7,13.2,4.0
2011/12/14,6.6,13.3,2.5
2011/12/15,7.7,12.9,3.4
2011/12/16,5.4,8.7,1.8
2011/12/17,2.2,5.0,0.5
2011/12/18,5.1,8.8,1.5
2011/12/19,5.2,7.4,4.0
2011/12/20,4.8,7.5,2.9
2011/12/21,5.3,8.7,2.3
2011/12/22,5.8,10.7,2.8
2011/12/23,3.2,5.1,0.7
2011/12/24,3.1,5.7,0.5
2011/12/25,2.1,4.7,0.3
2011/12/26,1.6,4.0,0.6
2011/12/27,2.2,4.2,0.3
2011/12/28,3.1,6.9,0.9
2011/12/29,3.8,7.6,-0.3
2011/12/30,3.5,5.3,1.6
2011/12/31,3.3,7.7,0.7
2012/1/1,4.2,8.3,0.5
2012/1/2,4.8,7.7,3.3
2012/1/3,4.2,6.3,2.2
2012/1/4,3.5,7.6,0.8
2012/1/5,1.7,4.1,0.3
2012/1/6,3.3,6.5,1.3
2012/1/7,3.8,6.1,2.3
2012/1/8,3.5,6.6,0.1
2012/1/9,3.9,6.6,0.3
2012/1/10,4.5,8.0,2.3
2012/1/11,4.2,8.7,1.3
2012/1/12,2.0,4.9,0.2
2012/1/13,3.6,8.6,0.0
2012/1/14,3.7,6.0,2.0
2012/1/15,4.5,6.4,2.9
2012/1/16,3.3,4.1,2.3
2012/1/17,3.6,7.3,0.1
2012/1/18,2.4,6.7,-1.9
2012/1/19,3.7,6.7,0.6
2012/1/20,6.1,7.8,4.2
2012/1/21,6.4,7.5,5.4
2012/1/22,6.3,9.7,2.4
2012/1/23,5.4,8.0,2.6
2012/1/24,2.4,6.3,0.7
2012/1/25,2.0,5.9,-0.6
2012/1/26,0.0,1.4,-1.3
2012/1/27,1.0,3.4,-1.8
2012/1/28,2.2,4.6,0.4
2012/1/29,2.0,4.5,0.6
2012/1/30,1.5,3.7,0.3
2012/1/31,0.9,3.8,-1.7
2012/2/1,1.5,4.9,-2.7
2012/2/2,-1.4,0.5,-2.6
2012/2/3,-0.7,3.0,-3.4
2012/2/4,2.0,5.5,-2.8
2012/2/5,3.5,5.7,1.4
2012/2/6,3.5,4.8,2.0
2012/2/7,5.9,7.9,3.8
2012/2/8,1.9,4.3,-0.4
2012/2/9,1.1,4.2,-1.5
2012/2/10,2.4,6.0,-0.4
2012/2/11,2.6,5.9,0.6
2012/2/12,2.6,5.5,0.0
2012/2/13,2.5,4.4,0.2
2012/2/14,4.2,6.0,2.2
2012/2/15,3.6,6.9,1.3
2012/2/16,3.8,7.2,1.5
2012/2/17,2.4,5.7,0.6
2012/2/18,-0.2,2.1,-2.0
2012/2/19,0.6,4.2,-3.8
2012/2/20,2.3,6.2,-0.9
2012/2/21,2.9,6.5,-1.7
2012/2/22,6.9,9.9,2.6
2012/2/23,8.2,10.3,7.2
2012/2/24,7.5,10.5,5.7
2012/2/25,6.2,7.2,5.1
2012/2/26,3.6,5.8,1.6
2012/2/27,2.3,5.1,0.7
2012/2/28,3.1,6.7,-2.6
2012/2/29,5.5,9.2,3.1
2012/3/1,6.5,12.3,1.4
2012/3/2,7.5,9.1,6.0
2012/3/3,7.6,11.2,5.3
2012/3/4,5.1,8.4,0.8
2012/3/5,9.1,11.1,8.2
2012/3/6,10.3,16.0,7.7
2012/3/7,8.8,10.5,5.1
2012/3/8,7.4,11.7,3.1
2012/3/9,6.6,7.7,5.8
2012/3/10,7.1,10.2,5.1
2012/3/11,5.3,11.4,0.1
2012/3/12,1.9,4.1,0.1
2012/3/13,2.1,6.3,-0.5
2012/3/14,3.5,9.1,-1.6
2012/3/15,4.7,9.5,0.7
2012/3/16,6.5,12.6,-0.1
2012/3/17,9.5,10.9,8.2
2012/3/18,10.1,11.8,8.4
2012/3/19,5.2,8.4,2.8
2012/3/20,5.5,11.1,0.5
2012/3/21,5.5,9.2,1.9
2012/3/22,6.4,10.9,0.7
2012/3/23,7.9,9.1,6.9
2012/3/24,7.5,8.9,5.3
2012/3/25,4.4,6.7,2.0
2012/3/26,4.0,7.7,0.9
2012/3/27,7.1,12.5,2.3
2012/3/28,7.6,12.8,2.9
2012/3/29,9.4,17.2,3.0
2012/3/30,12.5,19.4,4.9
2012/3/31,9.6,16.2,4.9
