ダウンロードした時刻：2019/10/10 16:08:52

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,9.9,15.3,5.7
2010/12/2,12.2,19.2,4.9
2010/12/3,12.7,18.9,8.1
2010/12/4,9.4,12.6,7.3
2010/12/5,8.3,13.4,4.4
2010/12/6,8.9,13.0,3.5
2010/12/7,9.2,11.7,7.5
2010/12/8,8.2,11.9,4.9
2010/12/9,6.4,10.0,3.7
2010/12/10,6.3,10.0,3.8
2010/12/11,8.9,11.7,4.6
2010/12/12,9.0,11.9,6.9
2010/12/13,8.4,11.3,5.5
2010/12/14,11.9,13.4,10.7
2010/12/15,6.8,10.7,4.2
2010/12/16,3.7,6.0,2.1
2010/12/17,4.1,7.4,1.0
2010/12/18,5.5,7.4,3.2
2010/12/19,5.2,9.7,1.2
2010/12/20,7.0,10.6,4.3
2010/12/21,7.6,10.4,4.4
2010/12/22,10.6,13.0,8.6
2010/12/23,8.5,11.9,6.4
2010/12/24,5.7,8.9,2.9
2010/12/25,1.9,4.7,0.1
2010/12/26,3.6,8.0,0.6
2010/12/27,4.1,8.7,0.4
2010/12/28,6.4,12.4,1.0
2010/12/29,4.7,8.0,2.8
2010/12/30,2.8,4.8,0.9
2010/12/31,-0.2,1.3,-1.9
2011/1/1,1.0,3.9,-1.7
2011/1/2,3.8,7.2,-0.5
2011/1/3,1.9,7.2,-1.9
2011/1/4,2.3,5.5,-1.0
2011/1/5,4.5,7.8,1.2
2011/1/6,2.4,5.2,0.2
2011/1/7,1.4,4.2,0.0
2011/1/8,2.1,5.7,-0.3
2011/1/9,3.8,8.3,-0.3
2011/1/10,1.4,3.8,-0.1
2011/1/11,1.5,5.5,-1.0
2011/1/12,1.8,6.8,-1.7
2011/1/13,2.1,4.3,0.6
2011/1/14,3.2,6.3,1.4
2011/1/15,3.3,5.6,-0.1
2011/1/16,-1.3,1.5,-3.1
2011/1/17,0.8,4.4,-2.0
2011/1/18,2.9,5.9,0.3
2011/1/19,2.8,5.5,0.3
2011/1/20,2.2,5.1,-0.1
2011/1/21,2.5,4.1,1.0
2011/1/22,3.2,6.7,0.9
2011/1/23,2.8,4.9,1.0
2011/1/24,2.6,7.5,-1.5
2011/1/25,2.4,4.2,0.6
2011/1/26,2.0,5.2,0.2
2011/1/27,0.9,3.2,-0.3
2011/1/28,1.3,3.0,0.0
2011/1/29,1.2,5.1,-2.7
2011/1/30,0.1,3.0,-2.2
2011/1/31,-0.1,3.6,-3.9
2011/2/1,2.7,7.0,0.1
2011/2/2,2.8,8.1,-1.1
2011/2/3,3.1,9.1,-1.4
2011/2/4,4.3,11.2,-0.2
2011/2/5,3.4,8.2,-0.5
2011/2/6,4.5,10.1,-0.8
2011/2/7,5.6,8.7,3.1
2011/2/8,3.6,6.6,-0.9
2011/2/9,4.6,8.2,2.8
2011/2/10,2.9,4.2,1.6
2011/2/11,2.5,5.2,0.4
2011/2/12,2.5,5.9,-1.0
2011/2/13,2.0,4.1,0.3
2011/2/14,0.9,4.2,-1.3
2011/2/15,3.5,7.2,-0.9
2011/2/16,2.1,7.1,-2.9
2011/2/17,6.6,13.7,0.5
2011/2/18,6.1,8.6,3.5
2011/2/19,4.5,8.8,2.2
2011/2/20,5.1,9.5,-0.3
2011/2/21,6.1,10.7,2.8
2011/2/22,5.8,12.4,-0.2
2011/2/23,8.4,14.4,1.3
2011/2/24,10.9,15.8,7.9
2011/2/25,8.9,12.7,5.0
2011/2/26,5.1,9.1,2.4
2011/2/27,7.4,13.1,1.3
2011/2/28,8.4,9.9,7.3
2011/3/1,6.2,7.4,4.4
2011/3/2,4.5,7.5,0.9
2011/3/3,1.6,4.4,-0.6
2011/3/4,1.7,5.3,-0.4
2011/3/5,4.1,8.4,0.8
2011/3/6,5.1,9.0,0.4
2011/3/7,6.1,10.1,4.1
2011/3/8,4.9,8.2,2.9
2011/3/9,3.6,9.7,0.3
2011/3/10,,,-0.1
2011/3/11,2.9,6.5,0.9
2011/3/12,5.0,10.0,0.4
2011/3/13,7.3,14.5,0.9
2011/3/14,10.0,15.6,4.9
2011/3/15,10.4,14.1,6.6
2011/3/16,2.7,6.7,0.0
2011/3/17,0.4,2.3,-1.1
2011/3/18,3.6,6.9,0.3
2011/3/19,7.4,14.3,2.8
2011/3/20,8.5,11.5,4.6
2011/3/21,9.5,11.6,8.1
2011/3/22,8.8,13.9,4.8
2011/3/23,5.0,8.6,1.2
2011/3/24,4.0,9.1,-0.1
2011/3/25,5.1,12.4,0.3
2011/3/26,3.2,6.6,0.9
2011/3/27,4.4,8.8,1.1
2011/3/28,5.3,11.9,-0.7
2011/3/29,7.3,14.3,0.8
2011/3/30,7.9,12.3,2.7
2011/3/31,9.6,14.5,5.1
