ダウンロードした時刻：2019/10/10 15:48:14

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,6.5,11.2,3.2
1988/12/2,5.7,11.4,1.8
1988/12/3,5.1,13.8,-0.8
1988/12/4,7.8,13.3,2.5
1988/12/5,6.2,8.2,3.6
1988/12/6,5.6,10.5,2.6
1988/12/7,7.0,14.4,0.7
1988/12/8,9.5,18.3,2.6
1988/12/9,8.2,11.3,4.7
1988/12/10,2.5,5.4,0.8
1988/12/11,3.6,4.8,1.9
1988/12/12,5.7,12.3,1.8
1988/12/13,5.7,14.3,0.5
1988/12/14,6.9,12.1,2.0
1988/12/15,2.0,5.3,0.4
1988/12/16,1.4,3.6,-1.0
1988/12/17,2.1,4.3,0.2
1988/12/18,3.1,5.6,0.8
1988/12/19,5.9,10.3,2.7
1988/12/20,6.5,10.0,4.5
1988/12/21,5.4,9.5,3.6
1988/12/22,4.7,8.1,2.8
1988/12/23,4.6,9.3,0.9
1988/12/24,4.5,8.3,1.0
1988/12/25,3.9,7.8,1.3
1988/12/26,3.3,6.7,1.1
1988/12/27,4.3,9.7,1.7
1988/12/28,2.9,4.7,1.1
1988/12/29,2.6,5.4,0.8
1988/12/30,3.9,9.2,0.3
1988/12/31,4.4,9.0,-0.6
1989/1/1,6.1,9.2,3.5
1989/1/2,4.4,10.3,0.6
1989/1/3,5.0,7.2,1.2
1989/1/4,3.7,6.2,1.5
1989/1/5,2.8,6.7,1.0
1989/1/6,3.8,8.4,-0.7
1989/1/7,9.3,14.1,2.7
1989/1/8,10.2,13.0,8.6
1989/1/9,10.1,11.6,8.4
1989/1/10,10.1,11.7,7.9
1989/1/11,8.6,12.6,4.8
1989/1/12,6.3,9.0,3.2
1989/1/13,3.3,6.6,0.6
1989/1/14,2.7,6.1,0.2
1989/1/15,1.9,4.6,0.3
1989/1/16,3.8,7.9,-0.2
1989/1/17,4.7,10.2,1.2
1989/1/18,6.5,12.9,-1.0
1989/1/19,12.6,14.1,9.9
1989/1/20,12.7,17.1,8.4
1989/1/21,7.3,9.5,5.6
1989/1/22,5.1,7.7,3.2
1989/1/23,5.4,8.0,3.0
1989/1/24,6.0,8.7,3.0
1989/1/25,4.6,9.4,1.4
1989/1/26,5.1,9.6,0.3
1989/1/27,3.3,7.4,0.2
1989/1/28,-0.2,1.9,-1.8
1989/1/29,1.0,4.2,-1.6
1989/1/30,3.5,9.5,-1.1
1989/1/31,6.8,13.4,-0.1
1989/2/1,5.1,9.1,3.1
1989/2/2,1.4,4.0,-0.2
1989/2/3,1.0,2.8,-0.2
1989/2/4,2.1,4.8,0.1
1989/2/5,3.0,8.1,0.0
1989/2/6,5.0,10.9,-0.4
1989/2/7,5.0,9.7,1.6
1989/2/8,7.0,10.5,1.0
1989/2/9,8.0,10.5,5.7
1989/2/10,3.9,5.7,2.2
1989/2/11,1.8,4.8,0.3
1989/2/12,2.3,6.2,0.4
1989/2/13,3.6,8.2,0.0
1989/2/14,4.1,9.3,0.5
1989/2/15,8.3,14.9,-0.7
1989/2/16,10.3,11.8,8.4
1989/2/17,7.9,10.8,6.2
1989/2/18,5.9,8.5,4.4
1989/2/19,4.9,9.2,1.1
1989/2/20,7.3,15.3,-0.2
1989/2/21,6.5,7.9,5.2
1989/2/22,5.0,9.0,1.9
1989/2/23,3.7,8.0,-0.9
1989/2/24,5.6,6.8,3.6
1989/2/25,5.7,6.3,4.9
1989/2/26,4.2,6.9,0.4
1989/2/27,4.4,11.7,-1.3
1989/2/28,14.0,17.1,4.0
1989/3/1,8.4,14.9,1.9
1989/3/2,6.7,12.7,-0.8
1989/3/3,13.6,16.6,8.1
1989/3/4,12.3,18.6,6.1
1989/3/5,5.0,6.1,3.4
1989/3/6,5.1,9.8,0.3
1989/3/7,4.8,9.0,3.1
1989/3/8,2.8,6.1,-0.1
1989/3/9,2.8,8.0,-2.0
1989/3/10,4.7,10.0,0.4
1989/3/11,7.4,12.1,1.0
1989/3/12,9.7,15.6,3.9
1989/3/13,10.5,13.5,7.9
1989/3/14,11.7,16.1,8.8
1989/3/15,7.5,12.6,5.0
1989/3/16,6.4,9.5,3.3
1989/3/17,4.6,7.2,1.9
1989/3/18,5.4,8.8,1.8
1989/3/19,5.0,10.0,1.0
1989/3/20,5.6,11.0,0.0
1989/3/21,6.1,9.9,0.6
1989/3/22,5.9,8.4,4.4
1989/3/23,6.6,10.6,3.8
1989/3/24,9.6,14.3,4.0
1989/3/25,8.2,13.1,5.8
1989/3/26,6.5,10.5,1.1
1989/3/27,7.4,14.3,2.4
1989/3/28,7.3,9.2,4.2
1989/3/29,6.6,12.6,2.2
1989/3/30,10.0,17.2,1.3
1989/3/31,13.5,16.0,9.9
