ダウンロードした時刻：2017/07/24 15:43:17

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,5.4,7.0,3.3
1995/1/2,4.7,8.3,-0.5
1995/1/3,6.0,9.9,-0.6
1995/1/4,6.9,9.8,4.6
1995/1/5,4.1,7.3,1.3
1995/1/6,1.7,3.8,-0.2
1995/1/7,3.2,4.5,1.3
1995/1/8,6.6,12.6,0.6
1995/1/9,11.6,15.6,7.9
1995/1/10,3.1,7.9,0.7
1995/1/11,3.7,6.9,1.3
1995/1/12,3.7,8.0,0.1
1995/1/13,0.9,2.6,0.2
1995/1/14,0.8,2.6,-0.1
1995/1/15,1.3,3.2,0.1
1995/1/16,1.5,4.8,0.2
1995/1/17,1.6,4.4,0.1
1995/1/18,3.1,7.2,-1.7
1995/1/19,1.8,3.7,-0.9
1995/1/20,2.8,8.1,-1.3
1995/1/21,3.7,10.6,-0.4
1995/1/22,4.0,9.1,1.2
1995/1/23,4.0,5.4,2.9
1995/1/24,3.7,6.4,0.5
1995/1/25,2.8,7.2,0.5
1995/1/26,3.1,8.1,1.1
1995/1/27,1.5,3.2,0.3
1995/1/28,2.4,7.4,-0.3
1995/1/29,1.3,6.5,-1.1
1995/1/30,0.0,1.8,-1.4
1995/1/31,0.1,1.8,-1.1
1995/2/1,1.9,3.7,-0.3
1995/2/2,1.9,3.3,1.1
1995/2/3,2.2,5.8,-1.3
1995/2/4,2.3,8.4,-1.8
1995/2/5,1.7,4.4,0.3
1995/2/6,2.5,4.7,0.5
1995/2/7,2.6,5.6,0.2
1995/2/8,4.7,10.6,0.4
1995/2/9,5.0,11.0,1.7
1995/2/10,3.5,4.9,1.6
1995/2/11,3.1,8.9,-0.9
1995/2/12,4.5,10.8,-0.1
1995/2/13,4.6,8.1,3.0
1995/2/14,4.4,8.4,1.1
1995/2/15,4.1,10.1,-0.3
1995/2/16,1.3,3.0,0.3
1995/2/17,1.5,4.4,0.2
1995/2/18,3.5,7.7,0.5
1995/2/19,3.4,10.5,-1.8
1995/2/20,3.3,6.9,1.4
1995/2/21,3.1,4.8,1.3
1995/2/22,3.4,8.9,-1.0
1995/2/23,4.3,12.2,-3.0
1995/2/24,3.9,7.6,-0.5
1995/2/25,4.1,11.2,-1.7
1995/2/26,6.3,11.0,2.2
1995/2/27,3.6,9.2,-0.2
1995/2/28,4.7,13.1,-1.9
1995/3/1,5.3,8.0,2.2
1995/3/2,4.7,8.2,0.1
1995/3/3,4.5,10.5,-0.5
1995/3/4,3.8,5.7,1.1
1995/3/5,4.7,8.6,0.4
1995/3/6,6.5,12.4,2.5
1995/3/7,7.2,14.1,2.5
1995/3/8,6.3,14.1,1.6
1995/3/9,7.3,14.4,0.6
1995/3/10,10.0,13.0,4.9
1995/3/11,6.2,8.4,3.4
1995/3/12,6.9,10.6,3.1
1995/3/13,7.2,10.1,5.3
1995/3/14,6.3,11.5,2.7
1995/3/15,7.1,14.8,-0.2
1995/3/16,14.9,16.5,8.5
1995/3/17,11.4,16.9,5.9
1995/3/18,5.5,8.1,3.0
1995/3/19,4.5,9.7,0.3
1995/3/20,8.4,16.8,-1.8
1995/3/21,13.4,19.7,6.7
1995/3/22,10.4,12.7,8.7
1995/3/23,11.1,15.5,7.8
1995/3/24,10.7,14.5,7.1
1995/3/25,7.6,10.6,5.3
1995/3/26,6.7,11.5,2.1
1995/3/27,8.7,15.8,0.9
1995/3/28,6.9,11.0,3.0
1995/3/29,10.2,16.8,2.4
1995/3/30,11.1,12.5,9.3
1995/3/31,11.8,15.8,8.7
1995/4/1,8.0,10.8,2.2
1995/4/2,5.1,9.5,0.7
1995/4/3,6.4,11.5,1.6
1995/4/4,8.1,15.9,-0.3
1995/4/5,11.6,21.5,4.5
1995/4/6,14.4,20.6,7.7
1995/4/7,12.1,16.8,5.5
1995/4/8,14.8,23.8,4.0
1995/4/9,15.0,17.7,11.1
1995/4/10,10.6,14.1,7.2
1995/4/11,10.8,15.1,4.9
1995/4/12,9.8,12.8,4.7
1995/4/13,10.8,18.6,2.7
1995/4/14,11.7,14.7,9.6
1995/4/15,12.5,15.9,9.4
1995/4/16,13.4,19.2,8.3
1995/4/17,14.2,19.3,10.2
1995/4/18,15.9,22.4,9.7
1995/4/19,12.1,16.3,6.5
1995/4/20,9.6,16.7,1.9
1995/4/21,15.6,23.7,5.0
1995/4/22,19.8,23.6,14.3
1995/4/23,17.2,23.9,10.1
1995/4/24,14.6,20.4,7.0
1995/4/25,15.6,18.0,12.3
1995/4/26,14.0,16.9,8.0
1995/4/27,13.7,20.6,5.5
1995/4/28,16.2,19.9,12.4
1995/4/29,17.4,24.2,11.5
1995/4/30,18.0,22.6,15.8
1995/5/1,19.6,22.4,16.5
