ダウンロードした時刻：2019/10/10 15:45:17

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,12.6,16.1,9.3
1993/12/2,11.2,15.4,5.3
1993/12/3,11.3,15.0,9.1
1993/12/4,6.4,9.7,4.2
1993/12/5,5.2,6.8,3.3
1993/12/6,5.1,8.2,0.8
1993/12/7,6.2,10.4,2.8
1993/12/8,6.2,11.7,0.8
1993/12/9,7.6,11.2,4.3
1993/12/10,6.4,9.1,3.4
1993/12/11,7.1,9.8,4.3
1993/12/12,5.8,10.2,2.7
1993/12/13,8.8,13.9,2.3
1993/12/14,5.9,8.3,2.3
1993/12/15,1.3,3.2,0.1
1993/12/16,2.3,6.5,-0.9
1993/12/17,2.9,7.1,0.1
1993/12/18,0.9,2.1,-0.7
1993/12/19,3.7,9.6,1.2
1993/12/20,6.1,11.9,0.2
1993/12/21,6.0,12.8,2.0
1993/12/22,0.9,2.9,-0.8
1993/12/23,0.4,2.3,-1.6
1993/12/24,4.4,9.5,1.6
1993/12/25,5.7,8.5,4.0
1993/12/26,8.9,14.3,3.2
1993/12/27,5.6,7.9,4.1
1993/12/28,2.1,4.6,0.4
1993/12/29,3.4,7.8,1.2
1993/12/30,6.9,13.0,-0.2
1993/12/31,6.3,11.7,1.7
1994/1/1,2.4,5.3,0.3
1994/1/2,4.9,10.4,0.0
1994/1/3,7.0,9.1,5.7
1994/1/4,5.6,8.5,3.6
1994/1/5,3.1,5.1,1.3
1994/1/6,5.6,8.9,1.5
1994/1/7,1.6,6.0,-1.5
1994/1/8,3.4,8.9,-1.7
1994/1/9,6.7,12.5,3.0
1994/1/10,6.7,11.3,3.2
1994/1/11,5.2,10.0,1.4
1994/1/12,4.2,5.7,2.0
1994/1/13,3.2,5.5,1.3
1994/1/14,2.8,4.8,1.3
1994/1/15,1.6,5.8,-1.1
1994/1/16,3.8,11.8,-2.0
1994/1/17,8.8,11.9,4.5
1994/1/18,3.7,5.5,-0.3
1994/1/19,-0.9,0.8,-1.6
1994/1/20,0.6,3.5,-2.4
1994/1/21,1.0,2.4,0.3
1994/1/22,0.5,2.4,-1.5
1994/1/23,-0.1,0.7,-1.4
1994/1/24,-0.2,2.9,-3.7
1994/1/25,2.7,6.2,0.5
1994/1/26,5.8,11.2,1.6
1994/1/27,1.4,4.2,-0.2
1994/1/28,1.2,3.6,-0.4
1994/1/29,0.5,3.2,-1.8
1994/1/30,-2.3,0.3,-5.0
1994/1/31,-0.6,4.2,-5.0
1994/2/1,3.2,5.3,-0.7
1994/2/2,-0.1,1.9,-1.6
1994/2/3,-1.2,0.1,-1.7
1994/2/4,0.3,3.4,-1.5
1994/2/5,2.3,6.6,-2.1
1994/2/6,4.8,10.5,1.4
1994/2/7,4.5,10.1,0.9
1994/2/8,4.5,8.1,-0.6
1994/2/9,3.6,5.7,1.7
1994/2/10,0.5,2.6,-1.4
1994/2/11,-0.2,3.0,-1.9
1994/2/12,-0.5,1.1,-2.2
1994/2/13,-1.4,1.0,-3.1
1994/2/14,0.6,4.0,-1.9
1994/2/15,2.0,6.9,-1.8
1994/2/16,3.2,6.7,0.4
1994/2/17,1.8,4.2,0.2
1994/2/18,2.6,8.5,-1.1
1994/2/19,3.0,10.1,-3.4
1994/2/20,8.1,15.3,0.1
1994/2/21,5.5,11.4,1.3
1994/2/22,2.2,5.6,0.2
1994/2/23,0.6,2.6,-1.3
1994/2/24,-0.2,1.4,-2.0
1994/2/25,1.7,6.0,-0.4
1994/2/26,1.3,3.2,0.3
1994/2/27,1.9,5.0,-0.6
1994/2/28,3.8,8.9,0.7
1994/3/1,3.2,7.5,0.4
1994/3/2,2.6,6.7,0.3
1994/3/3,4.7,10.6,-0.8
1994/3/4,3.7,10.1,0.5
1994/3/5,1.9,5.0,-0.3
1994/3/6,2.5,7.4,-0.9
1994/3/7,4.6,10.1,-1.3
1994/3/8,11.4,14.4,5.7
1994/3/9,7.6,10.8,3.6
1994/3/10,2.5,5.0,0.3
1994/3/11,3.7,8.0,-0.1
1994/3/12,4.9,8.1,1.6
1994/3/13,2.9,6.2,0.4
1994/3/14,3.1,9.1,-1.8
1994/3/15,2.2,7.5,0.1
1994/3/16,5.4,11.9,-0.7
1994/3/17,4.7,8.1,2.2
1994/3/18,3.8,8.9,-0.6
1994/3/19,6.5,14.1,-1.2
1994/3/20,4.1,8.2,1.9
1994/3/21,3.7,7.4,1.0
1994/3/22,5.1,8.4,0.1
1994/3/23,7.9,10.9,5.4
1994/3/24,6.1,8.8,3.6
1994/3/25,2.1,4.4,0.4
1994/3/26,2.5,6.4,-0.3
1994/3/27,4.1,9.1,0.6
1994/3/28,9.3,15.3,2.3
1994/3/29,5.7,10.5,1.5
1994/3/30,5.2,10.6,0.5
1994/3/31,8.8,16.8,1.9
