ダウンロードした時刻：2017/07/24 15:39:11

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,3.8,7.2,0.1
1989/1/2,1.9,7.0,-1.9
1989/1/3,1.7,8.9,-4.5
1989/1/4,-0.5,2.6,-3.1
1989/1/5,-0.6,2.7,-3.2
1989/1/6,0.2,6.7,-5.1
1989/1/7,5.0,12.0,-0.7
1989/1/8,5.4,8.2,2.9
1989/1/9,6.7,8.6,4.7
1989/1/10,8.1,12.9,5.7
1989/1/11,7.5,12.2,3.5
1989/1/12,4.2,6.7,2.1
1989/1/13,1.4,3.8,-1.5
1989/1/14,-0.5,3.5,-3.1
1989/1/15,-1.3,2.3,-3.6
1989/1/16,-0.6,5.1,-5.4
1989/1/17,-0.8,5.4,-5.3
1989/1/18,1.4,6.6,-4.2
1989/1/19,7.9,10.2,3.8
1989/1/20,9.3,14.6,6.7
1989/1/21,3.8,7.6,0.5
1989/1/22,1.0,4.6,-1.0
1989/1/23,2.0,4.4,-1.5
1989/1/24,1.7,4.7,-0.1
1989/1/25,1.1,4.7,-1.2
1989/1/26,3.6,8.6,-2.4
1989/1/27,1.2,4.3,-2.5
1989/1/28,-4.5,-2.4,-6.7
1989/1/29,-2.8,1.9,-7.9
1989/1/30,-0.1,5.9,-6.4
1989/1/31,3.2,9.6,-2.5
1989/2/1,2.1,5.8,-0.8
1989/2/2,-1.6,2.4,-3.6
1989/2/3,-2.0,2.9,-5.4
1989/2/4,-1.4,2.4,-4.6
1989/2/5,-0.4,5.4,-5.8
1989/2/6,2.4,8.4,-2.5
1989/2/7,2.8,8.4,-0.6
1989/2/8,4.8,10.5,-1.4
1989/2/9,4.7,7.5,2.9
1989/2/10,1.2,3.1,-2.3
1989/2/11,-1.9,1.9,-4.2
1989/2/12,-0.6,4.5,-5.5
1989/2/13,-0.8,2.9,-3.4
1989/2/14,1.1,6.4,-4.3
1989/2/15,4.7,13.2,-3.7
1989/2/16,5.8,11.0,1.1
1989/2/17,4.0,6.0,1.6
1989/2/18,2.8,5.0,1.7
1989/2/19,2.1,6.8,-1.5
1989/2/20,5.5,15.5,-3.3
1989/2/21,3.2,5.4,1.6
1989/2/22,0.3,4.2,-2.8
1989/2/23,1.3,6.2,-3.3
1989/2/24,1.6,3.5,0.1
1989/2/25,2.9,5.0,0.4
1989/2/26,1.4,4.1,-1.2
1989/2/27,2.4,7.5,-2.7
1989/2/28,9.2,16.0,1.8
1989/3/1,5.8,11.5,-0.3
1989/3/2,5.2,15.0,-2.7
1989/3/3,8.6,13.5,1.5
1989/3/4,12.1,21.6,3.1
1989/3/5,2.2,3.8,0.3
1989/3/6,2.5,7.7,-0.2
1989/3/7,1.4,4.5,0.1
1989/3/8,0.4,4.5,-1.5
1989/3/9,1.3,7.1,-2.8
1989/3/10,2.3,9.2,-3.4
1989/3/11,3.8,11.3,-2.8
1989/3/12,5.6,13.4,-1.6
1989/3/13,7.7,14.0,3.1
1989/3/14,8.5,14.0,5.9
1989/3/15,4.6,8.6,2.2
1989/3/16,3.3,7.5,0.7
1989/3/17,-0.1,2.4,-2.5
1989/3/18,0.8,5.0,-2.7
1989/3/19,2.1,6.9,-2.8
1989/3/20,2.9,6.6,0.2
1989/3/21,4.1,9.1,0.6
1989/3/22,4.8,9.5,2.0
1989/3/23,3.3,7.4,0.8
1989/3/24,6.2,13.5,0.6
1989/3/25,4.9,8.3,1.0
1989/3/26,5.1,12.1,0.8
1989/3/27,5.7,10.3,1.9
1989/3/28,4.3,6.6,1.4
1989/3/29,4.5,10.1,-0.6
1989/3/30,6.7,14.8,-1.9
1989/3/31,10.3,14.6,6.1
1989/4/1,9.8,19.6,3.6
1989/4/2,9.1,18.4,0.5
1989/4/3,11.8,21.3,5.3
1989/4/4,6.0,11.5,1.8
1989/4/5,6.6,17.4,-0.6
1989/4/6,8.0,17.4,0.7
1989/4/7,11.2,21.7,2.7
1989/4/8,10.5,12.6,8.1
1989/4/9,11.7,16.7,8.5
1989/4/10,12.6,16.9,8.1
1989/4/11,7.3,11.7,4.9
1989/4/12,6.3,10.9,4.0
1989/4/13,10.6,18.4,4.2
1989/4/14,12.6,22.4,3.0
1989/4/15,15.5,19.8,10.9
1989/4/16,16.6,25.0,12.3
1989/4/17,11.0,15.8,7.0
1989/4/18,12.7,21.1,4.7
1989/4/19,12.7,20.6,5.8
1989/4/20,13.6,23.4,5.2
1989/4/21,14.7,23.5,5.9
1989/4/22,16.8,25.0,8.6
1989/4/23,14.1,17.6,11.2
1989/4/24,10.6,14.2,8.0
1989/4/25,7.7,11.9,4.1
1989/4/26,10.9,20.1,2.4
1989/4/27,12.6,20.3,7.0
1989/4/28,5.5,9.1,1.7
1989/4/29,7.9,16.0,-0.4
1989/4/30,12.2,21.7,2.5
1989/5/1,12.2,14.9,9.4
