ダウンロードした時刻：2019/10/10 16:14:12

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,10.8,14.7,8.1
2008/12/2,13.1,18.3,9.3
2008/12/3,13.9,18.3,9.9
2008/12/4,14.9,18.9,10.7
2008/12/5,14.5,20.1,8.3
2008/12/6,5.7,8.4,2.4
2008/12/7,5.7,9.5,2.0
2008/12/8,9.7,13.6,5.1
2008/12/9,12.8,15.3,10.8
2008/12/10,14.6,18.8,11.4
2008/12/11,15.6,20.1,10.0
2008/12/12,14.6,18.1,11.4
2008/12/13,13.1,17.2,10.2
2008/12/14,10.5,14.2,7.6
2008/12/15,9.8,13.9,6.2
2008/12/16,11.0,13.7,7.1
2008/12/17,11.9,12.8,10.7
2008/12/18,12.2,15.6,9.2
2008/12/19,10.4,15.0,6.8
2008/12/20,12.0,15.7,8.0
2008/12/21,17.3,20.3,12.2
2008/12/22,12.6,20.2,6.4
2008/12/23,8.1,11.4,5.1
2008/12/24,8.7,11.9,4.7
2008/12/25,11.5,17.2,7.8
2008/12/26,5.9,7.9,4.6
2008/12/27,6.9,10.5,4.3
2008/12/28,9.3,12.4,7.0
2008/12/29,10.9,13.4,7.5
2008/12/30,11.5,15.4,6.4
2008/12/31,6.1,9.3,4.4
2009/1/1,5.8,8.2,4.4
2009/1/2,6.7,9.9,4.6
2009/1/3,7.7,11.4,5.8
2009/1/4,8.4,13.1,4.7
2009/1/5,9.3,11.5,7.1
2009/1/6,9.0,13.2,5.9
2009/1/7,7.5,9.3,5.0
2009/1/8,8.5,10.3,7.0
2009/1/9,9.6,12.6,7.1
2009/1/10,5.6,7.9,3.1
2009/1/11,5.5,8.5,3.1
2009/1/12,6.3,10.5,3.7
2009/1/13,4.7,7.7,2.9
2009/1/14,5.8,10.2,1.0
2009/1/15,4.7,7.9,2.4
2009/1/16,6.6,10.3,3.3
2009/1/17,8.1,11.7,5.5
2009/1/18,8.6,10.8,5.6
2009/1/19,11.3,15.0,6.6
2009/1/20,8.5,12.7,5.4
2009/1/21,8.6,10.0,6.0
2009/1/22,9.7,11.4,7.8
2009/1/23,12.3,16.6,8.1
2009/1/24,3.7,8.2,1.7
2009/1/25,5.7,9.0,2.6
2009/1/26,8.1,10.6,3.6
2009/1/27,8.9,13.1,5.7
2009/1/28,9.3,13.0,5.7
2009/1/29,11.8,14.8,9.2
2009/1/30,14.1,17.3,11.6
2009/1/31,12.2,16.2,8.5
2009/2/1,8.2,12.6,5.3
2009/2/2,8.5,12.0,4.5
2009/2/3,9.2,13.7,7.2
2009/2/4,9.8,14.2,6.3
2009/2/5,11.6,15.4,8.7
2009/2/6,9.6,13.4,6.3
2009/2/7,9.5,13.6,5.4
2009/2/8,10.3,15.2,6.3
2009/2/9,8.8,12.4,5.2
2009/2/10,9.5,13.1,6.6
2009/2/11,10.0,14.4,5.2
2009/2/12,11.6,15.8,7.3
2009/2/13,17.2,19.1,10.4
2009/2/14,17.6,23.4,12.8
2009/2/15,15.1,18.5,11.1
2009/2/16,9.7,14.4,3.5
2009/2/17,4.3,8.3,2.0
2009/2/18,6.5,11.0,1.4
2009/2/19,8.3,11.0,5.3
2009/2/20,12.7,17.5,6.4
2009/2/21,7.3,10.7,4.6
2009/2/22,10.7,16.0,4.4
2009/2/23,14.9,17.4,10.3
2009/2/24,11.7,12.9,10.3
2009/2/25,14.6,20.0,11.2
2009/2/26,12.2,15.0,10.3
2009/2/27,8.8,10.3,7.5
2009/2/28,9.7,10.8,8.1
2009/3/1,10.3,13.8,8.1
2009/3/2,8.3,12.5,4.9
2009/3/3,7.5,9.4,6.5
2009/3/4,9.5,11.6,7.2
2009/3/5,10.6,13.9,6.1
2009/3/6,14.2,18.8,11.4
2009/3/7,10.3,13.3,8.0
2009/3/8,11.6,15.8,8.4
2009/3/9,10.8,12.3,8.8
2009/3/10,12.1,16.1,8.3
2009/3/11,9.6,13.4,7.4
2009/3/12,9.1,12.8,4.7
2009/3/13,13.3,16.5,9.0
2009/3/14,9.8,17.5,4.5
2009/3/15,7.9,12.2,3.6
2009/3/16,11.9,15.7,7.0
2009/3/17,16.1,20.9,11.6
2009/3/18,16.2,21.1,10.6
2009/3/19,18.6,21.7,16.5
2009/3/20,16.4,20.8,11.0
2009/3/21,13.5,17.4,7.2
2009/3/22,17.5,18.5,16.1
2009/3/23,13.5,17.9,8.3
2009/3/24,11.2,16.8,7.0
2009/3/25,11.1,16.8,6.7
2009/3/26,8.2,12.5,4.1
2009/3/27,11.7,14.9,8.5
2009/3/28,8.8,11.6,5.5
2009/3/29,9.9,13.8,7.1
2009/3/30,10.2,14.5,5.7
2009/3/31,11.3,13.8,9.3
