ダウンロードした時刻：2017/07/24 15:46:21

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,4.5,6.4,1.0
2005/1/2,6.1,8.2,3.4
2005/1/3,10.1,13.6,7.2
2005/1/4,8.3,11.9,5.3
2005/1/5,6.5,9.0,5.1
2005/1/6,8.2,10.2,6.4
2005/1/7,9.1,10.8,6.8
2005/1/8,6.6,7.5,5.5
2005/1/9,4.6,6.8,3.0
2005/1/10,4.3,6.0,2.5
2005/1/11,7.1,9.2,5.6
2005/1/12,5.2,6.7,4.5
2005/1/13,6.1,7.3,4.5
2005/1/14,6.8,9.4,4.4
2005/1/15,6.3,8.2,3.5
2005/1/16,5.9,7.4,3.3
2005/1/17,7.0,8.9,4.6
2005/1/18,7.5,11.7,4.4
2005/1/19,7.7,9.8,6.4
2005/1/20,5.5,6.9,4.3
2005/1/21,4.6,7.0,3.3
2005/1/22,5.8,8.1,2.5
2005/1/23,6.0,9.0,3.6
2005/1/24,6.9,8.3,4.8
2005/1/25,7.4,8.9,5.4
2005/1/26,7.2,10.2,5.3
2005/1/27,7.2,9.6,4.9
2005/1/28,8.9,13.5,6.1
2005/1/29,9.3,15.5,6.1
2005/1/30,6.9,8.2,5.9
2005/1/31,3.7,5.9,1.6
2005/2/1,0.7,4.2,-1.5
2005/2/2,2.3,5.1,-0.5
2005/2/3,4.6,6.9,2.5
2005/2/4,6.1,10.7,3.6
2005/2/5,6.7,10.2,3.4
2005/2/6,6.3,8.2,3.9
2005/2/7,5.6,6.5,4.5
2005/2/8,8.8,11.5,6.1
2005/2/9,9.7,12.5,7.5
2005/2/10,7.4,9.0,5.8
2005/2/11,5.2,7.0,3.4
2005/2/12,4.7,7.3,1.9
2005/2/13,5.5,8.5,2.5
2005/2/14,6.2,8.4,2.8
2005/2/15,8.5,9.5,6.9
2005/2/16,10.8,12.6,8.9
2005/2/17,9.7,11.2,7.9
2005/2/18,6.6,8.0,5.7
2005/2/19,8.8,11.9,6.5
2005/2/20,3.0,6.7,1.5
2005/2/21,2.6,4.2,1.2
2005/2/22,5.8,10.4,1.4
2005/2/23,10.7,13.4,6.8
2005/2/24,6.0,7.9,3.6
2005/2/25,7.8,9.9,6.1
2005/2/26,3.7,6.2,2.0
2005/2/27,4.8,7.7,2.0
2005/2/28,6.8,10.0,4.0
2005/3/1,7.0,10.8,4.3
2005/3/2,8.1,11.6,3.7
2005/3/3,8.3,10.3,6.2
2005/3/4,5.8,8.0,2.0
2005/3/5,4.4,8.2,0.7
2005/3/6,5.4,10.2,1.6
2005/3/7,9.3,12.8,5.4
2005/3/8,11.8,17.1,6.8
2005/3/9,13.4,17.4,9.6
2005/3/10,12.7,15.6,10.3
2005/3/11,12.2,15.1,8.1
2005/3/12,4.4,8.4,2.9
2005/3/13,3.2,5.4,1.1
2005/3/14,6.1,8.7,3.6
2005/3/15,8.1,10.9,5.8
2005/3/16,11.3,16.9,7.0
2005/3/17,12.4,17.4,10.8
2005/3/18,9.4,12.0,6.0
2005/3/19,8.7,12.7,5.3
2005/3/20,10.0,13.5,7.3
2005/3/21,10.9,14.6,6.2
2005/3/22,11.7,15.0,9.4
2005/3/23,11.1,13.3,9.9
2005/3/24,7.6,11.8,3.2
2005/3/25,7.3,10.1,4.3
2005/3/26,12.3,15.8,8.5
2005/3/27,10.6,12.2,10.0
2005/3/28,12.6,14.8,11.0
2005/3/29,11.5,14.0,8.4
2005/3/30,10.2,13.0,6.5
2005/3/31,12.9,16.7,9.9
2005/4/1,12.6,18.3,8.1
2005/4/2,13.2,15.7,11.1
2005/4/3,12.0,15.7,8.2
2005/4/4,10.8,14.3,7.3
2005/4/5,14.7,18.6,10.8
2005/4/6,14.0,19.2,10.5
2005/4/7,17.0,22.6,13.0
2005/4/8,16.1,18.4,14.9
2005/4/9,17.0,21.3,14.6
2005/4/10,17.0,25.2,13.1
2005/4/11,13.9,18.3,11.9
2005/4/12,12.2,15.2,10.7
2005/4/13,13.5,16.6,11.2
2005/4/14,14.4,20.1,9.9
2005/4/15,14.6,17.7,12.2
2005/4/16,14.7,17.8,11.3
2005/4/17,15.5,20.2,9.8
2005/4/18,17.7,23.7,13.1
2005/4/19,18.2,22.0,13.5
2005/4/20,16.6,19.8,14.2
2005/4/21,16.1,21.3,12.4
2005/4/22,15.7,18.4,13.7
2005/4/23,15.2,18.2,12.6
2005/4/24,15.3,20.6,10.3
2005/4/25,16.7,20.7,14.6
2005/4/26,16.9,20.6,13.8
2005/4/27,17.0,22.5,11.7
2005/4/28,21.5,29.1,14.7
2005/4/29,23.2,27.1,20.6
2005/4/30,21.5,26.2,18.4
2005/5/1,19.0,21.8,16.0
