ダウンロードした時刻：2019/10/10 15:38:53

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,3.3,7.3,-1.3
1985/12/2,4.6,6.5,2.9
1985/12/3,3.8,8.3,0.2
1985/12/4,6.3,12.3,-1.3
1985/12/5,4.6,8.1,1.5
1985/12/6,4.8,8.4,1.7
1985/12/7,2.3,3.7,0.6
1985/12/8,2.6,6.1,0.6
1985/12/9,2.1,6.5,-1.7
1985/12/10,-2.3,-0.6,-3.4
1985/12/11,-0.4,3.7,-4.1
1985/12/12,-1.0,1.7,-4.1
1985/12/13,2.4,7.7,-2.0
1985/12/14,0.4,2.7,-2.2
1985/12/15,-2.8,-0.5,-4.4
1985/12/16,-2.5,1.1,-5.4
1985/12/17,-1.7,2.4,-4.4
1985/12/18,-1.0,1.6,-3.6
1985/12/19,-0.2,1.9,-2.6
1985/12/20,-1.1,1.2,-3.3
1985/12/21,-1.5,1.4,-3.5
1985/12/22,-0.7,2.6,-3.9
1985/12/23,1.4,3.9,-0.5
1985/12/24,-1.4,0.4,-2.9
1985/12/25,-0.5,1.5,-3.6
1985/12/26,1.3,3.7,-0.5
1985/12/27,0.2,3.7,-1.4
1985/12/28,0.6,3.9,-2.4
1985/12/29,1.3,7.9,-5.0
1985/12/30,5.2,9.9,0.6
1985/12/31,5.4,13.0,0.1
1986/1/1,4.0,7.4,1.0
1986/1/2,-1.0,2.2,-3.9
1986/1/3,-0.9,4.0,-4.0
1986/1/4,0.5,3.2,-2.0
1986/1/5,-1.0,2.1,-3.7
1986/1/6,-2.6,-1.4,-4.2
1986/1/7,1.8,4.3,-1.6
1986/1/8,3.3,7.3,-0.4
1986/1/9,-0.9,2.5,-2.3
1986/1/10,-1.7,0.1,-2.8
1986/1/11,-2.9,0.7,-5.7
1986/1/12,-3.7,1.2,-6.6
1986/1/13,-3.3,0.8,-8.4
1986/1/14,-3.4,-1.9,-4.6
1986/1/15,-1.2,3.2,-4.0
1986/1/16,-2.9,2.3,-8.0
1986/1/17,-2.3,3.8,-7.2
1986/1/18,0.3,5.1,-3.7
1986/1/19,-1.6,4.1,-7.2
1986/1/20,0.0,6.3,-7.0
1986/1/21,-2.8,0.0,-5.0
1986/1/22,-5.2,-3.1,-7.8
1986/1/23,-4.5,-1.8,-6.7
1986/1/24,-3.6,-0.9,-5.3
1986/1/25,-4.2,-2.4,-5.3
1986/1/26,-4.6,-2.2,-5.8
1986/1/27,-4.4,-1.7,-6.2
1986/1/28,-5.3,-2.0,-8.7
1986/1/29,-2.4,1.8,-6.1
1986/1/30,-3.4,1.7,-9.9
1986/1/31,-1.3,2.9,-6.0
1986/2/1,-4.3,1.0,-8.3
1986/2/2,-6.4,-2.0,-11.2
1986/2/3,-3.0,0.6,-7.2
1986/2/4,-3.5,-0.4,-5.9
1986/2/5,-5.4,-1.2,-9.8
1986/2/6,-4.9,-1.0,-11.1
1986/2/7,-4.5,-0.3,-8.3
1986/2/8,-5.0,0.5,-11.0
1986/2/9,-3.5,0.0,-6.3
1986/2/10,-4.2,-0.8,-7.6
1986/2/11,-3.0,1.7,-7.3
1986/2/12,-0.7,3.9,-4.0
1986/2/13,2.1,5.9,-4.3
1986/2/14,1.7,6.4,-1.0
1986/2/15,0.0,1.2,-1.6
1986/2/16,-3.5,-0.2,-6.6
1986/2/17,-1.9,1.4,-4.8
1986/2/18,-2.5,0.6,-7.1
1986/2/19,-1.2,0.4,-2.5
1986/2/20,-0.6,3.3,-4.3
1986/2/21,-1.1,1.4,-2.4
1986/2/22,-0.9,4.1,-4.3
1986/2/23,1.7,8.2,-4.3
1986/2/24,-1.2,1.1,-3.1
1986/2/25,-4.2,-1.4,-6.3
1986/2/26,-2.0,2.3,-5.0
1986/2/27,-0.7,3.8,-8.0
1986/2/28,-0.6,0.8,-2.1
1986/3/1,-0.1,3.1,-3.1
1986/3/2,1.1,4.2,-2.2
1986/3/3,-0.9,1.6,-5.0
1986/3/4,-2.5,2.8,-7.4
1986/3/5,-2.0,2.4,-7.5
1986/3/6,0.6,5.2,-2.4
1986/3/7,1.6,8.4,-5.3
1986/3/8,1.3,7.0,-3.0
1986/3/9,3.4,13.1,-5.3
1986/3/10,5.6,12.7,1.0
1986/3/11,2.9,6.0,0.4
1986/3/12,2.2,6.5,0.3
1986/3/13,2.1,5.0,0.4
1986/3/14,2.3,6.7,-1.2
1986/3/15,4.5,7.7,1.4
1986/3/16,4.1,11.0,0.5
1986/3/17,1.1,4.1,-0.9
1986/3/18,2.1,7.0,-1.3
1986/3/19,2.0,4.5,-0.9
1986/3/20,3.9,7.7,1.5
1986/3/21,3.5,7.9,1.1
1986/3/22,4.2,8.1,0.4
1986/3/23,0.5,4.3,-0.1
1986/3/24,1.8,4.7,-0.3
1986/3/25,2.4,6.4,-0.7
1986/3/26,4.8,10.2,-1.2
1986/3/27,5.9,13.5,-2.4
1986/3/28,3.6,8.7,-0.5
1986/3/29,4.1,9.0,1.0
1986/3/30,6.3,15.5,-0.7
1986/3/31,5.6,10.2,1.7
