ダウンロードした時刻：2019/10/10 16:14:08

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,11.6,15.9,7.5
2005/12/2,13.0,16.1,10.6
2005/12/3,10.7,13.8,7.9
2005/12/4,8.2,12.0,5.8
2005/12/5,6.0,8.0,3.6
2005/12/6,8.7,12.3,6.5
2005/12/7,8.4,11.4,5.0
2005/12/8,8.3,12.2,5.9
2005/12/9,7.9,10.7,5.8
2005/12/10,9.0,12.3,6.3
2005/12/11,9.0,11.7,6.9
2005/12/12,6.3,9.2,3.9
2005/12/13,4.5,7.0,2.6
2005/12/14,4.8,7.7,2.7
2005/12/15,5.7,9.3,2.8
2005/12/16,6.2,8.9,4.5
2005/12/17,6.2,10.7,1.9
2005/12/18,2.6,5.1,-0.2
2005/12/19,5.7,8.1,3.2
2005/12/20,6.6,10.8,3.2
2005/12/21,7.8,11.1,3.5
2005/12/22,3.1,7.3,1.3
2005/12/23,6.5,8.8,3.3
2005/12/24,5.9,8.2,2.7
2005/12/25,7.2,10.5,1.6
2005/12/26,7.8,10.8,4.0
2005/12/27,5.0,8.1,3.3
2005/12/28,5.7,9.8,3.3
2005/12/29,6.2,10.3,1.9
2005/12/30,8.6,12.2,4.3
2005/12/31,7.7,10.5,6.1
2006/1/1,8.6,11.7,6.5
2006/1/2,8.7,11.5,6.0
2006/1/3,7.0,8.7,4.6
2006/1/4,5.5,8.1,4.3
2006/1/5,3.7,6.7,1.2
2006/1/6,3.3,6.2,-0.5
2006/1/7,4.1,8.4,1.7
2006/1/8,4.3,8.2,0.5
2006/1/9,4.9,8.9,2.3
2006/1/10,6.8,10.7,2.7
2006/1/11,8.0,11.7,5.2
2006/1/12,8.1,12.5,3.4
2006/1/13,9.7,11.4,7.3
2006/1/14,12.9,16.0,10.7
2006/1/15,11.2,14.9,8.7
2006/1/16,10.6,14.6,7.6
2006/1/17,9.4,13.8,6.4
2006/1/18,7.0,9.1,5.3
2006/1/19,5.1,7.9,3.5
2006/1/20,6.2,9.1,2.9
2006/1/21,8.2,11.3,5.6
2006/1/22,6.4,10.0,3.8
2006/1/23,3.7,7.2,1.3
2006/1/24,5.1,9.5,2.4
2006/1/25,5.3,10.1,1.4
2006/1/26,6.7,11.5,3.7
2006/1/27,7.8,11.8,5.3
2006/1/28,6.6,10.1,4.0
2006/1/29,8.4,15.2,3.3
2006/1/30,13.2,17.9,8.6
2006/1/31,11.1,11.9,10.2
2006/2/1,11.6,17.5,8.7
2006/2/2,9.7,14.0,7.1
2006/2/3,7.9,12.3,2.0
2006/2/4,1.7,5.2,-0.7
2006/2/5,3.6,7.3,0.5
2006/2/6,5.1,8.7,2.5
2006/2/7,10.1,14.5,7.5
2006/2/8,6.2,9.5,2.6
2006/2/9,3.8,7.1,0.9
2006/2/10,6.2,10.5,1.0
2006/2/11,9.5,12.3,7.4
2006/2/12,6.6,9.9,3.0
2006/2/13,8.6,12.5,1.1
2006/2/14,15.8,18.4,10.9
2006/2/15,15.7,18.7,12.8
2006/2/16,13.2,15.6,11.7
2006/2/17,9.6,13.1,5.3
2006/2/18,6.6,10.2,2.6
2006/2/19,7.9,9.6,6.3
2006/2/20,9.0,10.3,7.7
2006/2/21,10.2,12.9,8.6
2006/2/22,12.0,16.0,8.8
2006/2/23,11.7,15.3,8.2
2006/2/24,10.4,12.0,8.3
2006/2/25,10.5,12.8,8.3
2006/2/26,15.5,18.9,11.0
2006/2/27,11.2,15.1,6.0
2006/2/28,9.1,11.8,5.3
2006/3/1,10.6,12.7,8.0
2006/3/2,7.3,10.9,4.9
2006/3/3,6.1,9.9,3.5
2006/3/4,7.0,11.4,2.4
2006/3/5,11.2,15.4,5.5
2006/3/6,12.8,16.0,10.0
2006/3/7,11.3,15.4,8.1
2006/3/8,14.2,20.1,8.8
2006/3/9,11.4,13.3,9.6
2006/3/10,11.3,13.7,9.8
2006/3/11,14.4,17.6,8.6
2006/3/12,14.0,18.0,6.8
2006/3/13,4.8,7.9,2.3
2006/3/14,5.1,9.1,1.5
2006/3/15,8.5,13.9,2.0
2006/3/16,14.2,16.4,9.6
2006/3/17,11.9,16.3,9.0
2006/3/18,10.4,13.7,7.8
2006/3/19,9.6,14.0,4.3
2006/3/20,7.9,12.4,3.4
2006/3/21,12.5,16.6,7.0
2006/3/22,10.0,12.4,7.8
2006/3/23,13.8,19.0,10.6
2006/3/24,11.4,15.6,7.7
2006/3/25,11.5,15.8,6.7
2006/3/26,11.8,14.2,9.1
2006/3/27,13.7,17.9,10.0
2006/3/28,12.0,15.3,7.8
2006/3/29,8.0,10.6,5.6
2006/3/30,9.0,13.9,4.2
2006/3/31,7.5,12.3,3.2
