ダウンロードした時刻：2017/07/24 15:45:06

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,7.6,11.6,4.3
1983/1/2,8.5,12.0,4.6
1983/1/3,8.6,13.8,4.3
1983/1/4,8.6,12.8,3.5
1983/1/5,14.9,18.4,9.2
1983/1/6,13.2,17.4,11.7
1983/1/7,12.8,13.6,11.8
1983/1/8,11.7,15.8,8.0
1983/1/9,6.4,9.5,4.7
1983/1/10,3.8,5.7,2.1
1983/1/11,4.8,8.5,1.7
1983/1/12,6.5,9.0,4.2
1983/1/13,7.1,9.5,4.9
1983/1/14,6.6,10.0,4.0
1983/1/15,6.9,10.3,4.8
1983/1/16,8.0,12.7,3.5
1983/1/17,9.7,13.3,5.6
1983/1/18,10.5,13.7,8.7
1983/1/19,7.7,12.6,4.7
1983/1/20,3.4,5.6,1.8
1983/1/21,3.8,7.9,1.2
1983/1/22,2.1,4.9,0.3
1983/1/23,3.3,7.1,-0.2
1983/1/24,7.0,10.3,3.0
1983/1/25,8.2,11.5,3.1
1983/1/26,9.2,14.0,4.8
1983/1/27,10.2,13.9,6.6
1983/1/28,10.6,14.2,6.4
1983/1/29,12.1,15.3,7.5
1983/1/30,12.3,16.3,7.3
1983/1/31,7.2,10.5,3.2
1983/2/1,10.2,14.1,5.9
1983/2/2,13.4,16.9,10.8
1983/2/3,9.6,14.0,4.0
1983/2/4,6.4,10.4,2.9
1983/2/5,8.5,12.4,4.3
1983/2/6,10.8,13.6,5.5
1983/2/7,9.9,13.4,6.7
1983/2/8,7.1,10.0,4.4
1983/2/9,8.4,11.9,6.2
1983/2/10,5.2,12.2,2.2
1983/2/11,4.3,8.0,1.3
1983/2/12,5.4,8.9,2.4
1983/2/13,2.6,6.6,0.2
1983/2/14,4.6,8.9,0.0
1983/2/15,9.7,14.5,4.8
1983/2/16,8.9,11.9,5.4
1983/2/17,8.8,10.7,7.0
1983/2/18,7.2,10.4,1.8
1983/2/19,4.2,7.1,1.1
1983/2/20,4.8,8.4,2.4
1983/2/21,4.1,8.9,0.1
1983/2/22,6.1,10.3,1.7
1983/2/23,7.9,12.6,2.8
1983/2/24,8.6,10.8,6.9
1983/2/25,8.3,12.1,4.7
1983/2/26,6.4,11.6,2.4
1983/2/27,6.7,11.6,3.1
1983/2/28,7.9,13.3,2.8
1983/3/1,10.6,15.0,5.4
1983/3/2,15.5,17.6,10.4
1983/3/3,12.7,16.1,8.6
1983/3/4,8.3,10.1,6.7
1983/3/5,6.7,10.4,4.0
1983/3/6,6.9,10.8,3.7
1983/3/7,6.7,11.3,3.0
1983/3/8,4.9,9.2,1.6
1983/3/9,7.2,11.5,1.8
1983/3/10,10.0,12.5,6.8
1983/3/11,11.2,15.8,8.0
1983/3/12,11.9,13.8,8.4
1983/3/13,12.8,16.7,8.1
1983/3/14,6.9,8.8,5.3
1983/3/15,8.4,12.1,2.9
1983/3/16,10.2,11.6,8.7
1983/3/17,10.8,14.3,7.0
1983/3/18,6.6,8.7,5.3
1983/3/19,8.3,12.9,2.4
1983/3/20,11.8,15.4,7.7
1983/3/21,14.1,16.8,12.2
1983/3/22,13.7,18.0,10.0
1983/3/23,15.0,18.0,12.4
1983/3/24,15.5,18.7,11.2
1983/3/25,12.0,15.6,10.0
1983/3/26,10.7,13.7,8.9
1983/3/27,11.1,12.6,9.1
1983/3/28,12.7,14.6,11.4
1983/3/29,10.7,13.0,9.4
1983/3/30,12.0,14.6,9.3
1983/3/31,12.9,16.1,11.5
1983/4/1,13.9,18.4,10.8
1983/4/2,14.8,17.4,10.7
1983/4/3,14.2,17.5,11.6
1983/4/4,16.3,18.5,12.3
1983/4/5,15.2,19.0,11.7
1983/4/6,15.4,19.4,11.6
1983/4/7,15.4,18.3,13.3
1983/4/8,14.7,17.0,13.2
1983/4/9,16.2,19.8,12.6
1983/4/10,16.5,19.6,14.7
1983/4/11,17.0,18.1,16.4
1983/4/12,17.2,20.6,15.4
1983/4/13,16.0,19.0,14.7
1983/4/14,15.8,17.8,14.4
1983/4/15,19.8,21.0,15.1
1983/4/16,17.6,20.4,15.4
1983/4/17,15.7,16.8,14.4
1983/4/18,15.3,16.8,14.2
1983/4/19,17.8,20.4,14.6
1983/4/20,18.9,23.4,14.3
1983/4/21,15.9,19.5,11.0
1983/4/22,18.4,21.5,15.5
1983/4/23,18.3,21.5,15.7
1983/4/24,17.4,21.1,14.5
1983/4/25,19.3,22.9,14.2
1983/4/26,19.7,23.1,14.8
1983/4/27,20.6,22.2,19.1
1983/4/28,21.0,22.6,20.1
1983/4/29,20.8,22.7,18.6
1983/4/30,16.0,19.6,13.6
1983/5/1,14.5,17.5,12.7
