ダウンロードした時刻：2019/10/10 15:40:10

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,8.3,13.7,4.4
2007/12/2,8.1,10.9,4.9
2007/12/3,4.7,7.0,2.0
2007/12/4,3.1,7.5,1.0
2007/12/5,4.0,7.1,0.6
2007/12/6,7.3,11.5,3.5
2007/12/7,6.1,8.9,4.6
2007/12/8,6.7,10.9,3.4
2007/12/9,5.5,8.3,2.2
2007/12/10,5.4,9.0,2.8
2007/12/11,6.5,10.6,2.3
2007/12/12,5.6,8.9,2.0
2007/12/13,2.5,4.2,1.2
2007/12/14,5.0,8.8,1.6
2007/12/15,4.2,8.5,0.7
2007/12/16,3.0,5.5,0.9
2007/12/17,3.8,7.6,-0.5
2007/12/18,4.1,6.8,1.7
2007/12/19,3.0,6.3,0.0
2007/12/20,2.3,6.8,-0.6
2007/12/21,5.0,9.0,0.5
2007/12/22,3.8,6.9,0.0
2007/12/23,4.7,6.5,2.3
2007/12/24,6.8,9.5,2.6
2007/12/25,4.7,8.4,1.4
2007/12/26,2.4,7.0,-0.7
2007/12/27,2.8,8.3,-1.6
2007/12/28,4.8,7.0,1.6
2007/12/29,9.7,12.7,5.5
2007/12/30,5.7,8.9,0.6
2007/12/31,0.9,2.3,0.0
2008/1/1,1.0,4.3,-0.7
2008/1/2,1.7,5.3,-1.4
2008/1/3,2.9,7.0,-1.4
2008/1/4,2.9,6.7,-0.4
2008/1/5,3.2,7.4,-1.6
2008/1/6,3.7,9.3,-0.1
2008/1/7,3.7,7.6,0.0
2008/1/8,4.5,10.7,0.3
2008/1/9,3.9,9.0,0.7
2008/1/10,1.3,5.1,-2.2
2008/1/11,2.8,7.4,-0.5
2008/1/12,0.5,2.5,-1.8
2008/1/13,-0.8,1.7,-3.6
2008/1/14,-0.6,2.2,-4.6
2008/1/15,1.8,5.3,-1.1
2008/1/16,0.5,4.5,-1.3
2008/1/17,-1.4,1.7,-3.5
2008/1/18,-2.2,0.6,-4.0
2008/1/19,-1.2,3.5,-4.9
2008/1/20,1.2,5.0,-3.6
2008/1/21,-0.3,2.6,-2.3
2008/1/22,-0.1,3.6,-4.4
2008/1/23,0.5,,-2.6
2008/1/24,0.1,3.3,-2.2
2008/1/25,0.1,3.2,-2.3
2008/1/26,-1.1,2.4,-4.5
2008/1/27,0.5,4.4,-4.4
2008/1/28,3.2,7.1,-0.8
2008/1/29,3.5,6.9,0.5
2008/1/30,3.8,7.9,0.4
2008/1/31,1.2,5.5,-1.6
2008/2/1,0.0,2.5,-2.0
2008/2/2,2.1,6.6,-1.3
2008/2/3,0.2,2.9,-2.2
2008/2/4,1.6,5.9,-2.6
2008/2/5,1.0,6.6,-3.1
2008/2/6,1.3,4.8,-1.5
2008/2/7,0.9,4.9,-2.0
2008/2/8,0.7,5.0,-2.5
2008/2/9,0.9,5.7,-4.3
2008/2/10,2.5,6.1,0.3
2008/2/11,2.7,6.5,-0.8
2008/2/12,3.7,8.8,-0.1
2008/2/13,-1.8,0.3,-3.3
2008/2/14,0.7,4.4,-2.0
2008/2/15,0.8,3.9,-0.6
2008/2/16,-0.2,3.5,-2.0
2008/2/17,-0.6,2.6,-3.5
2008/2/18,1.4,5.8,-2.5
2008/2/19,2.5,7.4,-2.9
2008/2/20,3.8,9.9,-2.0
2008/2/21,2.1,5.4,-0.6
2008/2/22,3.6,9.9,-3.2
2008/2/23,2.9,11.9,-1.8
2008/2/24,0.8,3.9,-2.3
2008/2/25,0.0,4.2,-2.2
2008/2/26,3.0,7.9,-1.2
2008/2/27,0.7,4.7,-1.5
2008/2/28,2.6,6.9,-2.1
2008/2/29,7.3,11.8,1.7
2008/3/1,4.3,8.5,0.8
2008/3/2,4.7,8.7,1.7
2008/3/3,4.6,8.9,0.6
2008/3/4,4.0,9.1,0.8
2008/3/5,3.1,8.3,-1.4
2008/3/6,3.8,8.3,-0.9
2008/3/7,3.4,8.0,-0.3
2008/3/8,4.7,9.4,-0.9
2008/3/9,6.5,11.7,0.2
2008/3/10,6.9,10.3,3.1
2008/3/11,9.1,18.3,2.7
2008/3/12,4.9,10.3,1.6
2008/3/13,6.1,10.3,0.5
2008/3/14,9.3,12.5,5.3
2008/3/15,10.5,14.8,5.3
2008/3/16,8.4,13.3,3.0
2008/3/17,9.1,14.5,5.2
2008/3/18,7.7,14.2,3.8
2008/3/19,7.3,10.4,2.8
2008/3/20,7.9,9.9,6.0
2008/3/21,8.8,14.0,5.5
2008/3/22,7.8,16.3,2.2
2008/3/23,7.5,14.0,2.7
2008/3/24,5.6,6.3,4.6
2008/3/25,8.2,14.5,2.1
2008/3/26,7.4,9.4,5.1
2008/3/27,9.6,14.3,6.1
2008/3/28,5.0,6.8,3.1
2008/3/29,6.5,10.6,3.3
2008/3/30,6.2,11.5,2.7
2008/3/31,4.3,8.4,1.1
